"surp","y_lower","y_upper","y","delta","psychometric","prev_word","target_word"
0,-13.6047967522363,8.93224769010337,0,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.1,-12.7940579028578,9.22594013719183,0.362724134429214,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.2,-12.5390372091231,7.89093343307266,-0.031668805791611,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.3,-13.3831123221491,8.60281891485047,0.1020003015974,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.4,-13.144764238985,9.5528390297321,0.572211835628451,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.5,-12.7196346208488,9.04638147270012,0.728674631023097,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.6,-12.3572422017653,7.74572869033591,0.118891063183725,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.7,-13.4613925798635,7.84610059216556,0.392624007021226,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.8,-11.4947477069708,6.99933923742284,0.599059561605372,-220.440698379628,"gaze_duration",TRUE,"wt-1"
0.9,-12.4932984379593,7.8487413914248,0.425468629859012,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1,-13.2348346342256,8.1418825462421,0.262143973664621,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.1,-11.7341802128539,6.48080600498724,0.349190535556204,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.2,-12.5689725755132,7.60155196565594,0.116125560073897,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.3,-11.2110423996918,6.7459268439533,0.485873094527449,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.4,-13.2604096637705,6.87147805938113,0.64633621677865,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.5,-13.5275788693864,6.60899705729523,0.808213066153314,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.6,-10.9628431450111,6.14446835835017,0.935171065451584,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.7,-12.3323319639997,6.19408971238875,0.562106310430835,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.8,-12.3984033906404,6.85602248948672,0.867389272405774,-220.440698379628,"gaze_duration",TRUE,"wt-1"
1.9,-12.6628133172665,5.45620892718719,0.419062597371209,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2,-11.6704604119813,5.52114479626979,0.327751567043265,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.1,-11.2062943220448,6.8091246106986,1.36306060560659,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.2,-12.4204915995732,6.28663123088026,0.698865577311693,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.3,-12.561544203082,5.75846347699499,0.912357311075823,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.4,-11.6299415358804,6.8427975454762,1.61677333032893,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.5,-11.3666855670755,6.34596891413693,1.10779126758158,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.6,-11.066096522879,5.74810805962423,1.15785884114922,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.7,-10.7768341470585,5.44860949528803,1.41081126540945,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.8,-11.863752668611,6.14491995414966,1.43010355907916,-220.440698379628,"gaze_duration",TRUE,"wt-1"
2.9,-12.0462020157509,6.58668488504625,1.33329139024161,-220.440698379628,"gaze_duration",TRUE,"wt-1"
3,-10.9489386131411,5.80116954912793,1.42124859727483,-220.440698379628,"gaze_duration",TRUE,"wt-1"
