"surp","y_lower","y_upper","y","delta","psychometric","prev_word","target_word"
0,-12.3217730373542,10.6059870788136,0,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.1,-13.7696496857986,10.8667126458779,-0.353504047980067,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.2,-12.948699622722,10.2541071944426,0.155843741407807,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.3,-11.5783008500688,10.8941412724023,0.720542086066331,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.4,-12.8044419962002,9.64917172201007,0.0907238308579394,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.5,-12.3326743986104,9.47084725041998,-0.57641347866749,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.6,-13.2052747057343,9.95963734523633,0.155111613193156,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.7,-11.7883108436222,9.96864739279374,0.199058411945714,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.8,-12.9755128932312,9.53178546639975,0.415785609089454,-217.50186913266,"gaze_duration",TRUE,"wt-1"
0.9,-11.3860376178938,8.6805312021998,0.403116201114926,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1,-10.8729863409181,9.88196190438975,0.757287000579964,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.1,-10.0122616387342,9.11690272658137,-0.161388062271158,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.2,-12.0329496004068,10.2880060890586,0.515845468932582,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.3,-11.1476361317171,10.5105102158727,0.845720219261011,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.4,-11.763538541147,9.2536758582574,0.637018061071672,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.5,-9.5122985276696,7.66036535642016,1.07522458451569,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.6,-9.54109879130908,9.21935339065604,0.954335228662586,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.7,-9.91758359007986,9.26674428263729,0.529023344531026,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.8,-9.18319165882215,8.34637360355825,0.868857908866886,-217.50186913266,"gaze_duration",TRUE,"wt-1"
1.9,-9.14379219850676,9.10050170725708,1.03153336602995,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2,-8.67410819967455,9.0964276564979,0.745164026491125,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.1,-9.42517476730154,9.04576041376879,0.943085960388061,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.2,-8.71457449888192,8.01138390161537,1.35842278853687,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.3,-9.14424717615145,7.50692151045212,0.749328554727498,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.4,-7.91941328484276,7.96311491902958,1.1520263498476,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.5,-6.26973224659355,8.92075972962169,1.70718199678444,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.6,-8.313072756503,9.0711610349461,1.41355410534251,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.7,-6.81446596965586,7.92681669294046,1.36980570933349,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.8,-7.30101188939324,9.2132316635508,1.56153985919542,-217.50186913266,"gaze_duration",TRUE,"wt-1"
2.9,-5.71911542063864,8.12457444879689,1.46812534207501,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3,-6.38771860488995,8.20916100184908,1.73001105068516,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.1,-6.14768079500905,8.43362254801056,2.18902852003504,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.2,-5.76307137996037,7.50920740698899,1.96782581989339,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.3,-6.37854081164619,9.24214706826064,2.07534647692273,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.4,-5.31805924849209,7.65658424978852,1.91723776406718,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.5,-6.18849119851893,7.17829167799135,2.10886052784159,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.6,-4.85366525156337,9.44945178049818,2.5393306658471,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.7,-5.31271208338364,8.28438767668197,2.20300154017045,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.8,-5.88978017158254,7.85607772095659,2.13992944506899,-217.50186913266,"gaze_duration",TRUE,"wt-1"
3.9,-4.19986912758856,9.78634140171658,3.18661779640465,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4,-4.26945663975658,7.9874766740736,3.04133010415177,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.1,-3.76300278316751,8.75879656381017,2.81752475411926,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.2,-3.28662935104501,9.56309973874573,3.57998797005013,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.3,-4.67961090054195,9.1183793886695,2.8184158594128,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.4,-3.15150882825134,9.42664709836549,3.39890541284936,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.5,-3.10701520895407,10.2512209003431,3.742076396138,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.6,-4.55833946153535,11.5596854797874,3.89751432478971,-217.50186913266,"gaze_duration",TRUE,"wt-1"
4.7,-3.05905824964833,8.86381603584778,3.13159891712988,-217.50186913266,"gaze_duration",TRUE,"wt-1"
