expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,right_bounded_rt2,go_pass_time,FPFix,FPReg
2,1,1,There,0,Because of rumors.,Because of rumors.,1.0,576.0,1176.0,576.0,576.0,576.0,576.0,1.0,0.0
2,1,1,are,1,Because of rumors.,Because of rumors.,1.0,125.0,302.0,125.0,125.0,125.0,125.0,1.0,0.0
2,1,1,now,2,Because of rumors.,Because of rumors.,1.0,174.0,398.0,174.0,174.0,174.0,174.0,1.0,0.0
2,1,1,rumblings,3,Because of rumors.,Because of rumors.,1.0,651.0,1050.0,651.0,651.0,651.0,651.0,1.0,0.0
2,1,1,that,4,Because of rumors.,Because of rumors.,1.0,149.0,550.0,149.0,550.0,550.0,1850.0,1.0,1.0
2,1,1,Apple,5,Because of rumors.,Because of rumors.,1.0,150.0,150.0,150.0,150.0,150.0,150.0,1.0,0.0
2,1,1,might,6,Because of rumors.,Because of rumors.,1.0,249.0,249.0,249.0,249.0,249.0,249.0,1.0,0.0
2,1,1,soon,7,Because of rumors.,Because of rumors.,1.0,526.0,526.0,526.0,526.0,526.0,526.0,1.0,0.0
2,1,1,invade,8,Because of rumors.,Because of rumors.,1.0,149.0,149.0,149.0,149.0,149.0,149.0,1.0,0.0
2,1,1,the,9,Because of rumors.,Because of rumors.,1.0,226.0,226.0,226.0,226.0,226.0,226.0,1.0,0.0
2,1,1,smart,10,Because of rumors.,Because of rumors.,1.0,225.0,225.0,225.0,225.0,225.0,225.0,1.0,0.0
2,1,1,watch,11,Because of rumors.,Because of rumors.,1.0,375.0,375.0,375.0,375.0,375.0,375.0,1.0,0.0
2,1,1,"space,",12,Because of rumors.,Because of rumors.,1.0,475.0,475.0,475.0,475.0,475.0,475.0,1.0,0.0
2,1,1,though,13,Because of rumors.,Because of rumors.,1.0,325.0,325.0,325.0,325.0,325.0,325.0,1.0,0.0
2,1,1,the,14,Because of rumors.,Because of rumors.,1.0,175.0,175.0,175.0,175.0,175.0,175.0,1.0,0.0
2,1,1,company,15,Because of rumors.,Because of rumors.,1.0,450.0,450.0,450.0,450.0,450.0,450.0,1.0,0.0
2,1,1,is,16,Because of rumors.,Because of rumors.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,maintaining,17,Because of rumors.,Because of rumors.,1.0,524.0,524.0,524.0,524.0,524.0,524.0,1.0,0.0
2,1,1,its,18,Because of rumors.,Because of rumors.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
