expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_pass_time,FPFix,FPReg
2,1,1,microphone,26,Because of rumors.,Because of rumors.,1,75.0,1680.0,75.0,1680.0,1680.0,1.0,0.0
2,1,1,or,27,Because of rumors.,Because of rumors.,1,468.0,468.0,468.0,468.0,468.0,1.0,0.0
2,1,1,"speaker,",28,Because of rumors.,Because of rumors.,1,777.0,777.0,777.0,777.0,777.0,1.0,0.0
2,1,1,but,29,Because of rumors.,Because of rumors.,1,780.0,780.0,780.0,780.0,780.0,1.0,0.0
2,1,1,you,30,Because of rumors.,Because of rumors.,1,4183.0,4183.0,4183.0,4183.0,4183.0,1.0,0.0
2,1,1,can,31,Because of rumors.,Because of rumors.,1,148.0,148.0,148.0,148.0,148.0,1.0,0.0
2,1,1,use,32,Because of rumors.,Because of rumors.,1,208.0,208.0,208.0,208.0,208.0,1.0,0.0
2,1,1,it,33,Because of rumors.,Because of rumors.,1,500.0,500.0,500.0,500.0,500.0,1.0,0.0
2,1,1,to,34,Because of rumors.,Because of rumors.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,control,35,Because of rumors.,Because of rumors.,1,754.0,754.0,754.0,754.0,754.0,1.0,0.0
2,1,1,the,36,Because of rumors.,Because of rumors.,1,148.0,148.0,148.0,148.0,148.0,1.0,0.0
2,1,1,music,37,Because of rumors.,Because of rumors.,1,902.0,902.0,902.0,902.0,902.0,1.0,0.0
2,1,1,on,38,Because of rumors.,Because of rumors.,1,522.0,522.0,522.0,522.0,522.0,1.0,0.0
2,1,1,your,39,Because of rumors.,Because of rumors.,1,125.0,125.0,125.0,125.0,125.0,1.0,0.0
2,1,1,phone.,40,Because of rumors.,Because of rumors.,1,1102.0,1102.0,1102.0,1102.0,1102.0,1.0,0.0
2,1,1,You,41,Because of rumors.,Because of rumors.,1,457.0,457.0,457.0,457.0,457.0,1.0,0.0
2,1,1,can,42,Because of rumors.,Because of rumors.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,glance,43,Because of rumors.,Because of rumors.,1,458.0,458.0,458.0,458.0,458.0,1.0,0.0
2,1,1,at,44,Because of rumors.,Because of rumors.,1,88.0,88.0,88.0,88.0,88.0,1.0,0.0
2,1,1,the,45,Because of rumors.,Because of rumors.,1,561.0,561.0,561.0,561.0,561.0,1.0,0.0
2,1,1,watch,46,Because of rumors.,Because of rumors.,1,645.0,645.0,645.0,645.0,645.0,1.0,0.0
2,1,1,face,47,Because of rumors.,Because of rumors.,1,634.0,634.0,634.0,634.0,634.0,1.0,0.0
2,1,1,to,48,Because of rumors.,Because of rumors.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,view,49,Because of rumors.,Because of rumors.,1,109.0,109.0,109.0,109.0,109.0,1.0,0.0
2,1,1,the,50,Because of rumors.,Because of rumors.,1,666.0,666.0,666.0,666.0,666.0,1.0,0.0
2,1,1,artist,51,Because of rumors.,Because of rumors.,1,642.0,642.0,642.0,642.0,642.0,1.0,0.0
2,1,1,and,52,Because of rumors.,Because of rumors.,1,71.0,71.0,71.0,71.0,71.0,1.0,0.0
2,1,1,title,53,Because of rumors.,Because of rumors.,1,536.0,536.0,536.0,536.0,536.0,1.0,0.0
2,1,1,of,54,Because of rumors.,Because of rumors.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,a,55,Because of rumors.,Because of rumors.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
