submission_id,Index,ItemId,SubjectId,Word,experiment_duration,experiment_end_time,experiment_start_time,mousePositionX,mousePositionY,response,responseTime,wordPositionBottom,wordPositionLeft,wordPositionRight,wordPositionTop
8,0,3,alex, I ,352424,1674418789811,1674418437387,467,84,story,1607,24.0,0.0,9.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,476,87,story,1707,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,478,94,story,1812,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,478,94,story,1909,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,478,94,story,2009,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,481,96,story,2108,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,490,100,story,2209,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,506,103,story,2309,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,533,104,story,2408,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,559,104,story,2510,24.0,9.0,69.0,4.0
8,3,3,alex, live ,352424,1674418789811,1674418437387,576,103,story,2607,24.0,88.0,118.0,4.0
8,3,3,alex, live ,352424,1674418789811,1674418437387,576,103,story,2708,24.0,88.0,118.0,4.0
8,3,3,alex, live ,352424,1674418789811,1674418437387,576,103,story,2810,24.0,88.0,118.0,4.0
8,3,3,alex, live ,352424,1674418789811,1674418437387,576,103,story,2908,24.0,88.0,118.0,4.0
8,4,3,alex, deep ,352424,1674418789811,1674418437387,585,95,story,3010,24.0,118.0,161.0,4.0
8,4,3,alex, deep ,352424,1674418789811,1674418437387,599,95,story,3109,24.0,118.0,161.0,4.0
8,4,3,alex, deep ,352424,1674418789811,1674418437387,616,95,story,3210,24.0,118.0,161.0,4.0
8,5,3,alex, and ,352424,1674418789811,1674418437387,637,94,story,3308,24.0,161.0,194.0,4.0
8,5,3,alex, and ,352424,1674418789811,1674418437387,652,90,story,3408,24.0,161.0,194.0,4.0
8,6,3,alex, suck ,352424,1674418789811,1674418437387,667,89,story,3508,24.0,194.0,234.0,4.0
8,6,3,alex, suck ,352424,1674418789811,1674418437387,678,89,story,3607,24.0,194.0,234.0,4.0
8,6,3,alex, suck ,352424,1674418789811,1674418437387,688,89,story,3707,24.0,194.0,234.0,4.0
8,7,3,alex, out ,352424,1674418789811,1674418437387,696,89,story,3807,24.0,233.0,261.0,4.0
8,7,3,alex, out ,352424,1674418789811,1674418437387,696,89,story,3909,24.0,233.0,261.0,4.0
8,7,3,alex, out ,352424,1674418789811,1674418437387,696,89,story,4007,24.0,233.0,261.0,4.0
8,7,3,alex, out ,352424,1674418789811,1674418437387,697,89,story,4107,24.0,233.0,261.0,4.0
8,8,3,alex, all ,352424,1674418789811,1674418437387,735,94,story,4209,24.0,262.0,284.0,4.0
8,9,3,alex, the ,352424,1674418789811,1674418437387,764,95,story,4308,24.0,284.0,312.0,4.0
8,10,3,alex, marrow ,352424,1674418789811,1674418437387,782,92,story,4408,24.0,312.0,373.0,4.0
8,10,3,alex, marrow ,352424,1674418789811,1674418437387,789,92,story,4507,24.0,312.0,373.0,4.0
8,10,3,alex, marrow ,352424,1674418789811,1674418437387,804,92,story,4607,24.0,312.0,373.0,4.0
8,10,3,alex, marrow ,352424,1674418789811,1674418437387,819,93,story,4707,24.0,312.0,373.0,4.0
8,11,3,alex, of ,352424,1674418789811,1674418437387,840,93,story,4807,24.0,373.0,392.0,4.0
8,12,3,alex," life, ",352424,1674418789811,1674418437387,867,93,story,4907,24.0,392.0,423.0,4.0
8,13,3,alex, to ,352424,1674418789811,1674418437387,892,93,story,5007,24.0,423.0,442.0,4.0
8,14,3,alex, live ,352424,1674418789811,1674418437387,910,90,story,5108,24.0,442.0,472.0,4.0
8,14,3,alex, live ,352424,1674418789811,1674418437387,920,89,story,5210,24.0,442.0,472.0,4.0
8,12,3,alex," life, ",352424,1674418789811,1674418437387,860,83,story,5307,24.0,392.0,423.0,4.0
8,12,3,alex," life, ",352424,1674418789811,1674418437387,860,83,story,5407,24.0,392.0,423.0,4.0
8,12,3,alex," life, ",352424,1674418789811,1674418437387,860,83,story,5508,24.0,392.0,423.0,4.0
8,12,3,alex," life, ",352424,1674418789811,1674418437387,860,83,story,5608,24.0,392.0,423.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,520,99,story,5707,24.0,9.0,69.0,4.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,503,111,story,5809,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,491,116,story,5909,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,487,119,story,6009,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,485,123,story,6109,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,485,124,story,6209,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,485,124,story,6309,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,485,124,story,6408,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,493,122,story,6507,51.0,0.0,59.0,31.0
8,16,3,alex, sturdily ,352424,1674418789811,1674418437387,509,122,story,6608,51.0,0.0,59.0,31.0
8,17,3,alex, and ,352424,1674418789811,1674418437387,522,122,story,6708,51.0,59.0,92.0,31.0
8,17,3,alex, and ,352424,1674418789811,1674418437387,531,122,story,6809,51.0,59.0,92.0,31.0
8,17,3,alex, and ,352424,1674418789811,1674418437387,542,122,story,6907,51.0,59.0,92.0,31.0
8,17,3,alex, and ,352424,1674418789811,1674418437387,551,123,story,7008,51.0,59.0,92.0,31.0
8,17,3,alex, and ,352424,1674418789811,1674418437387,553,123,story,7107,51.0,59.0,92.0,31.0
8,17,3,alex, and ,352424,1674418789811,1674418437387,513,106,story,7209,51.0,59.0,92.0,31.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,484,86,story,7308,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,485,86,story,7410,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,532,83,story,7508,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,532,83,story,7607,24.0,9.0,69.0,4.0
8,1,3,alex, wanted ,352424,1674418789811,1674418437387,532,83,story,7708,24.0,9.0,69.0,4.0
