sbm_id,expr_id,cond_id,para_nr,word_nr,word,t,x,y,wb,wt,wl,wr,response,trial_id,type,velocities,acceleration
32,2,1,1,0, There ,1548,114,44,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,1599,129,47,47.0,27.0,94.0,146.0,No,2,saccade,0.2999423243289874,0.005881222045666419
32,2,1,1,0, There ,1649,132,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0632455532033676,-0.004733935422512396
32,2,1,1,0, There ,1696,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.02127659574468085,-0.0008929565416741861
32,2,1,1,0, There ,1747,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,-0.00041718815185648727
32,2,1,1,0, There ,1797,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,1846,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,1896,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,1947,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,1997,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,2046,133,48,47.0,27.0,94.0,146.0,No,2,fixation,0.0,0.0
32,2,1,1,0, There ,2097,125,48,47.0,27.0,94.0,146.0,No,2,saccade,0.1568627450980392,0.0030757400999615533
32,2,1,1,0, There ,2148,113,46,47.0,27.0,94.0,146.0,No,2,saccade,0.23853970707051841,0.0016015090582839058
32,2,1,1,0, There ,2197,108,45,47.0,27.0,94.0,146.0,No,2,sliding,0.10406162272638336,-0.0027444507009007153
32,2,1,1,0, There ,2246,107,45,47.0,27.0,94.0,146.0,No,2,fixation,0.02040816326530612,-0.0017072134583893314
32,2,1,1,0, There ,2296,107,45,47.0,27.0,94.0,146.0,No,2,fixation,0.0,-0.0004081632653061224
32,2,1,1,0, There ,2346,106,45,47.0,27.0,94.0,146.0,No,2,fixation,0.02,0.0004
32,2,1,1,0, There ,2400,104,42,47.0,27.0,94.0,146.0,No,2,fixation,0.06676946806414795,0.0008661012604471842
32,2,1,1,0, There ,2447,103,38,47.0,27.0,94.0,146.0,No,2,fixation,0.0877256516088864,0.000445876245632733
32,2,1,1,0, There ,2498,103,35,47.0,27.0,94.0,146.0,No,2,fixation,0.058823529411764705,-0.0005667082783749353
32,2,1,1,0, There ,2548,103,33,47.0,27.0,94.0,146.0,No,2,fixation,0.04,-0.0003764705882352941
32,2,1,1,0, There ,2597,103,33,47.0,27.0,94.0,146.0,No,2,fixation,0.0,-0.0008163265306122449
32,2,1,1,0, There ,2646,110,33,47.0,27.0,94.0,146.0,No,2,sliding,0.14285714285714285,0.0029154518950437317
32,2,1,1,0, There ,2697,127,36,47.0,27.0,94.0,146.0,No,2,saccade,0.3384838529731778,0.0038358178454124497
32,2,1,1,0, There ,2747,136,39,47.0,27.0,94.0,146.0,No,2,saccade,0.18973665961010278,-0.0029749438672615003
32,2,1,1,0, There ,2799,143,39,47.0,27.0,94.0,146.0,No,2,sliding,0.1346153846153846,-0.0010600245191291955
32,2,1,1,1, are ,2847,156,41,47.0,27.0,146.0,177.0,No,2,saccade,0.27401971745762305,0.002904256934213301
32,2,1,1,1, are ,2897,172,41,47.0,27.0,146.0,177.0,No,2,saccade,0.32,0.0009196056508475392
32,2,1,1,2, now ,2948,184,41,47.0,27.0,177.0,215.0,No,2,saccade,0.23529411764705882,-0.001660899653979239
32,2,1,1,2, now ,2997,197,41,47.0,27.0,177.0,215.0,No,2,saccade,0.2653061224489796,0.0006124898939167508
32,2,1,1,2, now ,3047,206,40,47.0,27.0,177.0,215.0,No,2,saccade,0.18110770276274835,-0.0016839683937246253
32,2,1,1,3, rumblings ,3098,215,40,47.0,27.0,215.0,298.0,No,2,saccade,0.17647058823529413,-9.092381426380818e-05
32,2,1,1,3, rumblings ,3148,225,38,47.0,27.0,215.0,298.0,No,2,saccade,0.2039607805437114,0.0005498038461683452
32,2,1,1,3, rumblings ,3198,242,36,47.0,27.0,215.0,298.0,No,2,saccade,0.3423448553724738,0.0027676814965752476
32,2,1,1,3, rumblings ,3248,250,36,47.0,27.0,215.0,298.0,No,2,saccade,0.16,-0.0036468971074494756
32,2,1,1,3, rumblings ,3298,258,36,47.0,27.0,215.0,298.0,No,2,saccade,0.16,0.0
32,2,1,1,3, rumblings ,3348,263,36,47.0,27.0,215.0,298.0,No,2,sliding,0.1,-0.0012
32,2,1,1,3, rumblings ,3398,267,36,47.0,27.0,215.0,298.0,No,2,fixation,0.08,-0.0004000000000000001
