sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
63,1,1,1,0, The ,550,767,1317,88.27,35,No
63,1,1,1,1, witness ,428,1317,1745,122.94,36.12,No
63,1,1,1,2, identified ,371,1745,2116,219.13,38.33,No
63,1,1,1,4, man ,380,2216,2596,292.8,47.87,No
63,1,1,1,7, wife ,525,2991,3516,404.76,42.71,No
63,1,1,1,9, away ,550,3616,4166,477.14,42.45,No
63,1,1,1,12, police ,750,4292,5042,601.83,40.83,No
63,1,1,2,0, Jenny ,425,1165,1590,98.24,35.76,No
63,1,1,2,3, the ,601,2014,2615,219.75,47.42,No
63,1,1,2,4, reporter ,329,2615,2944,274.77,42.69,No
63,1,1,2,7, photographer ,821,3192,4013,403.88,40.67,No
63,1,1,2,9, pictures ,609,4138,4747,534.88,36,No
63,1,1,2,10, of ,197,4747,4944,595.12,36,No
63,1,1,2,12, scene. ,257,5091,5348,653.4,38.4,No
63,1,1,3,0, The ,550,936,1486,98.73,37.82,Yes
63,1,1,3,4, jeweler ,401,2186,2587,267.06,40.75,Yes
63,1,1,3,5, and ,574,2587,3161,323.17,36,Yes
63,1,1,3,7, salesman ,521,3516,4037,427.43,33.38,Yes
63,1,1,3,8, reported ,599,4037,4636,502.17,41.58,Yes
63,1,1,3,10, crime ,223,4713,4936,566.67,43.11,Yes
63,1,1,3,13, police. ,199,5136,5335,653.38,48,Yes
63,1,1,4,0, The ,829,1255,2084,93.45,36.7,Yes
63,1,1,4,1, journalist ,271,2084,2355,151.73,37.27,Yes
63,1,1,4,2, criticized ,250,2355,2605,233.2,43,Yes
63,1,1,4,3, Nick ,473,2605,3078,269.89,45,Yes
63,1,1,4,5, Sam ,178,3228,3406,357.57,46.14,Yes
63,1,1,4,6, called ,449,3406,3855,393.22,48,Yes
63,1,1,4,7, the ,178,3855,4033,454.71,48,Yes
63,1,1,4,8, newspaper ,422,4033,4455,470.88,46,Yes
63,1,1,4,6, called ,398,4555,4953,419.06,38.5,Yes
63,1,1,4,8, newspaper ,500,5004,5504,509.8,39.6,Yes
63,1,1,4,10, complain. ,597,5632,6229,605.83,43.62,Yes
63,1,1,4,2, criticized ,328,6554,6882,216.08,28.46,Yes
63,1,1,4,0, The ,551,6904,7455,90.95,47.91,Yes
63,1,1,4,1, journalist ,447,7455,7902,169.94,49.11,Yes
63,1,1,4,2, criticized ,1349,7902,9251,221.8,40.37,Yes
63,1,1,4,4, and ,248,9405,9653,320.3,44,Yes
63,1,1,4,6, called ,630,9803,10433,394.12,45.16,Yes
63,1,1,4,7, the ,220,10433,10653,447.33,37.67,Yes
63,1,1,4,8, newspaper ,726,10653,11379,528.55,36.14,Yes
63,1,1,4,3, Nick ,752,11727,12479,279.47,36.9,Yes
63,1,1,4,4, and ,204,12479,12683,315.88,46.12,Yes
63,1,1,4,8, newspaper ,649,13282,13931,503.69,39.54,Yes
63,1,1,4,10, complain. ,700,13981,14681,593.71,39,Yes
63,1,1,4,0, The ,450,16203,16653,103.11,37.22,Yes
63,1,1,4,1, journalist ,174,16653,16827,162.29,31,Yes
63,1,1,5,0, Sam ,556,909,1465,87.86,43.5,Yes
63,1,1,5,2, the ,550,1608,2158,180.27,41,Yes
63,1,1,5,4, and ,1799,2310,4109,290.62,43.89,Yes
63,1,1,5,3, plumber ,300,4109,4409,210.5,31.58,Yes
