sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
36,1,5,9,0, The ,544,583,1127,92.64,35.09,yes
36,1,5,9,1, daughter ,205,1127,1332,144,38,yes
36,1,5,9,3, the ,305,1377,1682,204,40.83,yes
36,1,5,9,5, who ,400,1730,2130,292.5,36.5,yes
36,1,5,9,6, complimented ,699,2130,2829,363.64,36.5,yes
36,1,5,9,7, herself ,851,2829,3680,451.82,37.24,yes
36,1,5,9,8, in ,190,3680,3870,495.25,43,yes
36,1,5,9,9, public ,210,3870,4080,529.75,40.25,yes
36,1,5,9,10, was ,501,4080,4581,574.2,38.1,yes
36,1,5,9,11, beautiful. ,461,4970,5431,623.44,47.11,yes
36,1,5,9,4, man ,249,5821,6070,242.4,39.2,yes
36,1,5,10,1, sister ,395,562,957,113,38,yes
36,1,5,10,1, sister ,588,1170,1758,122.83,34.58,yes
36,1,5,10,2, of ,113,1758,1871,155.5,44,yes
36,1,5,10,3, the ,136,1871,2007,189.67,35.67,yes
36,1,5,10,4, salesman ,550,2007,2557,254.27,33.91,yes
36,1,5,10,5, who ,514,2557,3071,309.5,39.3,yes
36,1,5,10,6, made ,294,3071,3365,347.5,41.5,yes
36,1,5,10,7, a ,106,3365,3471,380.5,45,yes
36,1,5,10,8, fool ,436,3471,3907,404.56,45.89,yes
36,1,5,10,9, of ,514,3907,4421,425.8,34.1,yes
36,1,5,10,10, herself ,498,4421,4919,467,38.7,yes
36,1,5,10,11, at ,191,4919,5110,510,39.5,yes
36,1,5,10,12, work ,359,5110,5469,533.43,35.71,yes
36,1,5,10,13, was ,1388,5469,6857,578.32,37.74,yes
36,1,5,10,15, angry. ,264,7057,7321,640.8,45.4,yes
36,1,5,12,0, The ,497,26368,26865,97.9,41.7,no
36,1,5,12,1, sister ,103,26865,26968,124.5,41,no
36,1,5,12,3, the ,449,27016,27465,181.11,29.78,no
36,1,5,12,4, prince ,350,27465,27815,228,31.71,no
36,1,5,12,5, who ,401,27815,28216,279.12,38,no
36,1,5,12,6, injured ,249,28216,28465,323.4,36,no
36,1,5,12,7, herself ,251,28465,28716,380,37.8,no
36,1,5,12,8, falling ,552,28716,29268,437.55,38.36,no
36,1,5,12,9, off ,200,29268,29468,474.5,39,no
36,1,5,12,10, a ,98,29468,29566,497,38.5,no
36,1,5,12,11, roof ,202,29566,29768,517.75,40.25,no
36,1,5,12,12, was ,600,29768,30368,570.58,48.83,no
36,1,5,13,1, son ,550,507,1057,116.91,44.45,no
36,1,5,13,4, princess ,460,1295,1755,241.33,54,no
36,1,5,13,5, who ,100,1755,1855,280,51,no
36,1,5,13,6, scratched ,650,1855,2505,345.46,46,no
36,1,5,13,7, himself ,400,2505,2905,403.75,45.25,no
36,1,5,13,9, public ,160,2945,3105,479.33,46,no
36,1,5,13,11, awfully ,100,3155,3255,579.5,37.5,no
36,1,5,13,12, embarrassed. ,490,3255,3745,665,42.6,no
36,1,5,13,10, was ,200,4006,4206,527,34.75,no
36,1,5,13,11, awfully ,89,4206,4295,592,39.5,no
36,1,5,13,12, embarrassed. ,300,4295,4595,650.17,40.83,no
36,1,5,14,0, The ,400,648,1048,82.5,49.5,yes
36,1,5,14,1, brother ,248,1048,1296,131.8,41.8,yes
36,1,5,14,4, ballerina ,149,1396,1545,251.33,36,yes
36,1,5,14,5, who ,350,1545,1895,303.86,33.14,yes
36,1,5,14,6, found ,150,1895,2045,353.67,34,yes
36,1,5,14,3, the ,253,2193,2446,205.2,30.4,yes
36,1,5,14,4, ballerina ,352,2446,2798,266.71,33,yes
36,1,5,14,12, trouble ,150,3498,3648,542.67,31.67,yes
36,1,5,14,13, phoned ,448,3648,4096,597,32.89,yes
36,1,5,14,14, home. ,203,4096,4299,654.5,42.75,yes
36,1,5,14,13, phoned ,100,5096,5196,585,39,yes
36,1,5,14,13, phoned ,147,5249,5396,587.33,41,yes
36,1,5,14,13, phoned ,297,5449,5746,595.67,41.83,yes
36,1,5,15,1, nephew ,338,957,1295,136.14,47.71,yes
36,1,5,15,0, The ,310,1295,1605,103,36.5,yes
36,1,5,15,1, nephew ,102,1605,1707,126.5,41,yes
36,1,5,15,2, of ,150,1707,1857,180.67,40,yes
36,1,5,15,3, the ,300,1857,2157,199,37,yes
36,1,5,15,4, maid ,98,2157,2255,248,38,yes
36,1,5,15,5, who ,89,2255,2344,296.5,35,yes
36,1,5,15,6, cut ,513,2344,2857,311.9,36.3,yes
