expr_id,cond_id,para_nr,word,word_nr,response_true,sent_rg_id,sent_rg,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg
1,8,134,The,0,yes,-1,other,yes,1.0,474.0,474.0,474.0,474.0,474.0,1.0,0.0
1,8,134,children,1,yes,-1,other,yes,1.0,528.0,528.0,528.0,528.0,528.0,1.0,0.0
1,8,134,of,2,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,the,3,yes,-1,other,yes,1.0,689.0,689.0,689.0,689.0,689.0,1.0,0.0
1,8,134,rich,4,yes,-1,other,yes,1.0,364.0,364.0,364.0,364.0,364.0,1.0,0.0
1,8,134,man,5,yes,-1,other,yes,1.0,255.0,255.0,255.0,255.0,255.0,1.0,0.0
1,8,134,were,6,yes,-1,other,yes,1.0,734.0,734.0,734.0,734.0,734.0,1.0,0.0
1,8,134,"spoiled,",7,yes,-1,other,yes,1.0,265.0,265.0,265.0,265.0,265.0,1.0,0.0
1,8,134,but,8,yes,-1,other,yes,1.0,362.0,362.0,362.0,362.0,362.0,1.0,0.0
1,8,134,they,9,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,were,10,yes,-1,other,yes,1.0,521.0,521.0,521.0,521.0,521.0,1.0,0.0
1,8,134,charming,11,yes,-1,other,yes,1.0,362.0,362.0,362.0,362.0,362.0,1.0,0.0
1,8,134,and,12,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,handsome.,13,yes,-1,other,yes,1.0,364.0,364.0,364.0,364.0,364.0,1.0,0.0
1,8,133,"Yesterday,",0,no,-1,other,no,1.0,2930.0,3446.0,2930.0,2930.0,2930.0,1.0,0.0
1,8,133,the,1,no,-1,other,no,1.0,688.0,1274.0,688.0,688.0,688.0,1.0,0.0
1,8,133,wife,2,no,-1,other,no,1.0,476.0,1105.0,476.0,842.0,1107.0,1.0,1.0
1,8,133,of,3,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,133,the,4,no,-1,other,no,1.0,312.0,312.0,0.0,0.0,0.0,0.0,0.0
1,8,133,politician,5,no,-1,other,no,1.0,487.0,487.0,487.0,487.0,487.0,1.0,0.0
1,8,133,discussed,6,no,-1,other,no,1.0,1736.0,1736.0,1736.0,1736.0,1736.0,1.0,0.0
1,8,133,health,7,no,-1,other,no,1.0,531.0,531.0,531.0,531.0,531.0,1.0,0.0
1,8,133,care,8,no,-1,other,no,1.0,209.0,209.0,209.0,209.0,209.0,1.0,0.0
1,8,133,with,9,no,-1,other,no,1.0,364.0,364.0,364.0,364.0,364.0,1.0,0.0
1,8,133,old,10,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,133,people.,11,no,-1,other,no,1.0,365.0,365.0,365.0,365.0,1777.0,1.0,1.0
1,8,131,The,0,yes,-1,other,yes,1.0,934.0,934.0,934.0,934.0,934.0,1.0,0.0
