expr_id,cond_id,para_nr,word,word_nr,response_true,sent_rg_id,sent_rg,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg
1,8,134,The,0,yes,-1,other,yes,1.0,700.0,700.0,700.0,700.0,700.0,1.0,0.0
1,8,134,children,1,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,of,2,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,the,3,yes,-1,other,yes,1.0,450.0,650.0,450.0,450.0,450.0,1.0,0.0
1,8,134,rich,4,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,man,5,yes,-1,other,yes,1.0,550.0,1050.0,550.0,550.0,550.0,1.0,0.0
1,8,134,were,6,yes,-1,other,yes,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0
1,8,134,"spoiled,",7,yes,-1,other,yes,1.0,300.0,550.0,300.0,550.0,1650.0,1.0,1.0
1,8,134,but,8,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,they,9,yes,-1,other,yes,1.0,306.0,306.0,306.0,306.0,306.0,1.0,0.0
1,8,134,were,10,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,charming,11,yes,-1,other,yes,1.0,450.0,450.0,450.0,450.0,450.0,1.0,0.0
1,8,134,and,12,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,134,handsome.,13,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,133,"Yesterday,",0,no,-1,other,no,1.0,610.0,858.0,610.0,610.0,610.0,1.0,0.0
1,8,133,the,1,no,-1,other,no,1.0,540.0,1039.0,540.0,540.0,540.0,1.0,0.0
1,8,133,wife,2,no,-1,other,no,1.0,306.0,306.0,306.0,306.0,306.0,1.0,0.0
1,8,133,of,3,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,133,the,4,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,133,politician,5,no,-1,other,no,1.0,400.0,1102.0,400.0,400.0,400.0,1.0,0.0
1,8,133,discussed,6,no,-1,other,no,1.0,658.0,1809.0,658.0,907.0,1609.0,1.0,1.0
1,8,133,health,7,no,-1,other,no,1.0,350.0,350.0,350.0,350.0,514.0,1.0,1.0
1,8,133,care,8,no,-1,other,no,1.0,201.0,201.0,201.0,201.0,201.0,1.0,0.0
1,8,133,with,9,no,-1,other,no,1.0,300.0,300.0,300.0,300.0,300.0,1.0,0.0
1,8,133,old,10,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,133,people.,11,no,-1,other,no,1.0,312.0,312.0,312.0,312.0,1797.0,1.0,1.0
1,8,132,The,0,yes,-1,other,yes,1.0,400.0,400.0,400.0,400.0,400.0,1.0,0.0
1,8,132,boyfriend,1,yes,-1,other,yes,1.0,200.0,200.0,200.0,200.0,200.0,1.0,0.0
1,8,132,of,2,yes,-1,other,yes,1.0,250.0,250.0,250.0,250.0,250.0,1.0,0.0
1,8,132,the,3,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,132,model,4,yes,-1,other,yes,1.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0
1,8,132,was,5,yes,-1,other,yes,1.0,488.0,738.0,488.0,738.0,938.0,1.0,1.0
1,8,132,killed,6,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,132,in,7,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,132,an,8,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,132,accident,9,yes,-1,other,yes,1.0,401.0,401.0,401.0,401.0,401.0,1.0,0.0
1,8,132,while,10,yes,-1,other,yes,1.0,199.0,199.0,199.0,199.0,199.0,1.0,0.0
1,8,132,skiing,11,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,132,last,12,yes,-1,other,yes,1.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0
1,8,132,week.,13,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,The,0,yes,-1,other,yes,1.0,500.0,500.0,500.0,500.0,500.0,1.0,0.0
1,8,131,cute,1,yes,-1,other,yes,1.0,453.0,653.0,453.0,653.0,653.0,1.0,0.0
1,8,131,girl,2,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,who,3,yes,-1,other,yes,1.0,301.0,301.0,301.0,301.0,301.0,1.0,0.0
1,8,131,was,4,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,on,5,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,the,6,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,cover,7,yes,-1,other,yes,1.0,755.0,755.0,755.0,755.0,755.0,1.0,0.0
1,8,131,of,8,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,the,9,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,magazine,10,yes,-1,other,yes,1.0,360.0,360.0,360.0,360.0,360.0,1.0,0.0
1,8,131,became,11,yes,-1,other,yes,1.0,353.0,353.0,353.0,353.0,353.0,1.0,0.0
1,8,131,a,12,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,131,famous,13,yes,-1,other,yes,1.0,533.0,533.0,533.0,533.0,533.0,1.0,0.0
1,8,131,doctor.,14,yes,-1,other,yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,The,0,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,writer,1,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,of,2,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,the,3,no,-1,other,no,1.0,465.0,465.0,465.0,465.0,465.0,1.0,0.0
1,8,130,novels,4,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,thought,5,no,-1,other,no,1.0,455.0,455.0,455.0,455.0,455.0,1.0,0.0
1,8,130,himself,6,no,-1,other,no,1.0,347.0,347.0,347.0,347.0,347.0,1.0,0.0
1,8,130,to,7,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,be,8,no,-1,other,no,1.0,248.0,248.0,248.0,248.0,248.0,1.0,0.0
1,8,130,a,9,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,"genius,",10,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,130,but,11,no,-1,other,no,1.0,253.0,253.0,253.0,253.0,253.0,1.0,0.0
1,8,130,he,12,no,-1,other,no,1.0,294.0,294.0,294.0,294.0,294.0,1.0,0.0
1,8,130,wasn't.,13,no,-1,other,no,1.0,308.0,308.0,308.0,308.0,308.0,1.0,0.0
1,8,129,Todd,0,no,-1,other,no,1.0,204.0,757.0,204.0,757.0,757.0,1.0,0.0
1,8,129,wanted,1,no,-1,other,no,1.0,345.0,345.0,345.0,345.0,345.0,1.0,0.0
1,8,129,to,2,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,129,be,3,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,129,a,4,no,-1,other,no,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,129,"barber,",5,no,-1,other,no,1.0,400.0,400.0,400.0,400.0,400.0,1.0,0.0
1,8,129,but,6,no,-1,other,no,1.0,313.0,313.0,313.0,313.0,313.0,1.0,0.0
