sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
9,1,6,1,3, the ,224,953,1177,178.33,38.33,yes
9,1,6,1,4, actress ,200,1177,1377,215,37.38,yes
9,1,6,1,6, shot ,124,1428,1552,303.2,33.2,yes
9,1,6,1,9, the ,125,1627,1752,429.6,34,yes
9,1,6,1,12, under ,150,1903,2053,534,33.5,yes
9,1,6,1,13, investigation. ,3407,2053,5460,618.53,38.16,yes
9,1,6,2,1, brother ,225,818,1043,143.33,43.44,yes
9,1,6,2,3, the ,175,1092,1267,206.14,34.71,yes
9,1,6,2,5, who ,126,1368,1494,279.2,32,yes
9,1,6,2,6, embarrassed ,474,1494,1968,341.89,32,yes
9,1,6,2,7, herself ,150,1968,2118,442,35.5,yes
9,1,6,2,10, wedding ,250,2267,2517,540,38.4,yes
9,1,6,2,12, ashamed. ,727,2592,3319,665.62,41.62,yes
9,1,6,3,0, The ,301,660,961,101.25,30.92,no
9,1,6,3,3, the ,150,1035,1185,198.17,38,no
9,1,6,3,4, waitress ,450,1185,1635,232.28,37.61,no
9,1,6,3,5, who ,149,1635,1784,297.5,32.5,no
9,1,6,3,7, herself ,299,1886,2185,368.58,36.92,no
9,1,6,3,8, was ,250,2185,2435,420.9,37.6,no
9,1,6,3,9, shocked ,350,2435,2785,471.36,38.14,no
9,1,6,3,12, accident. ,551,2860,3411,591.45,39.82,no
9,1,6,3,11, the ,2742,3411,6153,565,50,no
9,1,6,4,3, the ,125,334,459,171,40.2,no
9,1,6,4,0, The ,324,660,984,85.54,29,no
9,1,6,4,3, the ,200,1085,1285,176.62,34,no
9,1,6,4,4, lady ,174,1285,1459,205,35.14,no
9,1,6,4,6, politely ,199,1536,1735,286.12,38,no
9,1,6,4,7, introduced ,125,1735,1860,376.4,38.2,no
9,1,6,4,10, popular ,174,2036,2210,543.57,34.86,no
9,1,6,4,13, party. ,400,2309,2709,641.81,37.5,no
9,1,6,5,0, The ,151,598,749,88.17,36.83,yes
9,1,6,5,1, brother ,449,749,1198,118.61,37.94,yes
9,1,6,5,3, the ,125,1223,1348,200.8,38,yes
9,1,6,5,4, schoolgirl ,376,1348,1724,251.2,37.13,yes
9,1,6,5,5, who ,124,1724,1848,311.6,35,yes
9,1,6,5,6, burned ,676,1848,2524,355.52,36.41,yes
9,1,6,5,7, herself ,399,2524,2923,426.75,34.62,yes
9,1,6,5,8, was ,476,2923,3399,469.26,34,yes
9,1,6,5,9, usually ,199,3399,3598,527.25,36,yes
9,1,6,5,11, careful. ,301,3698,3999,612.83,41.17,yes
9,1,6,6,0, The ,175,692,867,85.71,37.57,yes
9,1,6,6,1, grandfather ,325,867,1192,163.92,35.08,yes
9,1,6,6,3, the ,174,1192,1366,241,36,yes
9,1,6,6,4, woman ,150,1366,1516,282.83,36.33,yes
9,1,6,6,6, killed ,176,1590,1766,375.71,37.29,yes
9,1,6,6,7, herself ,125,1766,1891,431,37.6,yes
9,1,6,6,9, summer ,201,1966,2167,518.25,37.25,yes
9,1,6,6,11, been ,124,2216,2340,621.2,32,yes
9,1,6,6,13, prison. ,325,2391,2716,696.77,36.15,yes
9,1,6,6,9, summer ,275,2991,3266,523.27,37.91,yes
9,1,6,6,12, to ,175,3366,3541,644.14,43,yes
9,1,6,6,13, prison. ,276,3541,3817,683.82,41.91,yes
9,1,6,7,0, The ,200,682,882,71.12,30,no
9,1,6,7,1, grandma ,450,882,1332,134.61,32.61,no
9,1,6,7,4, fireman ,126,1432,1558,262.4,41.6,no
9,1,6,7,5, who ,124,1558,1682,312.2,45.6,no
9,1,6,7,6, criticized ,225,1682,1907,370.78,44.78,no
9,1,6,7,7, himself ,226,1907,2133,439.67,39.22,no
9,1,6,7,11, was ,200,2307,2507,582.38,37.62,no
9,1,6,7,12, anxious. ,250,2507,2757,651.6,42.9,no
9,1,6,7,6, criticized ,351,3157,3508,374.43,45.79,no
9,1,6,7,12, anxious. ,449,3709,4158,637,46.61,no
9,1,6,7,3, the ,176,4633,4809,205.71,41.71,no
9,1,6,7,10, often ,199,5158,5357,538.38,44.25,no
9,1,6,7,11, was ,151,5357,5508,593.5,41.67,no
9,1,6,7,12, anxious. ,649,5508,6157,648.04,42.85,no
9,1,6,7,4, fireman ,224,7108,7332,264.44,39,no
9,1,6,7,7, himself ,474,7433,7907,459.84,40.32,no
9,1,6,7,9, too ,125,7958,8083,509.8,40.2,no
9,1,6,7,10, often ,225,8083,8308,555,41.89,no
9,1,6,7,11, was ,199,8308,8507,596.25,42,no
9,1,6,7,12, anxious. ,225,8507,8732,620.44,42,no
9,1,6,7,0, The ,351,8907,9258,86.21,34.43,no
9,1,6,7,4, fireman ,450,9407,9857,249.39,40.72,no
9,1,6,7,5, who ,150,9857,10007,314.67,40.67,no
9,1,6,7,6, criticized ,751,10007,10758,371.53,39.3,no
9,1,6,7,7, himself ,225,10758,10983,434,37.89,no
9,1,6,7,11, was ,149,11208,11357,580.83,39,no
9,1,6,7,12, anxious. ,151,11357,11508,630.33,45.17,no
9,1,6,8,3, the ,174,939,1113,172.29,46.86,no
