expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,right_bounded_rt2,go_pass_time,FPFix,FPReg
2,1,1,There,0,No,--,,,,,,,,,
2,1,1,are,1,No,--,,,,,,,,,
2,1,1,now,2,No,--,,,,,,,,,
2,1,1,rumblings,3,No,--,,,,,,,,,
2,1,1,that,4,No,--,,,,,,,,,
2,1,1,Apple,5,No,--,,,,,,,,,
2,1,1,might,6,No,--,,,,,,,,,
2,1,1,soon,7,No,--,,,,,,,,,
2,1,1,invade,8,No,--,,,,,,,,,
2,1,1,the,9,No,--,,,,,,,,,
2,1,1,smart,10,No,--,,,,,,,,,
2,1,1,watch,11,No,--,,,,,,,,,
2,1,1,"space,",12,No,--,,,,,,,,,
2,1,1,though,13,No,--,,,,,,,,,
2,1,1,the,14,No,--,,,,,,,,,
2,1,1,company,15,No,--,,,,,,,,,
2,1,1,is,16,No,--,,,,,,,,,
2,1,1,maintaining,17,No,--,,,,,,,,,
2,1,1,its,18,No,--,,,,,,,,,
2,1,1,customary,19,No,--,,,,,,,,,
2,1,1,silence.,20,No,--,,,,,,,,,
2,1,1,The,21,No,--,,,,,,,,,
2,1,1,watch,22,No,--,,,,,,,,,
2,1,1,doesn't,23,No,--,,,,,,,,,
2,1,1,have,24,No,--,,,,,,,,,
2,1,1,a,25,No,--,,,,,,,,,
2,1,1,microphone,26,No,--,,,,,,,,,
2,1,1,or,27,No,--,,,,,,,,,
2,1,1,"speaker,",28,No,--,,,,,,,,,
2,1,1,but,29,No,--,,,,,,,,,
2,1,1,you,30,No,--,,,,,,,,,
2,1,1,can,31,No,--,,,,,,,,,
2,1,1,use,32,No,--,,,,,,,,,
2,1,1,it,33,No,--,,,,,,,,,
2,1,1,to,34,No,--,,,,,,,,,
2,1,1,control,35,No,--,,,,,,,,,
2,1,1,the,36,No,--,,,,,,,,,
2,1,1,music,37,No,--,,,,,,,,,
2,1,1,on,38,No,--,,,,,,,,,
2,1,1,your,39,No,--,,,,,,,,,
2,1,1,phone.,40,No,--,,,,,,,,,
2,1,1,You,41,No,--,,,,,,,,,
2,1,1,can,42,No,--,,,,,,,,,
2,1,1,glance,43,No,--,,,,,,,,,
2,1,1,at,44,No,--,,,,,,,,,
2,1,1,the,45,No,--,,,,,,,,,
2,1,1,watch,46,No,--,,,,,,,,,
2,1,1,face,47,No,--,,,,,,,,,
