expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,1,1,There,0,No,Because of rumors.,0.0,576.0,1176.0,576.0,576.0,576.0,1.0,0.0,1,1
2,1,1,are,1,No,Because of rumors.,0.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,now,2,No,Because of rumors.,0.0,174.0,174.0,174.0,174.0,174.0,1.0,0.0,0,0
2,1,1,rumblings,3,No,Because of rumors.,0.0,651.0,1050.0,651.0,1050.0,1827.0,1.0,1.0,0,0
2,1,1,that,4,No,Because of rumors.,0.0,401.0,401.0,401.0,401.0,401.0,1.0,0.0,0,0
2,1,1,Apple,5,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,might,6,No,Because of rumors.,0.0,249.0,249.0,249.0,249.0,249.0,1.0,0.0,0,0
2,1,1,soon,7,No,Because of rumors.,0.0,526.0,526.0,526.0,526.0,526.0,1.0,0.0,0,0
2,1,1,invade,8,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,the,9,No,Because of rumors.,0.0,226.0,226.0,226.0,226.0,226.0,1.0,0.0,0,0
2,1,1,smart,10,No,Because of rumors.,0.0,225.0,225.0,225.0,225.0,225.0,1.0,0.0,0,0
2,1,1,watch,11,No,Because of rumors.,0.0,375.0,375.0,375.0,375.0,375.0,1.0,0.0,0,0
2,1,1,"space,",12,No,Because of rumors.,0.0,475.0,475.0,475.0,475.0,475.0,1.0,0.0,0,0
2,1,1,though,13,No,Because of rumors.,0.0,325.0,325.0,325.0,325.0,325.0,1.0,0.0,0,0
2,1,1,the,14,No,Because of rumors.,0.0,175.0,175.0,175.0,175.0,175.0,1.0,0.0,0,0
2,1,1,company,15,No,Because of rumors.,0.0,450.0,450.0,450.0,450.0,450.0,1.0,0.0,0,0
2,1,1,is,16,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,maintaining,17,No,Because of rumors.,0.0,524.0,524.0,524.0,524.0,524.0,1.0,0.0,0,0
2,1,1,its,18,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,customary,19,No,Because of rumors.,0.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0,0,0
2,1,1,silence.,20,No,Because of rumors.,0.0,500.0,500.0,500.0,500.0,500.0,1.0,0.0,0,0
2,1,1,The,21,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,watch,22,No,Because of rumors.,0.0,250.0,250.0,250.0,250.0,250.0,1.0,0.0,0,0
2,1,1,doesn't,23,No,Because of rumors.,0.0,400.0,400.0,400.0,400.0,400.0,1.0,0.0,0,0
2,1,1,have,24,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,a,25,No,Because of rumors.,0.0,349.0,349.0,349.0,349.0,349.0,1.0,0.0,0,0
2,1,1,microphone,26,No,Because of rumors.,0.0,300.0,300.0,300.0,300.0,300.0,1.0,0.0,0,0
2,1,1,or,27,No,Because of rumors.,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,"speaker,",28,No,Because of rumors.,0.0,375.0,375.0,375.0,375.0,575.0,1.0,1.0,0,0
2,1,1,but,29,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,you,30,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,can,31,No,Because of rumors.,0.0,176.0,176.0,176.0,176.0,176.0,1.0,0.0,0,0
2,1,1,use,32,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,it,33,No,Because of rumors.,0.0,300.0,300.0,300.0,300.0,300.0,1.0,0.0,0,0
2,1,1,to,34,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,control,35,No,Because of rumors.,0.0,225.0,225.0,225.0,225.0,225.0,1.0,0.0,0,0
