expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,2,37,John,0,No,No,1.0,607.0,607.0,607.0,607.0,607.0,1.0,0.0,0,0
2,2,37,Thornton,1,No,No,1.0,427.0,1138.0,427.0,427.0,427.0,1.0,0.0,1,1
2,2,37,asked,2,No,No,1.0,303.0,476.0,303.0,303.0,303.0,1.0,0.0,1,1
2,2,37,little,3,No,No,1.0,440.0,603.0,0.0,0.0,0.0,0.0,0.0,0,1
2,2,37,of,4,No,No,1.0,596.0,596.0,596.0,596.0,596.0,1.0,0.0,0,0
2,2,37,man,5,No,No,1.0,430.0,898.0,430.0,898.0,2385.0,1.0,1.0,0,0
2,2,37,or,6,No,No,1.0,451.0,451.0,451.0,451.0,451.0,1.0,0.0,0,0
2,2,37,nature.,7,No,No,1.0,294.0,294.0,294.0,294.0,294.0,1.0,0.0,0,0
2,2,37,He,8,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,was,9,No,No,1.0,189.0,189.0,189.0,189.0,189.0,1.0,0.0,0,0
2,2,37,unafraid,10,No,No,1.0,302.0,302.0,302.0,302.0,302.0,1.0,0.0,0,0
2,2,37,of,11,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,the,12,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,wild.,13,No,No,1.0,246.0,246.0,246.0,246.0,246.0,1.0,0.0,0,0
2,2,37,With,14,No,No,1.0,377.0,377.0,377.0,377.0,377.0,1.0,0.0,0,0
2,2,37,a,15,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,handful,16,No,No,1.0,467.0,467.0,467.0,467.0,467.0,1.0,0.0,0,0
2,2,37,of,17,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,salt,18,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,and,19,No,No,1.0,570.0,570.0,570.0,570.0,570.0,1.0,0.0,0,0
2,2,37,a,20,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,rifle,21,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,he,22,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,could,23,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,plunge,24,No,No,1.0,604.0,604.0,604.0,604.0,604.0,1.0,0.0,0,0
2,2,37,into,25,No,No,1.0,163.0,163.0,163.0,163.0,163.0,1.0,0.0,0,0
2,2,37,the,26,No,No,1.0,175.0,175.0,175.0,175.0,175.0,1.0,0.0,0,0
2,2,37,wilderness,27,No,No,1.0,359.0,359.0,359.0,359.0,359.0,1.0,0.0,0,0
2,2,37,and,28,No,No,1.0,183.0,183.0,183.0,183.0,183.0,1.0,0.0,0,0
2,2,37,fare,29,No,No,1.0,174.0,174.0,174.0,174.0,174.0,1.0,0.0,0,0
2,2,37,wherever,30,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,he,31,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,pleased,32,No,No,1.0,287.0,287.0,287.0,287.0,287.0,1.0,0.0,0,0
2,2,37,and,33,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,as,34,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,long,35,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,as,36,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,he,37,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,pleased.,38,No,No,1.0,181.0,181.0,181.0,181.0,181.0,1.0,0.0,0,0
