expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,2,37,John,0,No,No,1.0,798.0,798.0,798.0,798.0,798.0,1.0,0.0,0,0
2,2,37,Thornton,1,No,No,1.0,451.0,451.0,451.0,451.0,451.0,1.0,0.0,0,0
2,2,37,asked,2,No,No,1.0,251.0,251.0,251.0,251.0,251.0,1.0,0.0,0,0
2,2,37,little,3,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,of,4,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,man,5,No,No,1.0,249.0,249.0,249.0,249.0,249.0,1.0,0.0,0,0
2,2,37,or,6,No,No,1.0,448.0,448.0,448.0,448.0,448.0,1.0,0.0,0,0
2,2,37,nature.,7,No,No,1.0,355.0,355.0,355.0,355.0,355.0,1.0,0.0,0,0
2,2,37,He,8,No,No,1.0,245.0,245.0,245.0,245.0,245.0,1.0,0.0,0,0
2,2,37,was,9,No,No,1.0,200.0,200.0,200.0,200.0,200.0,1.0,0.0,0,0
2,2,37,unafraid,10,No,No,1.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0,0,0
2,2,37,of,11,No,No,1.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,0,0
2,2,37,the,12,No,No,1.0,251.0,251.0,251.0,251.0,251.0,1.0,0.0,0,0
2,2,37,wild.,13,No,No,1.0,297.0,297.0,297.0,297.0,297.0,1.0,0.0,0,0
2,2,37,With,14,No,No,1.0,298.0,298.0,298.0,298.0,298.0,1.0,0.0,0,0
2,2,37,a,15,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,handful,16,No,No,1.0,450.0,450.0,450.0,450.0,450.0,1.0,0.0,0,0
2,2,37,of,17,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,salt,18,No,No,1.0,202.0,202.0,202.0,202.0,202.0,1.0,0.0,0,0
2,2,37,and,19,No,No,1.0,251.0,251.0,251.0,251.0,251.0,1.0,0.0,0,0
2,2,37,a,20,No,No,1.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0,1
2,2,37,rifle,21,No,No,1.0,247.0,700.0,247.0,700.0,900.0,1.0,1.0,0,0
2,2,37,he,22,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,could,23,No,No,1.0,604.0,604.0,604.0,604.0,604.0,1.0,0.0,0,0
2,2,37,plunge,24,No,No,1.0,200.0,200.0,200.0,200.0,200.0,1.0,0.0,0,0
2,2,37,into,25,No,No,1.0,249.0,249.0,249.0,249.0,249.0,1.0,0.0,0,0
2,2,37,the,26,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,wilderness,27,No,No,1.0,451.0,451.0,451.0,451.0,451.0,1.0,0.0,0,0
2,2,37,and,28,No,No,1.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0,1
2,2,37,fare,29,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,wherever,30,No,No,1.0,350.0,849.0,350.0,849.0,1249.0,1.0,1.0,0,0
2,2,37,he,31,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,pleased,32,No,No,1.0,645.0,645.0,645.0,645.0,645.0,1.0,0.0,0,0
2,2,37,and,33,No,No,1.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0,0,0
2,2,37,as,34,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,long,35,No,No,1.0,301.0,301.0,301.0,301.0,301.0,1.0,0.0,0,0
