expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,right_bounded_rt2,go_past_time,FPFix,FPReg
2,1,19,"Interestingly,",0,No,No,1.0,706.0,1306.0,706.0,706.0,706.0,706.0,1.0,0.0
2,1,19,the,1,No,No,1.0,295.0,295.0,295.0,295.0,295.0,295.0,1.0,0.0
2,1,19,heaviest,2,No,No,1.0,311.0,962.0,311.0,311.0,311.0,311.0,1.0,0.0
2,1,19,isotopes,3,No,No,1.0,489.0,930.0,489.0,489.0,489.0,489.0,1.0,0.0
2,1,19,physicists,4,No,No,1.0,661.0,1420.0,661.0,661.0,661.0,661.0,1.0,0.0
2,1,19,have,5,No,No,1.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,19,managed,6,No,No,1.0,562.0,1207.0,562.0,562.0,562.0,562.0,1.0,0.0
2,1,19,to,7,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,19,synthesize,8,No,No,1.0,753.0,1265.0,753.0,753.0,753.0,753.0,1.0,0.0
2,1,19,so,9,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,19,far,10,No,No,1.0,288.0,592.0,288.0,288.0,288.0,288.0,1.0,0.0
2,1,19,don't,11,No,No,1.0,491.0,829.0,491.0,491.0,491.0,491.0,1.0,0.0
2,1,19,behave,12,No,No,1.0,400.0,953.0,400.0,400.0,400.0,400.0,1.0,0.0
2,1,19,quite,13,No,No,1.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,19,like,14,No,No,1.0,288.0,288.0,288.0,288.0,288.0,288.0,1.0,0.0
2,1,19,science's,15,No,No,1.0,353.0,794.0,353.0,353.0,353.0,353.0,1.0,0.0
2,1,19,best,16,No,No,1.0,550.0,750.0,550.0,550.0,550.0,550.0,1.0,0.0
2,1,19,current,17,No,No,1.0,450.0,997.0,450.0,450.0,450.0,450.0,1.0,0.0
2,1,19,models,18,No,No,1.0,550.0,962.0,550.0,550.0,550.0,550.0,1.0,0.0
2,1,19,"predict,",19,No,No,1.0,600.0,1041.0,600.0,600.0,600.0,600.0,1.0,0.0
2,1,19,so,20,No,No,1.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,19,stable,21,No,No,1.0,500.0,804.0,500.0,500.0,500.0,500.0,1.0,0.0
2,1,19,superheavy,22,No,No,1.0,600.0,1088.0,600.0,600.0,600.0,600.0,1.0,0.0
2,1,19,nuclei,23,No,No,1.0,841.0,1229.0,841.0,841.0,841.0,841.0,1.0,0.0
2,1,19,are,24,No,No,1.0,509.0,966.0,509.0,509.0,509.0,509.0,1.0,0.0
2,1,19,likely,25,No,No,1.0,491.0,741.0,491.0,491.0,491.0,491.0,1.0,0.0
2,1,19,to,26,No,No,1.0,309.0,309.0,309.0,309.0,309.0,309.0,1.0,0.0
2,1,19,be,27,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
