expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,1,1,There,0,No,Because of rumors.,0.0,1370.0,1370.0,1370.0,1370.0,1370.0,1.0,0.0,0,0
2,1,1,are,1,No,Because of rumors.,0.0,403.0,403.0,403.0,403.0,403.0,1.0,0.0,0,0
2,1,1,now,2,No,Because of rumors.,0.0,642.0,642.0,642.0,642.0,642.0,1.0,0.0,0,0
2,1,1,rumblings,3,No,Because of rumors.,0.0,1555.0,1555.0,1555.0,1555.0,1555.0,1.0,0.0,0,0
2,1,1,that,4,No,Because of rumors.,0.0,809.0,809.0,809.0,809.0,809.0,1.0,0.0,0,0
2,1,1,Apple,5,No,Because of rumors.,0.0,817.0,817.0,817.0,817.0,817.0,1.0,0.0,0,0
2,1,1,might,6,No,Because of rumors.,0.0,848.0,848.0,848.0,848.0,848.0,1.0,0.0,0,0
2,1,1,soon,7,No,Because of rumors.,0.0,816.0,816.0,816.0,816.0,816.0,1.0,0.0,0,0
2,1,1,invade,8,No,Because of rumors.,0.0,795.0,795.0,795.0,795.0,795.0,1.0,0.0,0,0
2,1,1,the,9,No,Because of rumors.,0.0,600.0,600.0,600.0,600.0,600.0,1.0,0.0,0,0
2,1,1,smart,10,No,Because of rumors.,0.0,735.0,735.0,735.0,735.0,735.0,1.0,0.0,0,0
2,1,1,watch,11,No,Because of rumors.,0.0,1065.0,1065.0,1065.0,1065.0,1065.0,1.0,0.0,0,0
2,1,1,"space,",12,No,Because of rumors.,0.0,701.0,701.0,701.0,701.0,701.0,1.0,0.0,0,0
2,1,1,though,13,No,Because of rumors.,0.0,782.0,782.0,782.0,782.0,782.0,1.0,0.0,0,0
2,1,1,the,14,No,Because of rumors.,0.0,746.0,746.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,company,15,No,Because of rumors.,0.0,781.0,781.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,is,16,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,maintaining,17,No,Because of rumors.,0.0,1732.0,1732.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,its,18,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,customary,19,No,Because of rumors.,0.0,1107.0,1107.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,silence.,20,No,Because of rumors.,0.0,1185.0,1185.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,The,21,No,Because of rumors.,0.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,watch,22,No,Because of rumors.,0.0,693.0,693.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,doesn't,23,No,Because of rumors.,0.0,602.0,602.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,have,24,No,Because of rumors.,0.0,1024.0,1024.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,a,25,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,microphone,26,No,Because of rumors.,0.0,1605.0,1605.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,or,27,No,Because of rumors.,0.0,468.0,468.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,1,"speaker,",28,No,Because of rumors.,0.0,280.0,1057.0,280.0,1057.0,11196.0,1.0,1.0,0,0
2,1,1,but,29,No,Because of rumors.,0.0,780.0,780.0,780.0,780.0,780.0,1.0,0.0,0,0
2,1,1,you,30,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,can,31,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,use,32,No,Because of rumors.,0.0,208.0,208.0,208.0,208.0,208.0,1.0,0.0,0,0
2,1,1,it,33,No,Because of rumors.,0.0,500.0,500.0,500.0,500.0,500.0,1.0,0.0,0,0
2,1,1,to,34,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,control,35,No,Because of rumors.,0.0,754.0,754.0,754.0,754.0,754.0,1.0,0.0,0,0
2,1,1,the,36,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,music,37,No,Because of rumors.,0.0,902.0,902.0,902.0,902.0,902.0,1.0,0.0,0,0
2,1,1,on,38,No,Because of rumors.,0.0,522.0,522.0,522.0,522.0,522.0,1.0,0.0,0,0
2,1,1,your,39,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,phone.,40,No,Because of rumors.,0.0,1102.0,1102.0,1102.0,1102.0,1102.0,1.0,0.0,0,0
2,1,1,You,41,No,Because of rumors.,0.0,457.0,457.0,457.0,457.0,457.0,1.0,0.0,0,0
2,1,1,can,42,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,glance,43,No,Because of rumors.,0.0,458.0,458.0,458.0,458.0,458.0,1.0,0.0,0,0
2,1,1,at,44,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,the,45,No,Because of rumors.,0.0,561.0,561.0,561.0,561.0,561.0,1.0,0.0,0,0
2,1,1,watch,46,No,Because of rumors.,0.0,645.0,645.0,645.0,645.0,645.0,1.0,0.0,0,0
2,1,1,face,47,No,Because of rumors.,0.0,634.0,634.0,634.0,634.0,634.0,1.0,0.0,0,0
2,1,1,to,48,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,view,49,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,the,50,No,Because of rumors.,0.0,666.0,666.0,666.0,666.0,666.0,1.0,0.0,0,0
2,1,1,artist,51,No,Because of rumors.,0.0,642.0,642.0,642.0,642.0,642.0,1.0,0.0,0,0
2,1,1,and,52,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,title,53,No,Because of rumors.,0.0,536.0,536.0,536.0,536.0,536.0,1.0,0.0,0,0
2,1,1,of,54,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,a,55,No,Because of rumors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,1,song.,56,No,Because of rumors.,0.0,373.0,373.0,373.0,373.0,373.0,1.0,0.0,0,0
2,1,2,Two,0,No,Spots on the sun.,0.0,910.0,1188.0,910.0,910.0,910.0,1.0,0.0,1,1
2,1,2,days,1,No,Spots on the sun.,0.0,448.0,448.0,448.0,448.0,448.0,1.0,0.0,0,0
2,1,2,"later,",2,No,Spots on the sun.,0.0,551.0,858.0,551.0,551.0,551.0,1.0,0.0,1,1
2,1,2,the,3,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,British,4,No,Spots on the sun.,0.0,532.0,532.0,532.0,532.0,532.0,1.0,0.0,0,0
2,1,2,astronomer,5,No,Spots on the sun.,0.0,811.0,811.0,811.0,811.0,811.0,1.0,0.0,0,0
2,1,2,Richard,6,No,Spots on the sun.,0.0,565.0,565.0,565.0,565.0,565.0,1.0,0.0,0,0
2,1,2,Carrington,7,No,Spots on the sun.,0.0,599.0,599.0,599.0,599.0,599.0,1.0,0.0,0,0
2,1,2,was,8,No,Spots on the sun.,0.0,634.0,634.0,634.0,634.0,634.0,1.0,0.0,0,0
2,1,2,observing,9,No,Spots on the sun.,0.0,600.0,600.0,600.0,600.0,600.0,1.0,0.0,0,0
2,1,2,the,10,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,interesting,11,No,Spots on the sun.,0.0,708.0,1146.0,708.0,708.0,708.0,1.0,0.0,1,1
2,1,2,sunspot,12,No,Spots on the sun.,0.0,918.0,1856.0,918.0,918.0,918.0,1.0,0.0,1,1
2,1,2,group,13,No,Spots on the sun.,0.0,506.0,506.0,506.0,506.0,506.0,1.0,0.0,0,0
2,1,2,through,14,No,Spots on the sun.,0.0,594.0,594.0,594.0,594.0,594.0,1.0,0.0,0,0
2,1,2,his,15,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,telescope,16,No,Spots on the sun.,0.0,945.0,945.0,945.0,945.0,945.0,1.0,0.0,0,0
2,1,2,when,17,No,Spots on the sun.,0.0,492.0,492.0,492.0,492.0,492.0,1.0,0.0,0,0
2,1,2,he,18,No,Spots on the sun.,0.0,501.0,501.0,501.0,501.0,501.0,1.0,0.0,0,0
2,1,2,saw,19,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,what,20,No,Spots on the sun.,0.0,565.0,565.0,565.0,565.0,565.0,1.0,0.0,0,0
2,1,2,he,21,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,described,22,No,Spots on the sun.,0.0,454.0,454.0,454.0,454.0,454.0,1.0,0.0,0,0
2,1,2,as,23,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,"""two",24,No,Spots on the sun.,0.0,564.0,564.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,2,patches,25,No,Spots on the sun.,0.0,312.0,312.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,2,of,26,No,Spots on the sun.,0.0,290.0,675.0,290.0,675.0,1551.0,1.0,1.0,0,0
2,1,2,intensely,27,No,Spots on the sun.,0.0,776.0,776.0,776.0,776.0,776.0,1.0,0.0,0,0
2,1,2,bright,28,No,Spots on the sun.,0.0,673.0,673.0,673.0,673.0,673.0,1.0,0.0,0,0
2,1,2,and,29,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,2,white,30,No,Spots on the sun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
