expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,2,37,John,0,No,No,1.0,653.0,653.0,653.0,653.0,653.0,1.0,0.0,0,0
2,2,37,Thornton,1,No,No,1.0,498.0,498.0,498.0,498.0,498.0,1.0,0.0,0,0
2,2,37,asked,2,No,No,1.0,448.0,448.0,448.0,448.0,448.0,1.0,0.0,0,0
2,2,37,little,3,No,No,1.0,1102.0,1102.0,1102.0,1102.0,1102.0,1.0,0.0,0,0
2,2,37,of,4,No,No,1.0,199.0,199.0,199.0,199.0,199.0,1.0,0.0,0,0
2,2,37,man,5,No,No,1.0,551.0,551.0,551.0,551.0,551.0,1.0,0.0,0,0
2,2,37,or,6,No,No,1.0,254.0,254.0,254.0,254.0,254.0,1.0,0.0,0,0
2,2,37,nature.,7,No,No,1.0,244.0,244.0,244.0,244.0,244.0,1.0,0.0,0,0
2,2,37,He,8,No,No,1.0,204.0,204.0,204.0,204.0,204.0,1.0,0.0,0,0
2,2,37,was,9,No,No,1.0,250.0,250.0,250.0,250.0,250.0,1.0,0.0,0,0
2,2,37,unafraid,10,No,No,1.0,501.0,501.0,501.0,501.0,501.0,1.0,0.0,0,0
2,2,37,of,11,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,the,12,No,No,1.0,254.0,254.0,254.0,254.0,254.0,1.0,0.0,0,0
2,2,37,wild.,13,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,With,14,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,a,15,No,No,1.0,204.0,204.0,204.0,204.0,204.0,1.0,0.0,0,0
2,2,37,handful,16,No,No,1.0,203.0,203.0,203.0,203.0,203.0,1.0,0.0,0,0
2,2,37,of,17,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,salt,18,No,No,1.0,197.0,197.0,197.0,197.0,197.0,1.0,0.0,0,0
2,2,37,and,19,No,No,1.0,799.0,799.0,799.0,799.0,799.0,1.0,0.0,0,0
2,2,37,a,20,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,rifle,21,No,No,1.0,197.0,197.0,197.0,197.0,197.0,1.0,0.0,0,0
2,2,37,he,22,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,could,23,No,No,1.0,846.0,846.0,846.0,846.0,846.0,1.0,0.0,0,0
2,2,37,plunge,24,No,No,1.0,253.0,253.0,253.0,253.0,253.0,1.0,0.0,0,0
2,2,37,into,25,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,the,26,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,wilderness,27,No,No,1.0,448.0,448.0,448.0,448.0,448.0,1.0,0.0,0,0
2,2,37,and,28,No,No,1.0,458.0,458.0,0.0,0.0,0.0,0.0,0.0,0,1
2,2,37,fare,29,No,No,1.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,0,1
2,2,37,wherever,30,No,No,1.0,400.0,856.0,400.0,856.0,1656.0,1.0,1.0,0,0
2,2,37,he,31,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,pleased,32,No,No,1.0,646.0,646.0,646.0,646.0,646.0,1.0,0.0,0,0
2,2,37,and,33,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,as,34,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,long,35,No,No,1.0,197.0,197.0,197.0,197.0,197.0,1.0,0.0,0,0
2,2,37,as,36,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,he,37,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,2,37,pleased.,38,No,No,1.0,549.0,549.0,549.0,549.0,549.0,1.0,0.0,0,0
2,1,38,All,0,Yes,Yes,1.0,1551.0,2251.0,1551.0,1551.0,1551.0,1.0,0.0,1,1
2,1,38,that,1,Yes,Yes,1.0,300.0,2799.0,300.0,300.0,300.0,1.0,0.0,1,1
2,1,38,the,2,Yes,Yes,1.0,250.0,450.0,250.0,250.0,250.0,1.0,0.0,1,1
2,1,38,brain,3,Yes,Yes,1.0,400.0,1051.0,400.0,400.0,400.0,1.0,0.0,1,1
2,1,38,has,4,Yes,Yes,1.0,601.0,2051.0,601.0,801.0,3901.0,1.0,1.0,1,1
2,1,38,to,5,Yes,Yes,1.0,251.0,251.0,251.0,251.0,251.0,1.0,0.0,0,0
2,1,38,work,6,Yes,Yes,1.0,450.0,450.0,450.0,450.0,450.0,1.0,0.0,0,0
2,1,38,with,7,Yes,Yes,1.0,199.0,199.0,199.0,199.0,199.0,1.0,0.0,0,0
2,1,38,are,8,Yes,Yes,1.0,450.0,450.0,450.0,450.0,450.0,1.0,0.0,0,0
2,1,38,imperfect,9,Yes,Yes,1.0,749.0,949.0,749.0,749.0,749.0,1.0,0.0,1,1
2,1,38,incoming,10,Yes,Yes,1.0,400.0,1299.0,400.0,400.0,400.0,1.0,0.0,1,1
2,1,38,electrical,11,Yes,Yes,1.0,551.0,551.0,551.0,551.0,551.0,1.0,0.0,0,0
2,1,38,impulses,12,Yes,Yes,1.0,400.0,750.0,400.0,400.0,400.0,1.0,0.0,1,1
2,1,38,announcing,13,Yes,Yes,1.0,1300.0,1650.0,1300.0,1300.0,1300.0,1.0,0.0,1,1
2,1,38,that,14,Yes,Yes,1.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,38,things,15,Yes,Yes,1.0,300.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,38,are,16,Yes,Yes,1.0,398.0,649.0,398.0,398.0,398.0,1.0,0.0,1,1
2,1,38,happening.,17,Yes,Yes,1.0,401.0,1151.0,401.0,401.0,401.0,1.0,0.0,1,1
2,1,38,It,18,Yes,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,38,is,19,Yes,Yes,1.0,400.0,1900.0,400.0,1900.0,1900.0,1.0,0.0,0,0
2,1,38,then,20,Yes,Yes,1.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,38,the,21,Yes,Yes,1.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0,1
2,1,38,job,22,Yes,Yes,1.0,301.0,301.0,301.0,301.0,301.0,1.0,0.0,0,0
2,1,38,of,23,Yes,Yes,1.0,248.0,248.0,248.0,248.0,248.0,1.0,0.0,0,0
2,1,38,neurons,24,Yes,Yes,1.0,349.0,648.0,349.0,349.0,349.0,1.0,0.0,1,1
2,1,38,to,25,Yes,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,38,rapidly,26,Yes,Yes,1.0,451.0,451.0,451.0,451.0,451.0,1.0,0.0,0,0
2,1,38,interpret,27,Yes,Yes,1.0,350.0,350.0,350.0,350.0,350.0,1.0,0.0,0,0
2,1,38,these,28,Yes,Yes,1.0,351.0,351.0,351.0,351.0,351.0,1.0,0.0,0,0
2,1,38,signals,29,Yes,Yes,1.0,400.0,400.0,400.0,400.0,400.0,1.0,0.0,0,0
2,1,38,as,30,Yes,Yes,1.0,200.0,200.0,200.0,200.0,200.0,1.0,0.0,0,0
2,1,38,well,31,Yes,Yes,1.0,1400.0,1400.0,1400.0,1400.0,1400.0,1.0,0.0,0,0
2,1,38,as,32,Yes,Yes,1.0,350.0,350.0,350.0,350.0,350.0,1.0,0.0,0,0
2,1,38,they,33,Yes,Yes,1.0,203.0,203.0,203.0,203.0,203.0,1.0,0.0,0,0
2,1,38,"can,",34,Yes,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,1,38,and,35,Yes,Yes,1.0,350.0,350.0,350.0,350.0,350.0,1.0,0.0,0,0
2,1,38,suggest,36,Yes,Yes,1.0,399.0,399.0,399.0,399.0,399.0,1.0,0.0,0,0
2,1,38,how,37,Yes,Yes,1.0,300.0,300.0,300.0,300.0,300.0,1.0,0.0,0,0
2,1,38,to,38,Yes,Yes,1.0,302.0,302.0,302.0,302.0,302.0,1.0,0.0,0,0
2,1,38,react.,39,Yes,Yes,1.0,799.0,799.0,799.0,799.0,8099.0,1.0,1.0,0,0
2,1,39,That's,0,No,No,1.0,999.0,999.0,999.0,999.0,999.0,1.0,0.0,0,0
2,1,39,because,1,No,No,1.0,651.0,651.0,651.0,651.0,651.0,1.0,0.0,0,0
2,1,39,when,2,No,No,1.0,599.0,599.0,599.0,599.0,599.0,1.0,0.0,0,0
