expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,right_bounded_rt2,go_past_time,FPFix,FPReg
2,1,1,There,0,No,No,1.0,651.0,651.0,651.0,651.0,651.0,651.0,1.0,0.0
2,1,1,are,1,No,No,1.0,165.0,165.0,165.0,165.0,165.0,165.0,1.0,0.0
2,1,1,now,2,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,rumblings,3,No,No,1.0,1622.0,1622.0,1622.0,1622.0,1622.0,1622.0,1.0,0.0
2,1,1,that,4,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,Apple,5,No,No,1.0,326.0,326.0,326.0,326.0,326.0,326.0,1.0,0.0
2,1,1,might,6,No,No,1.0,273.0,273.0,273.0,273.0,273.0,273.0,1.0,0.0
2,1,1,soon,7,No,No,1.0,214.0,214.0,214.0,214.0,214.0,214.0,1.0,0.0
2,1,1,invade,8,No,No,1.0,214.0,214.0,214.0,214.0,214.0,214.0,1.0,0.0
2,1,1,the,9,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,smart,10,No,No,1.0,162.0,162.0,162.0,162.0,162.0,162.0,1.0,0.0
2,1,1,watch,11,No,No,1.0,213.0,213.0,213.0,213.0,213.0,213.0,1.0,0.0
2,1,1,"space,",12,No,No,1.0,271.0,271.0,271.0,271.0,271.0,271.0,1.0,0.0
2,1,1,though,13,No,No,1.0,262.0,262.0,262.0,262.0,262.0,262.0,1.0,0.0
2,1,1,the,14,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,company,15,No,No,1.0,433.0,433.0,433.0,433.0,433.0,433.0,1.0,0.0
2,1,1,is,16,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,maintaining,17,No,No,1.0,417.0,417.0,417.0,417.0,417.0,417.0,1.0,0.0
2,1,1,its,18,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,customary,19,No,No,1.0,540.0,540.0,540.0,540.0,540.0,540.0,1.0,0.0
2,1,1,silence.,20,No,No,1.0,217.0,217.0,217.0,217.0,217.0,217.0,1.0,0.0
2,1,1,The,21,No,No,1.0,213.0,213.0,213.0,213.0,213.0,213.0,1.0,0.0
2,1,1,watch,22,No,No,1.0,218.0,218.0,218.0,218.0,218.0,218.0,1.0,0.0
2,1,1,doesn't,23,No,No,1.0,162.0,162.0,162.0,162.0,162.0,162.0,1.0,0.0
2,1,1,have,24,No,No,1.0,218.0,218.0,218.0,218.0,218.0,218.0,1.0,0.0
2,1,1,a,25,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,microphone,26,No,No,1.0,318.0,318.0,318.0,318.0,318.0,318.0,1.0,0.0
2,1,1,or,27,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,"speaker,",28,No,No,1.0,318.0,318.0,318.0,318.0,318.0,318.0,1.0,0.0
2,1,1,but,29,No,No,1.0,467.0,467.0,467.0,467.0,467.0,467.0,1.0,0.0
2,1,1,you,30,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,can,31,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,use,32,No,No,1.0,706.0,706.0,706.0,706.0,706.0,706.0,1.0,0.0
2,1,1,it,33,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,to,34,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,control,35,No,No,1.0,211.0,211.0,211.0,211.0,211.0,211.0,1.0,0.0
2,1,1,the,36,No,No,1.0,215.0,215.0,215.0,215.0,215.0,215.0,1.0,0.0
2,1,1,music,37,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,on,38,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,your,39,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
