sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
5,2,1,1,0, There ,700,949,1649,123.68,39.07,No
5,2,1,1,3, rumblings ,299,2000,2299,284,41.08,No
5,2,1,1,5, Apple ,400,2399,2799,346.19,44.81,No
5,2,1,1,7, soon ,200,2874,3074,459.62,47,No
5,2,1,1,8, invade ,200,3074,3274,502.88,44.25,No
5,2,1,1,11, watch ,150,3424,3574,647.5,43.17,No
5,2,1,1,12," space, ",250,3574,3824,678.7,44.9,No
5,2,1,1,26, microphone ,149,4050,4199,170.67,113.33,No
5,2,1,1,13, though ,375,4225,4600,136.2,80.53,No
5,2,1,1,15, company ,250,4649,4899,229.9,76.7,No
5,2,1,1,16, is ,175,4899,5074,272,77.86,No
5,2,1,1,17, maintaining ,625,5074,5699,342.48,83.84,No
5,2,1,1,19, customary ,326,5699,6025,457.69,87.92,No
5,2,1,1,20, silence. ,174,6025,6199,523.57,89.43,No
5,2,1,1,22, watch ,350,6300,6650,616.71,81.71,No
5,2,1,1,23, doesn't ,275,6650,6925,673.55,83.91,No
5,2,1,1,24, have ,175,6925,7100,716.43,83.29,No
5,2,1,1,43, glance ,126,7249,7375,154.8,166.2,No
5,2,1,1,26, microphone ,326,7499,7825,124.31,122.46,No
5,2,1,1,30, you ,201,7924,8125,336.5,120.38,No
5,2,1,1,31, can ,149,8125,8274,371.83,123.67,No
5,2,1,1,32, use ,501,8274,8775,392.65,124.15,No
5,2,1,1,35, control ,275,8850,9125,475.09,124.09,No
5,2,1,1,36, the ,149,9125,9274,528.5,121.33,No
5,2,1,1,37, music ,250,9274,9524,568.9,127.2,No
5,2,1,1,40, phone. ,149,9675,9824,692.67,116,No
5,2,1,1,41, You ,125,9824,9949,727,115,No
5,2,1,1,43, glance ,274,10475,10749,149.09,159,No
5,2,1,1,42, can ,451,10749,11200,123.39,161,No
5,2,1,1,43, glance ,349,11200,11549,151.79,163.64,No
5,2,1,1,44, at ,576,11549,12125,191.26,167.74,No
5,2,1,1,45, the ,224,12125,12349,222.78,167,No
5,2,1,1,46, watch ,251,12349,12600,258.6,165.1,No
5,2,1,1,47, face ,125,12600,12725,310.4,157.2,No
5,2,1,1,49, view ,124,12775,12899,363.4,160.6,No
5,2,1,1,50, the ,351,12899,13250,410.36,161,No
5,2,1,1,56, song. ,274,13350,13624,579.82,151.64,No
5,2,1,2,0, Two ,975,1187,2162,104.62,47.23,No
5,2,1,2,0, Two ,198,12188,12386,118.5,46.75,No
5,2,1,2,1, days ,176,12962,13138,149.86,38.43,No
5,2,1,2,4, British ,350,13462,13812,274.07,33,No
5,2,1,2,5, astronomer ,300,13812,14112,362.42,29.5,No
5,2,1,2,6, Richard ,399,14112,14511,423.62,31.75,No
5,2,1,2,7, Carrington ,476,14511,14987,503.95,35.42,No
5,2,1,2,9, observing ,225,15287,15512,669.67,31.22,No
5,2,1,2,10, the ,150,15512,15662,680.17,33,No
5,2,1,2,9, observing ,300,15662,15962,611.25,45.58,No
5,2,1,2,11, interesting ,300,16412,16712,138.08,88.83,No
5,2,1,2,13, group ,376,16962,17338,274.07,73.67,No
5,2,1,2,12, sunspot ,274,17338,17612,233.36,86.09,No
5,2,1,2,15, his ,200,18037,18237,380.12,81.5,No
5,2,1,2,16, telescope ,600,18237,18837,412.29,79.38,No
5,2,1,2,14, through ,300,18887,19187,337,74.42,No
5,2,1,2,16, telescope ,299,19212,19511,454.58,77.67,No
5,2,1,2,17, when ,126,19511,19637,502.8,77.4,No
5,2,1,2,19, saw ,124,19738,19862,563.2,75.8,No
5,2,1,2,22, described ,201,20011,20212,710.62,71.88,No
5,2,1,2,40, his ,175,20537,20712,122.43,160.29,No
5,2,1,2,24," ""two ",275,20762,21037,108.73,127,No
