sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
76,2,1,19,0," Interestingly, ",649,546,1195,135.15,41.38,No
76,2,1,19,2, heaviest ,202,1195,1397,267.5,47.75,No
76,2,1,19,3, isotopes ,150,1397,1547,343.33,43,No
76,2,1,19,4, physicists ,149,1547,1696,414.67,39.67,No
76,2,1,19,6, managed ,151,1796,1947,534.67,46.67,No
76,2,1,19,8, synthesize ,200,1947,2147,646.25,44.25,No
76,2,1,19,12, behave ,150,3047,3197,166.67,87,No
76,2,1,19,15, science's ,300,3296,3596,331.67,85.17,No
76,2,1,19,17, current ,300,3646,3946,426,78.67,No
76,2,1,19,11, don't ,200,4048,4248,131.25,84.5,No
76,2,1,19,12, behave ,147,4248,4395,151.67,80,No
76,2,1,19,17, current ,200,4797,4997,426.25,81.25,No
76,2,1,19,18, models ,200,4997,5197,490.75,79.25,No
76,2,1,19,19," predict, ",149,5197,5346,549.33,80,No
76,2,1,19,22, superheavy ,300,5446,5746,700.67,79.83,No
76,2,1,19,23, nuclei ,250,6097,6347,108,119,No
76,2,1,19,30, surprises. ,201,6746,6947,358.75,117,No
76,2,1,19,31, Chemists ,200,6947,7147,437.5,117.75,No
76,2,1,19,32, cannot ,150,7147,7297,509.33,116.67,No
76,2,1,19,34, predict ,151,7346,7497,616,115,No
76,2,1,19,37, certainty ,300,7846,8146,129.17,162.17,No
76,2,1,19,40, materials ,151,8296,8447,324.67,156.33,No
76,2,1,19,50, temperature. ,199,9347,9546,152.25,200,No
76,2,1,20,0, Buck ,650,8254,8904,120.92,41.62,Yes
76,2,1,21,0, These ,299,813,1112,128.33,37.33,Yes
76,2,1,21,2, neuroscience ,200,1163,1363,246,37.25,Yes
76,2,1,21,4, beginning ,149,1363,1512,366,38,Yes
76,2,1,21,11, practice ,350,1862,2212,672.86,36.29,Yes
76,2,1,21,12, mentally. ,200,2562,2762,131,77.5,Yes
76,2,1,21,13, Although ,150,2762,2912,192.33,72.33,Yes
76,2,1,21,18, somewhat ,200,3163,3363,437,78,Yes
76,2,1,21,24, success ,249,3613,3862,698.4,82.4,Yes
76,2,1,21,27, imagery ,150,4263,4413,190.33,122,Yes
76,2,1,22,0, Not ,352,1165,1517,108.86,42,Yes
76,2,1,22,1, only ,150,1517,1667,144.67,39.33,Yes
76,2,1,22,2, smoke ,199,1667,1866,193,41,Yes
76,2,1,22,3, came ,199,1866,2065,245,40.25,Yes
76,2,1,22,4, out ,151,2065,2216,287.67,38.67,Yes
76,2,1,22,7, There ,250,2315,2565,362.2,38,Yes
76,2,1,22,10, children's ,250,2765,3015,527,39.4,Yes
76,2,1,22,11," voices, ",200,3015,3215,595.25,40,Yes
76,2,1,22,14, safe ,248,3367,3615,694.8,39.6,Yes
76,2,1,22,16, the ,301,3815,4116,110.83,76.17,Yes
76,2,1,22,20, their ,148,4367,4515,240.67,83.67,Yes
76,2,1,22,21, hiding-place ,301,4515,4816,314.5,77,Yes
76,2,1,22,23, they ,149,4917,5066,417,78.33,Yes
76,2,1,22,24, were ,199,5066,5265,461.75,79.25,Yes
76,2,1,22,25, gaily ,150,5265,5415,507,78,Yes
76,2,1,22,26, chattering. ,251,5415,5666,570.6,74.8,Yes
76,2,1,22,28, pirates ,198,5717,5915,656.75,78.5,Yes
76,2,1,22,30," grimly, ",350,6265,6615,175.29,116.71,Yes
76,2,1,22,33, replaced ,150,6715,6865,327.33,115.67,Yes
76,2,1,22,34, the ,152,6865,7017,379,108.33,Yes
76,2,1,22,37, looked ,201,7365,7566,568.75,119,Yes
76,2,1,22,43, holes ,150,8315,8465,205,154,Yes
76,2,1,22,41, noted ,301,8665,8966,112.67,157.17,Yes
76,2,1,22,45, the ,149,9066,9215,264,162,Yes
76,2,1,22,46, seven ,201,9215,9416,287,163,Yes
76,2,1,22,47, trees. ,299,9416,9715,340.83,164.5,Yes
76,2,1,23,0, When ,451,531,982,121.33,42.67,No
76,2,1,23,7, proton ,250,1481,1731,366.2,33.6,No
76,2,1,23,10, neutron ,198,1933,2131,487.5,36,No
76,2,1,23,11, shells ,152,2131,2283,553,41.33,No
76,2,1,23,12, loaded ,149,2283,2432,602.33,43.67,No
76,2,1,23,15," capacity, ",248,2583,2831,710.4,44.2,No
76,2,1,23,17, layers ,200,3031,3231,149,80.5,No
76,2,1,23,16, the ,249,3231,3480,108.6,74.2,No
76,2,1,23,25, can ,152,4081,4233,450.67,80.33,No
76,2,1,23,26, spoon ,148,4233,4381,497.67,80,No
76,2,1,23,27, intimately ,150,4381,4531,570,78,No
76,2,1,23,30, attractive ,398,4733,5131,702.88,82,No
76,2,1,23,31," neighbors, ",301,5431,5732,135.5,121.5,No
76,2,1,23,32, forming ,151,5732,5883,220.33,114,No
76,2,1,23,35, compact ,150,6033,6183,354,117,No
76,2,1,23,36, sphere ,249,6183,6432,413.8,119.8,No
76,2,1,23,40, within ,151,6632,6783,568.67,114.33,No
76,2,1,23,42, strong ,150,6831,6981,654.33,114.33,No
