sbm_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
9,1,0, In ,502,1249,1751,521.2,100,advantages
9,1,1, my ,201,1751,1952,541,99.5,advantages
9,1,2, younger ,299,1952,2251,588.67,98.33,advantages
9,1,3, and ,100,2251,2351,636,99,advantages
9,1,4, more ,599,2351,2950,680,100.83,advantages
9,1,5, vulnerable ,300,2950,3250,767.33,87,advantages
9,1,6, years ,198,3250,3448,801,92,advantages
9,1,7, my ,201,3448,3649,835,100,advantages
9,1,8, father ,200,3649,3849,870,100,advantages
9,1,9, gave ,100,3849,3949,920,100,advantages
9,1,10, me ,500,3949,4449,956,102.5,advantages
9,1,6, years ,100,4449,4549,815,94,advantages
9,1,3, and ,100,4549,4649,624,105,advantages
9,1,12, advice ,999,4649,5648,529.3,125.7,advantages
9,1,13, that ,201,5648,5849,583,121.5,advantages
9,1,14, I've ,99,5849,5948,620,121,advantages
9,1,15, been ,201,5948,6149,652,124,advantages
9,1,16, turning ,199,6149,6348,705.5,126.5,advantages
9,1,17, over ,200,6348,6548,757.5,127,advantages
9,1,18, in ,399,6548,6947,765,127,advantages
9,1,19, my ,100,6947,7047,808,129,advantages
9,1,20, mind ,200,7047,7247,829,128.5,advantages
9,1,21, ever ,201,7247,7448,868.5,125.5,advantages
9,1,22, since. ,199,7448,7647,920,121,advantages
9,1,23, Whenever ,503,7647,8150,968.6,125.4,advantages
9,1,18, in ,98,8150,8248,770,119,advantages
9,1,15, been ,99,8248,8347,637,125,advantages
9,1,13, that ,200,8347,8547,588,131,advantages
9,1,25, feel ,200,8547,8747,547.5,144.5,advantages
9,1,24, you ,500,8747,9247,529.8,152.6,advantages
9,1,25, feel ,200,9247,9447,562,152.5,advantages
9,1,26, like ,100,9447,9547,590,152,advantages
9,1,27, criticizing ,400,9547,9947,635.25,149.25,advantages
9,1,28," anyone, ",201,9947,10148,699.5,149,advantages
9,1,29, he ,99,10148,10247,745,150,advantages
9,1,30, told ,601,10247,10848,780.83,153,advantages
9,1,31, me ,202,10848,11050,817,153,advantages
9,1,32," had, ",98,11050,11148,852,153,advantages
9,1,33, 'just ,314,11148,11462,880.67,153,advantages
9,1,34, remember ,589,11462,12051,937.25,154.75,advantages
9,1,38, people ,298,12051,12349,576,182.33,advantages
9,1,37, the ,209,12349,12558,546.5,173.5,advantages
9,1,36, all ,389,12558,12947,528.5,173.75,advantages
9,1,37, the ,201,12947,13148,546,180,advantages
9,1,38, people ,299,13148,13447,583,181,advantages
9,1,40, this ,113,13447,13560,635,180,advantages
9,1,41, world ,188,13560,13748,682.5,178.5,advantages
9,1,42, haven't ,315,13748,14063,737.67,176,advantages
9,1,43, had ,184,14063,14247,782.5,177,advantages
9,1,44, the ,202,14247,14449,823.5,179,advantages
9,1,45, advantages ,709,14449,15158,858.71,178.14,advantages
9,1,46, that ,194,15158,15352,942.5,176,advantages
9,1,47, you've ,310,15352,15662,979.67,175,advantages
9,1,43, had ,86,15662,15748,785,170,advantages
9,1,39, in ,111,15748,15859,620,167,advantages
9,1,38, people ,97,15859,15956,576,172,advantages
9,1,37, the ,195,15956,16151,558,175,advantages
9,1,48, had. ,5590,16151,21741,519.67,203.17,advantages
9,2,0, Neighbours ,1099,1437,2536,550.45,99.91,Boo
