sbm_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
5,1,0, In ,702,942,1644,477.29,98,advantages
5,1,1, my ,101,1644,1745,500,94,advantages
5,1,2, younger ,400,1745,2145,546.25,94,advantages
5,1,3, and ,101,2145,2246,584,94,advantages
5,1,5, vulnerable ,397,2246,2643,684,97.75,advantages
5,1,6, years ,207,2643,2850,745.5,92.5,advantages
5,1,7, my ,398,2850,3248,804,80.75,advantages
5,1,9, gave ,204,3248,3452,873,84.5,advantages
5,1,10, me ,493,3452,3945,905.6,102.4,advantages
5,1,9, gave ,107,3945,4052,857,95,advantages
5,1,2, younger ,297,4052,4349,552.67,94,advantages
5,1,12, advice ,394,4349,4743,492,123,advantages
5,1,14, I've ,311,4843,5154,560,123.33,advantages
5,1,16, turning ,503,5242,5745,654,114.6,advantages
5,1,19, my ,105,5842,5947,746,116,advantages
5,1,20, mind ,196,5947,6143,783,117,advantages
5,1,21, ever ,101,6143,6244,828,117,advantages
5,1,22, since. ,299,6244,6543,864.67,117,advantages
5,1,23, Whenever ,202,6543,6745,896,118,advantages
5,1,41, world ,103,6745,6848,658,170,advantages
5,1,37, the ,103,6944,7047,497,170,advantages
5,1,24, you ,401,7047,7448,488.75,149,advantages
5,1,26, like ,296,7448,7744,538,143,advantages
5,1,27, criticizing ,201,7744,7945,624.5,142,advantages
5,1,28," anyone, ",498,7945,8443,675.6,140,advantages
5,1,30, told ,306,8443,8749,742.67,143,advantages
5,1,33, 'just ,309,8843,9152,827.67,149,advantages
5,1,34, remember ,594,9152,9746,883.67,146,advantages
5,1,38, people ,197,9846,10043,491,186,advantages
5,1,36, all ,103,10043,10146,483,179,advantages
5,1,37, the ,302,10146,10448,493.33,173,advantages
5,1,39, in ,102,10544,10646,580,171,advantages
5,1,41, world ,103,10742,10845,633,174,advantages
5,1,42, haven't ,306,10845,11151,708,174,advantages
5,1,44, the ,394,11151,11545,772.5,172.75,advantages
5,1,45, advantages ,301,11545,11846,846,173.33,advantages
5,1,47, you've ,101,11943,12044,912,180,advantages
5,1,43, had ,102,12044,12146,620,161,advantages
5,1,38, people ,300,12146,12446,526,187.67,advantages
5,1,48, had. ,4137,12446,16583,495.43,208.57,advantages
5,3,1, wanted ,593,1170,1763,479.5,93.67,account
5,3,3, live ,304,1763,2067,564.67,87.67,account
5,3,5, and ,392,2067,2459,646.25,95.25,account
5,3,8, all ,201,2559,2760,727.5,94,account
5,3,9, the ,113,2760,2873,760,93,account
5,3,10, marrow ,386,2873,3259,789.25,95.75,account
5,3,12," life, ",500,3259,3759,868.8,97,account
5,3,8, all ,103,3759,3862,735,101,account
5,3,17, and ,101,4059,4160,524,114,account
5,3,16, sturdily ,351,4160,4511,505.33,123,account
5,3,18, Spartan-like ,550,4511,5061,582,118.83,account
5,3,19, as ,212,5061,5273,661.5,121,account
5,3,23, rout ,414,5362,5776,756.5,119.75,account
5,3,25, that ,591,5776,6367,817,124.67,account
5,3,23, rout ,392,6367,6759,761,114.75,account
5,3,22, to ,199,6759,6958,734,122,account
5,3,23, rout ,101,6958,7059,755,120,account
5,3,24, all ,200,7059,7259,781,120,account
5,3,25, that ,101,7259,7360,819,119,account
5,3,26, was ,298,7360,7658,836,121,account
5,3,27, not ,201,7658,7859,876,122,account
5,3,28," life, ",101,7859,7960,908,126,account
5,3,29, to ,200,7960,8160,923.5,123,account
5,3,17, and ,102,8358,8460,526,118,account
5,3,32, broad ,599,8560,9159,500.17,143.5,account
5,3,34, and ,101,9258,9359,581,147,account
5,3,35, shave ,999,9359,10358,630.8,146.3,account
5,3,36," close, ",401,10358,10759,664,143,account
5,3,38, drive ,700,10759,11459,751.43,148,account
5,3,40, into ,299,11459,11758,800.33,151.67,account
5,3,41, a ,101,11758,11859,830,152,account
5,3,42," corner, ",399,11859,12258,854.25,153.5,account
5,3,47, its ,101,12358,12459,563,165,account
5,3,44, reduce ,401,12559,12960,500.25,177,account
5,3,45, it ,198,12960,13158,520,175,account
5,3,46, to ,101,13158,13259,547,175,account
5,3,48, lowest ,200,13259,13459,612,174,account
5,3,49," terms, ",302,13459,13761,653.33,174.33,account
5,3,50," and, ",399,13761,14160,682.5,180,account
5,3,51, if ,299,14160,14459,725,178.33,account
5,3,54, to ,201,14559,14760,808,180.5,account
5,3,55, be ,200,14760,14960,828,178.5,account
5,3,56," mean, ",399,14960,15359,875,175.25,account
5,3,54, to ,102,15458,15560,814,177,account
5,3,44, reduce ,303,15560,15863,476,182.67,account
5,3,60, get ,300,15958,16258,482,201,account
5,3,61, the ,102,16258,16360,523,201,account
5,3,62, whole ,400,16360,16760,553.5,201,account
5,3,63, and ,399,16760,17159,601.5,204,account
5,3,64, genuine ,300,17159,17459,664,202,account
5,3,65, meanness ,302,17459,17761,714.67,199.67,account
5,3,68, and ,399,17860,18259,818.75,198,account
5,3,69, publish ,400,18259,18659,855.5,197.5,account
5,3,64, genuine ,300,18659,18959,562,214,account
5,3,71, meanness ,501,18959,19460,495.2,231.4,account
5,3,73, the ,499,19460,19959,590.4,238.6,account
5,3,74, world; ,400,19959,20359,634.25,229.5,account
5,3,76, if ,301,20459,20760,673.67,224,account
5,3,77, it ,108,20760,20868,687,222,account
5,3,78, were ,196,20868,21064,725,222.5,account
5,3,79," sublime, ",395,21064,21459,769.75,223.25,account
5,3,80, to ,102,21459,21561,817,224,account
5,3,81, know ,402,21561,21963,853.75,230.5,account
5,3,84," experience, ",699,22060,22759,511.14,254.86,account
5,3,85, and ,108,22759,22867,575,246,account
5,3,88, able ,398,22961,23359,649.5,259.5,account
5,3,89, to ,101,23359,23460,674,258,account
5,3,90, give ,101,23460,23561,721,258,account
5,3,92, true ,310,23561,23871,747,260.67,account
5,3,93, account ,292,23871,24163,803,260.67,account
5,3,95, it ,195,24163,24358,857.5,262,account
5,3,96, in ,101,24358,24459,872,257,account
5,3,97, my ,113,24459,24572,900,253,account
5,3,93, account ,102,24659,24761,577,243,account
5,3,84," experience, ",198,24761,24959,539.5,255.5,account
5,3,99, excursion. ,4041,24959,29000,511.2,291.12,account
5,4,1, believe ,594,1565,2159,483.83,94.17,armpits
5,4,4, flesh ,718,2159,2877,600.29,91,armpits
5,4,7, appetites; ,885,2877,3762,717.89,92.11,armpits
5,4,8," Seeing, ",411,3762,4173,792.5,96,armpits
5,4,9," hearing, ",395,4173,4568,847,100.75,armpits
5,4,10," feeling, ",298,4568,4866,894.67,99.67,armpits
5,4,14, each ,101,5059,5160,576,117,armpits
5,4,13, and ,202,5160,5362,552.5,122,armpits
5,4,12," miracles, ",399,5362,5761,513,119.75,armpits
5,4,13, and ,302,5761,6063,555.33,118.67,armpits
5,4,14, each ,397,6063,6460,588.75,118,armpits
5,4,15, part ,104,6460,6564,623,118,armpits
5,4,16, and ,302,6564,6866,664.33,122,armpits
5,4,19, me ,499,6960,7459,739.6,127.4,armpits
5,4,22, miracle. ,700,7459,8159,796.71,122.86,armpits
5,4,23, Divine ,601,8159,8760,860.67,120.17,armpits
5,4,15, part ,123,8760,8883,634,130,armpits
5,4,28," out, ",377,8883,9260,506,161.75,armpits
5,4,26, inside ,611,9260,9871,481.83,150.17,armpits
5,4,27, and ,287,9871,10158,531.33,143,armpits
5,4,28," out, ",102,10158,10260,555,143,armpits
5,4,29, and ,199,10260,10459,598,144,armpits
5,4,30, I ,300,10459,10759,612.67,146,armpits
5,4,31, make ,606,10759,11365,652.5,146,armpits
5,4,28," out, ",412,11459,11871,568.75,151.25,armpits
5,4,31, make ,201,11964,12165,634.5,145.5,armpits
5,4,32, holy ,194,12165,12359,680.5,144,armpits
5,4,33, whatever ,600,12359,12959,756.67,156,armpits
5,4,35, touch ,500,12959,13459,803.2,146.2,armpits
5,4,37, am ,300,13559,13859,861.33,152,armpits
5,4,38, touch'd ,200,13859,14059,892.5,145.5,armpits
5,4,37, am ,101,14059,14160,794,164,armpits
5,4,51, more ,218,14259,14477,522.5,190.5,armpits
5,4,39, from; ,484,14477,14961,484.4,175.6,armpits
5,4,40, The ,505,14961,15466,515.4,174.6,armpits
5,4,41, scent ,193,15466,15659,564,174,armpits
5,4,43, these ,400,15659,16059,622.75,176.75,armpits
5,4,44," arm-pits, ",299,16059,16358,688.67,176.33,armpits
5,4,45, aroma ,603,16358,16961,747.17,179.5,armpits
