expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,J-I,K-I,K-J,right_bounded_rt,right_bounded_rt2,P-O,O-K,go_pass_time,FPFix,FPReg
2,1,2,the,3,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,British,4,Spots on the sun.,Spots on the sun.,1,421,421,421,0,0,0,421,421,0,0,421,1,0
2,1,2,astronomer,5,Spots on the sun.,Spots on the sun.,1,79,79,79,0,0,0,79,79,0,0,79,1,0
2,1,2,Richard,6,Spots on the sun.,Spots on the sun.,1,650,650,650,0,0,0,650,650,0,0,650,1,0
2,1,2,Carrington,7,Spots on the sun.,Spots on the sun.,1,480,480,480,0,0,0,480,480,0,0,480,1,0
2,1,2,was,8,Spots on the sun.,Spots on the sun.,1,391,391,391,0,0,0,391,391,0,0,391,1,0
2,1,2,observing,9,Spots on the sun.,Spots on the sun.,1,500,822,500,322,0,-322,500,500,0,0,500,1,0
2,1,2,the,10,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,interesting,11,Spots on the sun.,Spots on the sun.,1,420,846,420,426,0,-426,846,846,0,426,1168,1,1
2,1,2,sunspot,12,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,group,13,Spots on the sun.,Spots on the sun.,1,700,700,700,0,0,0,700,700,0,0,700,1,0
2,1,2,through,14,Spots on the sun.,Spots on the sun.,1,529,529,529,0,0,0,529,529,0,0,529,1,0
2,1,2,his,15,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,telescope,16,Spots on the sun.,Spots on the sun.,1,655,655,655,0,0,0,655,655,0,0,655,1,0
2,1,2,when,17,Spots on the sun.,Spots on the sun.,1,196,196,196,0,0,0,196,196,0,0,196,1,0
2,1,2,he,18,Spots on the sun.,Spots on the sun.,1,369,369,369,0,0,0,369,369,0,0,369,1,0
2,1,2,saw,19,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,what,20,Spots on the sun.,Spots on the sun.,1,451,451,451,0,0,0,451,451,0,0,451,1,0
2,1,2,he,21,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,described,22,Spots on the sun.,Spots on the sun.,1,556,556,556,0,0,0,556,556,0,0,556,1,0
2,1,2,as,23,Spots on the sun.,Spots on the sun.,1,517,517,517,0,0,0,517,517,0,0,517,1,0
2,1,2,"""two",24,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,patches,25,Spots on the sun.,Spots on the sun.,1,400,400,400,0,0,0,400,400,0,0,400,1,0
2,1,2,of,26,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,intensely,27,Spots on the sun.,Spots on the sun.,1,524,524,0,0,-524,-524,0,0,0,0,0,0,0
2,1,2,bright,28,Spots on the sun.,Spots on the sun.,1,203,553,203,350,0,-350,553,553,0,350,1077,1,1
2,1,2,and,29,Spots on the sun.,Spots on the sun.,1,129,129,129,0,0,0,129,129,0,0,129,1,0
2,1,2,white,30,Spots on the sun.,Spots on the sun.,1,420,420,420,0,0,0,420,420,0,0,420,1,0
2,1,2,"light""",31,Spots on the sun.,Spots on the sun.,1,180,180,180,0,0,0,180,180,0,0,180,1,0
2,1,2,over,32,Spots on the sun.,Spots on the sun.,1,468,468,468,0,0,0,468,468,0,0,468,1,0
2,1,2,the,33,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,sunspots.,34,Spots on the sun.,Spots on the sun.,1,753,753,753,0,0,0,753,753,0,0,753,1,0
2,1,2,He,35,Spots on the sun.,Spots on the sun.,1,167,167,167,0,0,0,167,167,0,0,167,1,0
2,1,2,jotted,36,Spots on the sun.,Spots on the sun.,1,222,222,222,0,0,0,222,222,0,0,222,1,0
2,1,2,a,37,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,note,38,Spots on the sun.,Spots on the sun.,1,351,351,351,0,0,0,351,351,0,0,351,1,0
2,1,2,in,39,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,his,40,Spots on the sun.,Spots on the sun.,1,324,324,324,0,0,0,324,324,0,0,324,1,0
2,1,2,painstaking,41,Spots on the sun.,Spots on the sun.,1,451,451,451,0,0,0,451,451,0,0,451,1,0
2,1,2,record.,42,Spots on the sun.,Spots on the sun.,1,191,462,191,271,0,-271,462,462,0,271,462,1,0
2,1,2,That,43,Spots on the sun.,Spots on the sun.,1,101,101,101,0,0,0,101,101,0,0,101,1,0
2,1,2,night,44,Spots on the sun.,Spots on the sun.,1,802,802,802,0,0,0,802,802,0,0,802,1,0
2,1,2,there,45,Spots on the sun.,Spots on the sun.,1,250,250,250,0,0,0,250,250,0,0,250,1,0
2,1,2,was,46,Spots on the sun.,Spots on the sun.,1,126,126,126,0,0,0,126,126,0,0,126,1,0
2,1,2,scarcely,47,Spots on the sun.,Spots on the sun.,1,396,396,396,0,0,0,396,396,0,0,396,1,0
2,1,2,a,48,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,square,49,Spots on the sun.,Spots on the sun.,1,752,752,752,0,0,0,752,752,0,0,752,1,0
2,1,2,inch,50,Spots on the sun.,Spots on the sun.,1,223,223,223,0,0,0,223,223,0,0,223,1,0
2,1,2,of,51,Spots on the sun.,Spots on the sun.,1,83,83,83,0,0,0,83,83,0,0,83,1,0
2,1,2,earth,52,Spots on the sun.,Spots on the sun.,1,368,368,368,0,0,0,368,368,0,0,368,1,0
2,1,2,that,53,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,was,54,Spots on the sun.,Spots on the sun.,1,217,217,217,0,0,0,217,217,0,0,217,1,0
2,1,2,not,55,Spots on the sun.,Spots on the sun.,1,325,325,325,0,0,0,325,325,0,0,325,1,0
2,1,2,illuminated,56,Spots on the sun.,Spots on the sun.,1,926,926,926,0,0,0,926,926,0,0,926,1,0
2,1,2,by,57,Spots on the sun.,Spots on the sun.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,aurora.,58,Spots on the sun.,Spots on the sun.,1,529,529,529,0,0,0,529,529,0,0,529,1,0
2,1,3,I,0,Everywhere in the United States.,Everywhere in the United States.,1,854,854,0,0,-854,-854,0,0,0,0,0,0,0
2,1,3,agree,1,Everywhere in the United States.,Everywhere in the United States.,1,500,973,500,473,0,-473,973,973,0,473,1827,1,1
2,1,3,that,2,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,California's,3,Everywhere in the United States.,Everywhere in the United States.,1,622,622,622,0,0,0,622,622,0,0,622,1,0
2,1,3,"""three",4,Everywhere in the United States.,Everywhere in the United States.,1,900,900,900,0,0,0,900,900,0,0,900,1,0
2,1,3,strikes,5,Everywhere in the United States.,Everywhere in the United States.,1,261,261,261,0,0,0,261,261,0,0,261,1,0
2,1,3,and,6,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,you're,7,Everywhere in the United States.,Everywhere in the United States.,1,450,450,450,0,0,0,450,450,0,0,450,1,0
2,1,3,"out""",8,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,law,9,Everywhere in the United States.,Everywhere in the United States.,1,393,393,393,0,0,0,393,393,0,0,393,1,0
2,1,3,will,10,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,be,11,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,a,12,Everywhere in the United States.,Everywhere in the United States.,1,240,240,0,0,-240,-240,0,0,0,0,0,0,0
2,1,3,financial,13,Everywhere in the United States.,Everywhere in the United States.,1,79,203,79,124,0,-124,203,203,0,124,443,1,1
2,1,3,disaster,14,Everywhere in the United States.,Everywhere in the United States.,1,527,527,527,0,0,0,527,527,0,0,527,1,0
2,1,3,for,15,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,taxpayers,16,Everywhere in the United States.,Everywhere in the United States.,1,522,522,522,0,0,0,522,522,0,0,522,1,0
2,1,3,who,17,Everywhere in the United States.,Everywhere in the United States.,1,201,201,201,0,0,0,201,201,0,0,201,1,0
2,1,3,care,18,Everywhere in the United States.,Everywhere in the United States.,1,502,502,502,0,0,0,502,502,0,0,502,1,0
2,1,3,about,19,Everywhere in the United States.,Everywhere in the United States.,1,194,194,194,0,0,0,194,194,0,0,194,1,0
2,1,3,education,20,Everywhere in the United States.,Everywhere in the United States.,1,583,583,583,0,0,0,583,583,0,0,583,1,0
2,1,3,and,21,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,other,22,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,vital,23,Everywhere in the United States.,Everywhere in the United States.,1,429,429,429,0,0,0,429,429,0,0,429,1,0
2,1,3,services.,24,Everywhere in the United States.,Everywhere in the United States.,1,547,547,547,0,0,0,547,547,0,0,547,1,0
2,1,3,But,25,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,it's,26,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,far,27,Everywhere in the United States.,Everywhere in the United States.,1,550,550,550,0,0,0,550,550,0,0,550,1,0
2,1,3,from,28,Everywhere in the United States.,Everywhere in the United States.,1,230,230,230,0,0,0,230,230,0,0,230,1,0
2,1,3,clear,29,Everywhere in the United States.,Everywhere in the United States.,1,371,371,371,0,0,0,371,371,0,0,371,1,0
2,1,3,that,30,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,the,31,Everywhere in the United States.,Everywhere in the United States.,1,98,98,0,0,-98,-98,0,0,0,0,0,0,0
2,1,3,law,32,Everywhere in the United States.,Everywhere in the United States.,1,401,401,401,0,0,0,401,401,0,0,499,1,1
2,1,3,can,33,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,even,34,Everywhere in the United States.,Everywhere in the United States.,1,71,71,71,0,0,0,71,71,0,0,71,1,0
2,1,3,be,35,Everywhere in the United States.,Everywhere in the United States.,1,451,451,451,0,0,0,451,451,0,0,451,1,0
2,1,3,credited,36,Everywhere in the United States.,Everywhere in the United States.,1,300,300,300,0,0,0,300,300,0,0,300,1,0
2,1,3,with,37,Everywhere in the United States.,Everywhere in the United States.,1,191,191,0,0,-191,-191,0,0,0,0,0,0,0
2,1,3,a,38,Everywhere in the United States.,Everywhere in the United States.,1,208,208,208,0,0,0,208,208,0,0,399,1,1
2,1,3,reduction,39,Everywhere in the United States.,Everywhere in the United States.,1,122,122,122,0,0,0,122,122,0,0,122,1,0
2,1,3,in,40,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,crime,41,Everywhere in the United States.,Everywhere in the United States.,1,150,150,150,0,0,0,150,150,0,0,150,1,0
2,1,3,in,42,Everywhere in the United States.,Everywhere in the United States.,1,351,351,351,0,0,0,351,351,0,0,351,1,0
2,1,3,California.,43,Everywhere in the United States.,Everywhere in the United States.,1,349,349,349,0,0,0,349,349,0,0,349,1,0
2,1,3,While,44,Everywhere in the United States.,Everywhere in the United States.,1,231,231,231,0,0,0,231,231,0,0,231,1,0
2,1,3,it's,45,Everywhere in the United States.,Everywhere in the United States.,1,99,99,99,0,0,0,99,99,0,0,99,1,0
2,1,3,TRUE,46,Everywhere in the United States.,Everywhere in the United States.,1,400,400,400,0,0,0,400,400,0,0,400,1,0
2,1,3,that,47,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,crime,48,Everywhere in the United States.,Everywhere in the United States.,1,500,500,500,0,0,0,500,500,0,0,500,1,0
2,1,3,declined,49,Everywhere in the United States.,Everywhere in the United States.,1,530,530,530,0,0,0,530,530,0,0,530,1,0
2,1,3,in,50,Everywhere in the United States.,Everywhere in the United States.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,California,51,Everywhere in the United States.,Everywhere in the United States.,1,450,450,450,0,0,0,450,450,0,0,450,1,0
2,1,3,last,52,Everywhere in the United States.,Everywhere in the United States.,1,99,99,99,0,0,0,99,99,0,0,99,1,0
2,1,3,"year,",53,Everywhere in the United States.,Everywhere in the United States.,1,227,227,227,0,0,0,227,227,0,0,227,1,0
2,1,3,crime,54,Everywhere in the United States.,Everywhere in the United States.,1,354,354,354,0,0,0,354,354,0,0,354,1,0
2,1,3,also,55,Everywhere in the United States.,Everywhere in the United States.,1,172,172,172,0,0,0,172,172,0,0,172,1,0
2,1,3,dropped,56,Everywhere in the United States.,Everywhere in the United States.,1,298,298,298,0,0,0,298,298,0,0,298,1,0
2,1,3,nationwide.,57,Everywhere in the United States.,Everywhere in the United States.,1,501,501,501,0,0,0,501,501,0,0,501,1,0
2,1,4,Liza,0,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,1978,1978,0,0,-1978,-1978,0,0,0,0,0,0,0
2,1,4,was,1,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,227,673,227,446,0,-446,673,673,0,446,2651,1,1
2,1,4,in,2,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,a,3,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,bad,4,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,"temper,",5,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,478,478,478,0,0,0,478,478,0,0,478,1,0
2,1,4,for,6,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,she,7,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,377,377,377,0,0,0,377,377,0,0,377,1,0
2,1,4,was,8,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,mixing,9,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,623,623,623,0,0,0,623,623,0,0,623,1,0
2,1,4,the,10,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,Christmas,11,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,825,825,825,0,0,0,825,825,0,0,825,1,0
2,1,4,puddings,12,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,801,801,801,0,0,0,801,801,0,0,801,1,0
2,1,4,in,13,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,the,14,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,"kitchen,",15,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,750,750,750,0,0,0,750,750,0,0,750,1,0
2,1,4,and,16,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,374,374,374,0,0,0,374,374,0,0,374,1,0
2,1,4,had,17,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,624,624,624,0,0,0,624,624,0,0,624,1,0
2,1,4,been,18,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,72,72,72,0,0,0,72,72,0,0,72,1,0
2,1,4,drawn,19,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,449,449,449,0,0,0,449,449,0,0,449,1,0
2,1,4,from,20,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,"them,",21,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,424,424,424,0,0,0,424,424,0,0,424,1,0
2,1,4,with,22,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,201,201,0,0,-201,-201,0,0,0,0,0,0,0
2,1,4,a,23,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,395,395,395,0,0,0,395,395,0,0,395,1,0
2,1,4,raisin,24,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,472,472,472,0,0,0,472,472,0,0,673,1,1
2,1,4,still,25,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,on,26,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,her,27,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,554,554,554,0,0,0,554,554,0,0,554,1,0
2,1,4,"cheek,",28,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,413,413,413,0,0,0,413,413,0,0,413,1,0
2,1,4,by,29,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,Nana's,30,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,651,651,651,0,0,0,651,651,0,0,651,1,0
2,1,4,absurd,31,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,266,266,266,0,0,0,266,266,0,0,266,1,0
2,1,4,suspicions.,32,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,She,33,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,thought,34,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,the,35,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,best,36,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,way,37,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,of,38,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,getting,39,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,a,40,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,little,41,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,quiet,42,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,was,43,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,to,44,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,take,45,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,Nana,46,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,to,47,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,the,48,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,nursery,49,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,for,50,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,a,51,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,"moment,",52,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,but,53,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,in,54,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,custody,55,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,of,56,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,course.,57,Because her work is interrupted needlessly.,Because her work is interrupted needlessly.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,Mrs.,0,No,No,1,923,1321,923,398,0,-398,923,923,0,0,923,1,0
2,1,5,Darling,1,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,quivered,2,No,No,1,804,804,804,0,0,0,804,804,0,0,804,1,0
2,1,5,and,3,No,No,1,603,603,0,0,-603,-603,0,0,0,0,0,0,0
2,1,5,went,4,No,No,1,572,645,572,73,0,-73,572,572,0,0,572,1,0
2,1,5,to,5,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,the,6,No,No,1,824,1272,824,448,0,-448,824,824,0,0,824,1,0
2,1,5,window.,7,No,No,1,76,637,76,561,0,-561,76,76,0,0,76,1,0
2,1,5,It,8,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,was,9,No,No,1,400,475,400,75,0,-75,400,400,0,0,400,1,0
2,1,5,securely,10,No,No,1,700,1228,700,528,0,-528,700,700,0,0,700,1,0
2,1,5,fastened.,11,No,No,1,350,801,350,451,0,-451,350,350,0,0,350,1,0
2,1,5,She,12,No,No,1,554,554,554,0,0,0,554,554,0,0,554,1,0
2,1,5,looked,13,No,No,1,396,971,396,575,0,-575,396,396,0,0,396,1,0
2,1,5,"out,",14,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,and,15,No,No,1,495,895,495,400,0,-400,495,495,0,0,495,1,0
2,1,5,the,16,No,No,1,84,84,0,0,-84,-84,0,0,0,0,0,0,0
2,1,5,night,17,No,No,1,467,764,467,297,0,-297,467,467,0,0,467,1,0
2,1,5,was,18,No,No,1,119,119,0,0,-119,-119,0,0,0,0,0,0,0
2,1,5,peppered,19,No,No,1,781,1263,781,482,0,-482,781,781,0,0,781,1,0
2,1,5,with,20,No,No,1,293,293,0,0,-293,-293,0,0,0,0,0,0,0
2,1,5,stars.,21,No,No,1,430,532,430,102,0,-102,430,430,0,0,430,1,0
2,1,5,They,22,No,No,1,71,476,71,405,0,-405,71,71,0,0,71,1,0
2,1,5,were,23,No,No,1,629,947,629,318,0,-318,629,629,0,0,629,1,0
2,1,5,crowding,24,No,No,1,570,1054,570,484,0,-484,570,570,0,0,570,1,0
2,1,5,round,25,No,No,1,400,597,400,197,0,-197,400,400,0,0,400,1,0
2,1,5,the,26,No,No,1,397,397,0,0,-397,-397,0,0,0,0,0,0,0
2,1,5,"house,",27,No,No,1,731,854,731,123,0,-123,731,731,0,0,731,1,0
2,1,5,as,28,No,No,1,269,644,269,375,0,-375,269,269,0,0,269,1,0
2,1,5,if,29,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,curious,30,No,No,1,1049,1049,1049,0,0,0,1049,1049,0,0,1049,1,0
2,1,5,to,31,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,see,32,No,No,1,450,450,450,0,0,0,450,450,0,0,450,1,0
2,1,5,what,33,No,No,1,350,767,350,417,0,-417,350,350,0,0,350,1,0
2,1,5,was,34,No,No,1,75,75,75,0,0,0,75,75,0,0,75,1,0
2,1,5,to,35,No,No,1,675,775,675,100,0,-100,775,775,0,100,1192,1,1
2,1,5,take,36,No,No,1,599,599,599,0,0,0,599,599,0,0,599,1,0
2,1,5,place,37,No,No,1,150,150,150,0,0,0,150,150,0,0,150,1,0
2,1,5,"there,",38,No,No,1,326,326,326,0,0,0,326,326,0,0,326,1,0
2,1,5,but,39,No,No,1,424,424,424,0,0,0,424,424,0,0,424,1,0
2,1,5,she,40,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,did,41,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,not,42,No,No,1,452,452,452,0,0,0,452,452,0,0,452,1,0
2,1,5,notice,43,No,No,1,174,174,174,0,0,0,174,174,0,0,174,1,0
2,1,5,"this,",44,No,No,1,475,475,475,0,0,0,475,475,0,0,475,1,0
2,1,5,nor,45,No,No,1,301,301,301,0,0,0,301,301,0,0,301,1,0
2,1,5,that,46,No,No,1,378,378,378,0,0,0,378,378,0,0,378,1,0
2,1,5,one,47,No,No,1,320,320,320,0,0,0,320,320,0,0,320,1,0
2,1,5,or,48,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,two,49,No,No,1,549,549,549,0,0,0,549,549,0,0,549,1,0
2,1,5,of,50,No,No,1,151,151,151,0,0,0,151,151,0,0,151,1,0
2,1,5,the,51,No,No,1,183,183,183,0,0,0,183,183,0,0,183,1,0
2,1,5,smaller,52,No,No,1,616,616,616,0,0,0,616,616,0,0,616,1,0
2,1,5,ones,53,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5,winked,54,No,No,1,475,475,475,0,0,0,475,475,0,0,475,1,0
2,1,5,at,55,No,No,1,302,302,302,0,0,0,302,302,0,0,8090,1,1
2,1,5,her.,56,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6,Seeing,0,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,495,945,495,450,0,-450,495,495,0,0,495,1,0
2,1,6,Peter,1,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,453,852,453,399,0,-399,453,453,0,0,453,1,0
2,1,6,slowly,2,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,576,658,576,82,0,-82,576,576,0,0,576,1,0
2,1,6,advancing,3,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,431,1199,431,768,0,-768,431,431,0,0,431,1,0
2,1,6,upon,4,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,467,467,467,0,0,0,467,467,0,0,467,1,0
2,1,6,him,5,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,374,674,0,300,-374,-674,0,0,0,0,0,0,0
2,1,6,through,6,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,356,864,0,508,-356,-864,0,0,0,0,0,0,0
2,1,6,the,7,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,498,618,498,120,0,-120,498,498,0,0,1228,1,1
2,1,6,air,8,He was afraid of Peter and his dagger.,He was afraid of Peter and his dagger.,1,599,599,0,0,-599,-599,0,0,0,0,0,0,0
