expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,J-I,K-I,K-J,right_bounded_rt,right_bounded_rt2,P-O,O-K,go_pass_time,FPFix,FPReg
1,1,5,the,2,Yes,Yes,1,97,279,97,182,0,-182,97,97,0,0,97,1,0
1,1,5,plumber,3,Yes,Yes,1,330,602,330,272,0,-272,330,330,0,0,330,1,0
1,1,5,and,4,Yes,Yes,1,520,672,520,152,0,-152,520,520,0,0,520,1,0
1,1,5,the,5,Yes,Yes,1,400,497,400,97,0,-97,400,400,0,0,400,1,0
1,1,5,carpenter,6,Yes,Yes,1,353,456,353,103,0,-103,353,353,0,0,353,1,0
1,1,5,ordered,7,Yes,Yes,1,597,597,597,0,0,0,597,597,0,0,597,1,0
1,1,5,the,8,Yes,Yes,1,229,229,229,0,0,0,229,229,0,0,229,1,0
1,1,5,materials,9,Yes,Yes,1,672,672,672,0,0,0,672,672,0,0,672,1,0
1,1,5,for,10,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,5,the,11,Yes,Yes,1,179,179,179,0,0,0,179,179,0,0,179,1,0
1,1,5,house.,12,Yes,Yes,1,422,422,422,0,0,0,422,422,0,0,1975,1,1
1,1,6,The,0,Yes,Yes,1,455,455,455,0,0,0,455,455,0,0,455,1,0
1,1,6,police,1,Yes,Yes,1,395,395,395,0,0,0,395,395,0,0,395,1,0
1,1,6,arrested,2,Yes,Yes,1,728,728,728,0,0,0,728,728,0,0,728,1,0
1,1,6,the,3,Yes,Yes,1,99,99,99,0,0,0,99,99,0,0,99,1,0
1,1,6,burglar,4,Yes,Yes,1,423,423,423,0,0,0,423,423,0,0,423,1,0
1,1,6,and,5,Yes,Yes,1,778,778,778,0,0,0,778,778,0,0,778,1,0
1,1,6,his,6,Yes,Yes,1,129,129,129,0,0,0,129,129,0,0,129,1,0
1,1,6,brother,7,Yes,Yes,1,343,343,343,0,0,0,343,343,0,0,343,1,0
1,1,6,phoned,8,Yes,Yes,1,678,678,678,0,0,0,678,678,0,0,678,1,0
1,1,6,a,9,Yes,Yes,1,150,150,150,0,0,0,150,150,0,0,150,1,0
1,1,6,lawyer,10,Yes,Yes,1,222,222,222,0,0,0,222,222,0,0,222,1,0
1,1,6,for,11,Yes,Yes,1,103,103,103,0,0,0,103,103,0,0,103,1,0
1,1,6,help.,12,Yes,Yes,1,649,649,649,0,0,0,649,649,0,0,649,1,0
1,1,7,The,0,No,No,1,323,323,323,0,0,0,323,323,0,0,323,1,0
1,1,7,knight,1,No,No,1,352,352,352,0,0,0,352,352,0,0,352,1,0
1,1,7,greeted,2,No,No,1,648,648,648,0,0,0,648,648,0,0,648,1,0
1,1,7,the,3,No,No,1,99,99,99,0,0,0,99,99,0,0,99,1,0
1,1,7,king,4,No,No,1,248,248,248,0,0,0,248,248,0,0,248,1,0
1,1,7,and,5,No,No,1,103,103,103,0,0,0,103,103,0,0,103,1,0
1,1,7,the,6,No,No,1,600,600,600,0,0,0,600,600,0,0,600,1,0
1,1,7,queen,7,No,No,1,175,175,175,0,0,0,175,175,0,0,175,1,0
1,1,7,waved,8,No,No,1,227,227,227,0,0,0,227,227,0,0,227,1,0
1,1,7,to,9,No,No,1,595,595,595,0,0,0,595,595,0,0,595,1,0
1,1,7,her,10,No,No,1,200,200,200,0,0,0,200,200,0,0,200,1,0
1,1,7,people,11,No,No,1,200,200,200,0,0,0,200,200,0,0,200,1,0
1,1,7,at,12,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,the,13,No,No,1,93,93,93,0,0,0,93,93,0,0,93,1,0
1,1,7,feast.,14,No,No,1,449,449,449,0,0,0,449,449,0,0,449,1,0
1,1,8,The,0,Yes,Yes,1,471,471,471,0,0,0,471,471,0,0,471,1,0
1,1,8,customer,1,Yes,Yes,1,400,400,400,0,0,0,400,400,0,0,400,1,0
1,1,8,complained,2,Yes,Yes,1,802,802,802,0,0,0,802,802,0,0,802,1,0
1,1,8,about,3,Yes,Yes,1,248,248,248,0,0,0,248,248,0,0,248,1,0
1,1,8,the,4,Yes,Yes,1,79,79,79,0,0,0,79,79,0,0,79,1,0
1,1,8,waiter,5,Yes,Yes,1,800,800,800,0,0,0,800,800,0,0,800,1,0
1,1,8,and,6,Yes,Yes,1,119,119,119,0,0,0,119,119,0,0,119,1,0
1,1,8,the,7,Yes,Yes,1,100,100,100,0,0,0,100,100,0,0,100,1,0
1,1,8,chef,8,Yes,Yes,1,480,480,480,0,0,0,480,480,0,0,480,1,0
1,1,8,gave,9,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,8,him,10,Yes,Yes,1,101,101,101,0,0,0,101,101,0,0,101,1,0
1,1,8,a,11,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,8,free,12,Yes,Yes,1,226,226,226,0,0,0,226,226,0,0,226,1,0
1,1,8,dessert.,13,Yes,Yes,1,703,703,703,0,0,0,703,703,0,0,703,1,0
1,2,9,The,0,Yes,Yes,1,150,300,150,150,0,-150,150,150,0,0,150,1,0
1,2,9,crowd,1,Yes,Yes,1,250,521,250,271,0,-271,250,250,0,0,250,1,0
1,2,9,cheered,2,Yes,Yes,1,641,1071,641,430,0,-430,641,641,0,0,641,1,0
1,2,9,for,3,Yes,Yes,1,229,301,229,72,0,-72,229,229,0,0,229,1,0
1,2,9,the,4,Yes,Yes,1,224,301,224,77,0,-77,224,224,0,0,224,1,0
1,2,9,"model,",5,Yes,Yes,1,651,1521,651,870,0,-870,651,651,0,0,651,1,0
1,2,9,and,6,Yes,Yes,1,499,499,499,0,0,0,499,499,0,0,499,1,0
1,2,9,the,7,Yes,Yes,1,197,197,197,0,0,0,197,197,0,0,197,1,0
1,2,9,designer,8,Yes,Yes,1,802,1554,802,752,0,-752,802,802,0,0,802,1,0
1,2,9,took,9,Yes,Yes,1,157,157,157,0,0,0,157,157,0,0,157,1,0
1,2,9,a,10,Yes,Yes,1,198,198,198,0,0,0,198,198,0,0,198,1,0
1,2,9,bow,11,Yes,Yes,1,193,193,193,0,0,0,193,193,0,0,193,1,0
1,2,9,after,12,Yes,Yes,1,609,609,609,0,0,0,609,609,0,0,609,1,0
1,2,9,the,13,Yes,Yes,1,270,270,270,0,0,0,270,270,0,0,270,1,0
1,2,9,show.,14,Yes,Yes,1,223,223,223,0,0,0,223,223,0,0,2845,1,1
1,2,10,The,0,No,No,1,129,129,129,0,0,0,129,129,0,0,129,1,0
1,2,10,juggler,1,No,No,1,293,293,293,0,0,0,293,293,0,0,293,1,0
1,2,10,entertained,2,No,No,1,626,626,626,0,0,0,626,626,0,0,626,1,0
1,2,10,the,3,No,No,1,129,129,129,0,0,0,129,129,0,0,129,1,0
1,2,10,"children,",4,No,No,1,871,871,871,0,0,0,871,871,0,0,871,1,0
1,2,10,and,5,No,No,1,301,301,301,0,0,0,301,301,0,0,301,1,0
1,2,10,their,6,No,No,1,622,622,622,0,0,0,622,622,0,0,622,1,0
1,2,10,parents,7,No,No,1,152,152,152,0,0,0,152,152,0,0,152,1,0
1,2,10,drank,8,No,No,1,150,150,150,0,0,0,150,150,0,0,150,1,0
1,2,10,wine,9,No,No,1,456,456,456,0,0,0,456,456,0,0,456,1,0
1,2,10,at,10,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,10,the,11,No,No,1,227,227,227,0,0,0,227,227,0,0,227,1,0
1,2,10,party.,12,No,No,1,199,199,199,0,0,0,199,199,0,0,199,1,0
1,2,11,The,0,No,No,1,600,600,0,0,-600,-600,0,0,0,0,0,0,0
1,2,11,woman,1,No,No,1,278,654,278,376,0,-376,654,654,0,376,1254,1,1
1,2,11,dressed,2,No,No,1,376,376,376,0,0,0,376,376,0,0,376,1,0
1,2,11,her,3,No,No,1,248,248,248,0,0,0,248,248,0,0,248,1,0
1,2,11,"baby,",4,No,No,1,500,500,500,0,0,0,500,500,0,0,500,1,0
1,2,11,and,5,No,No,1,178,178,178,0,0,0,178,178,0,0,178,1,0
1,2,11,her,6,No,No,1,522,522,522,0,0,0,522,522,0,0,522,1,0
1,2,11,son,7,No,No,1,108,108,108,0,0,0,108,108,0,0,108,1,0
1,2,11,got,8,No,No,1,919,919,919,0,0,0,919,919,0,0,919,1,0
1,2,11,his,9,No,No,1,325,325,325,0,0,0,325,325,0,0,325,1,0
1,2,11,clothes,10,No,No,1,306,306,306,0,0,0,306,306,0,0,306,1,0
1,2,11,from,11,No,No,1,200,200,200,0,0,0,200,200,0,0,200,1,0
1,2,11,the,12,No,No,1,543,543,543,0,0,0,543,543,0,0,543,1,0
1,2,11,dresser.,13,No,No,1,326,326,326,0,0,0,326,326,0,0,326,1,0
1,2,12,Diane,0,Yes,Yes,1,550,550,550,0,0,0,550,550,0,0,550,1,0
1,2,12,hugged,1,Yes,Yes,1,251,251,251,0,0,0,251,251,0,0,251,1,0
1,2,12,her,2,Yes,Yes,1,78,78,78,0,0,0,78,78,0,0,78,1,0
1,2,12,"boyfriend,",3,Yes,Yes,1,550,550,550,0,0,0,550,550,0,0,550,1,0
1,2,12,and,4,Yes,Yes,1,421,421,421,0,0,0,421,421,0,0,421,1,0
1,2,12,her,5,Yes,Yes,1,102,102,102,0,0,0,102,102,0,0,102,1,0
1,2,12,friend,6,Yes,Yes,1,649,649,649,0,0,0,649,649,0,0,649,1,0
1,2,12,felt,7,Yes,Yes,1,78,78,78,0,0,0,78,78,0,0,78,1,0
1,2,12,uncomfortable,8,Yes,Yes,1,1000,1000,1000,0,0,0,1000,1000,0,0,1000,1,0
1,2,12,watching,9,Yes,Yes,1,373,373,373,0,0,0,373,373,0,0,373,1,0
1,2,12,them.,10,Yes,Yes,1,4397,4397,4397,0,0,0,4397,4397,0,0,4397,1,0
1,2,13,The,0,Yes,Yes,1,401,401,0,0,-401,-401,0,0,0,0,0,0,0
1,2,13,producer,1,Yes,Yes,1,72,540,72,468,0,-468,540,540,0,468,941,1,1
1,2,13,replaced,2,Yes,Yes,1,576,576,576,0,0,0,576,576,0,0,576,1,0
1,2,13,the,3,Yes,Yes,1,156,156,156,0,0,0,156,156,0,0,156,1,0
1,2,13,"actor,",4,Yes,Yes,1,644,644,644,0,0,0,644,644,0,0,644,1,0
1,2,13,and,5,Yes,Yes,1,1397,1397,1397,0,0,0,1397,1397,0,0,1397,1,0
1,2,13,the,6,Yes,Yes,1,107,107,107,0,0,0,107,107,0,0,107,1,0
1,2,13,actress,7,Yes,Yes,1,494,494,494,0,0,0,494,494,0,0,494,1,0
1,2,13,quit,8,Yes,Yes,1,401,401,401,0,0,0,401,401,0,0,401,1,0
1,2,13,the,9,Yes,Yes,1,426,426,426,0,0,0,426,426,0,0,426,1,0
1,2,13,movie,10,Yes,Yes,1,150,150,150,0,0,0,150,150,0,0,150,1,0
1,2,13,after,11,Yes,Yes,1,182,182,182,0,0,0,182,182,0,0,182,1,0
1,2,13,the,12,Yes,Yes,1,268,268,268,0,0,0,268,268,0,0,268,1,0
1,2,13,fight.,13,Yes,Yes,1,576,576,576,0,0,0,576,576,0,0,576,1,0
1,2,14,The,0,Yes,Yes,1,526,526,526,0,0,0,526,526,0,0,526,1,0
1,2,14,audience,1,Yes,Yes,1,323,323,323,0,0,0,323,323,0,0,323,1,0
1,2,14,applauded,2,Yes,Yes,1,804,804,804,0,0,0,804,804,0,0,804,1,0
1,2,14,the,3,Yes,Yes,1,194,194,194,0,0,0,194,194,0,0,194,1,0
1,2,14,"guitarist,",4,Yes,Yes,1,1703,1703,1703,0,0,0,1703,1703,0,0,1703,1,0
1,2,14,and,5,Yes,Yes,1,126,126,126,0,0,0,126,126,0,0,126,1,0
1,2,14,the,6,Yes,Yes,1,122,122,122,0,0,0,122,122,0,0,122,1,0
1,2,14,band,7,Yes,Yes,1,650,650,650,0,0,0,650,650,0,0,650,1,0
1,2,14,cheered,8,Yes,Yes,1,199,199,199,0,0,0,199,199,0,0,199,1,0
1,2,14,for,9,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,14,him,10,Yes,Yes,1,391,391,391,0,0,0,391,391,0,0,391,1,0
1,2,14,very,11,Yes,Yes,1,130,130,130,0,0,0,130,130,0,0,130,1,0
1,2,14,loudly.,12,Yes,Yes,1,499,499,499,0,0,0,499,499,0,0,499,1,0
1,2,15,Jim,0,No,No,1,424,878,424,454,0,-454,424,424,0,0,424,1,0
1,2,15,listened,1,No,No,1,327,696,327,369,0,-369,327,327,0,0,327,1,0
1,2,15,to,2,No,No,1,73,173,73,100,0,-100,73,73,0,0,73,1,0
1,2,15,the,3,No,No,1,576,726,576,150,0,-150,576,576,0,0,576,1,0
1,2,15,"pianist,",4,No,No,1,333,701,333,368,0,-368,333,333,0,0,333,1,0
1,2,15,and,5,No,No,1,168,470,168,302,0,-302,168,168,0,0,168,1,0
1,2,15,the,6,No,No,1,476,677,476,201,0,-201,476,476,0,0,476,1,0
1,2,15,singer,7,No,No,1,104,353,104,249,0,-249,104,104,0,0,104,1,0
1,2,15,watched,8,No,No,1,400,727,400,327,0,-327,400,400,0,0,400,1,0
1,2,15,the,9,No,No,1,378,378,0,0,-378,-378,0,0,0,0,0,0,0
1,2,15,organist,10,No,No,1,768,863,768,95,0,-95,768,768,0,0,768,1,0
1,2,15,at,11,No,No,1,74,74,74,0,0,0,74,74,0,0,74,1,0
1,2,15,the,12,No,No,1,75,219,75,144,0,-144,75,75,0,0,75,1,0
1,2,15,concert.,13,No,No,1,632,985,632,353,0,-353,985,985,0,353,4122,1,1
1,2,16,The,0,No,Yes,0,450,450,450,0,0,0,450,450,0,0,450,1,0
1,2,16,ranger,1,No,Yes,0,347,347,347,0,0,0,347,347,0,0,347,1,0
1,2,16,gave,2,No,Yes,0,229,229,229,0,0,0,229,229,0,0,229,1,0
1,2,16,matches,3,No,Yes,0,900,900,900,0,0,0,900,900,0,0,900,1,0
1,2,16,to,4,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,16,the,5,No,Yes,0,71,71,71,0,0,0,71,71,0,0,71,1,0
1,2,16,"camper,",6,No,Yes,0,951,951,951,0,0,0,951,951,0,0,951,1,0
1,2,16,and,7,No,Yes,0,578,578,578,0,0,0,578,578,0,0,578,1,0
1,2,16,his,8,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,16,friend,9,No,Yes,0,531,531,531,0,0,0,531,531,0,0,531,1,0
1,2,16,made,10,No,Yes,0,72,72,72,0,0,0,72,72,0,0,72,1,0
1,2,16,a,11,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,16,fire,12,No,Yes,0,349,349,349,0,0,0,349,349,0,0,349,1,0
1,2,16,by,13,No,Yes,0,78,78,78,0,0,0,78,78,0,0,78,1,0
1,2,16,the,14,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,16,tent.,15,No,Yes,0,421,421,421,0,0,0,421,421,0,0,421,1,0
2,1,1,There,0,Because of rumors.,Because of rumors.,1,977,977,977,0,0,0,977,977,0,0,977,1,0
2,1,1,are,1,Because of rumors.,Because of rumors.,1,272,272,272,0,0,0,272,272,0,0,272,1,0
2,1,1,now,2,Because of rumors.,Because of rumors.,1,128,128,128,0,0,0,128,128,0,0,128,1,0
2,1,1,rumblings,3,Because of rumors.,Because of rumors.,1,800,800,800,0,0,0,800,800,0,0,800,1,0
2,1,1,that,4,Because of rumors.,Because of rumors.,1,321,321,321,0,0,0,321,321,0,0,321,1,0
2,1,1,Apple,5,Because of rumors.,Because of rumors.,1,183,183,183,0,0,0,183,183,0,0,183,1,0
2,1,1,might,6,Because of rumors.,Because of rumors.,1,568,568,568,0,0,0,568,568,0,0,568,1,0
2,1,1,soon,7,Because of rumors.,Because of rumors.,1,82,82,82,0,0,0,82,82,0,0,82,1,0
2,1,1,invade,8,Because of rumors.,Because of rumors.,1,198,198,198,0,0,0,198,198,0,0,198,1,0
2,1,1,the,9,Because of rumors.,Because of rumors.,1,419,669,419,250,0,-250,419,419,0,0,419,1,0
2,1,1,smart,10,Because of rumors.,Because of rumors.,1,150,244,150,94,0,-94,150,150,0,0,150,1,0
2,1,1,watch,11,Because of rumors.,Because of rumors.,1,433,433,433,0,0,0,433,433,0,0,433,1,0
2,1,1,"space,",12,Because of rumors.,Because of rumors.,1,446,594,446,148,0,-148,594,594,0,148,938,1,1
2,1,1,though,13,Because of rumors.,Because of rumors.,1,252,252,252,0,0,0,252,252,0,0,252,1,0
2,1,1,the,14,Because of rumors.,Because of rumors.,1,220,220,220,0,0,0,220,220,0,0,220,1,0
2,1,1,company,15,Because of rumors.,Because of rumors.,1,1000,1000,1000,0,0,0,1000,1000,0,0,1000,1,0
2,1,1,is,16,Because of rumors.,Because of rumors.,1,82,82,82,0,0,0,82,82,0,0,82,1,0
2,1,1,maintaining,17,Because of rumors.,Because of rumors.,1,350,350,350,0,0,0,350,350,0,0,350,1,0
2,1,1,its,18,Because of rumors.,Because of rumors.,1,400,400,400,0,0,0,400,400,0,0,400,1,0
2,1,1,customary,19,Because of rumors.,Because of rumors.,1,318,318,318,0,0,0,318,318,0,0,318,1,0
2,1,1,silence.,20,Because of rumors.,Because of rumors.,1,532,532,532,0,0,0,532,532,0,0,532,1,0
2,1,1,The,21,Because of rumors.,Because of rumors.,1,517,517,517,0,0,0,517,517,0,0,517,1,0
2,1,1,watch,22,Because of rumors.,Because of rumors.,1,129,129,129,0,0,0,129,129,0,0,129,1,0
2,1,1,doesn't,23,Because of rumors.,Because of rumors.,1,554,554,554,0,0,0,554,554,0,0,554,1,0
2,1,1,have,24,Because of rumors.,Because of rumors.,1,93,93,93,0,0,0,93,93,0,0,93,1,0
2,1,1,a,25,Because of rumors.,Because of rumors.,1,75,75,75,0,0,0,75,75,0,0,75,1,0
2,1,1,microphone,26,Because of rumors.,Because of rumors.,1,529,529,529,0,0,0,529,529,0,0,529,1,0
2,1,1,or,27,Because of rumors.,Because of rumors.,1,400,400,0,0,-400,-400,0,0,0,0,0,0,0
2,1,1,"speaker,",28,Because of rumors.,Because of rumors.,1,355,600,355,245,0,-245,600,600,0,245,1000,1,1
2,1,1,but,29,Because of rumors.,Because of rumors.,1,123,123,123,0,0,0,123,123,0,0,123,1,0
2,1,1,you,30,Because of rumors.,Because of rumors.,1,550,550,550,0,0,0,550,550,0,0,550,1,0
2,1,1,can,31,Because of rumors.,Because of rumors.,1,327,327,327,0,0,0,327,327,0,0,327,1,0
2,1,1,use,32,Because of rumors.,Because of rumors.,1,152,152,152,0,0,0,152,152,0,0,152,1,0
2,1,1,it,33,Because of rumors.,Because of rumors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,to,34,Because of rumors.,Because of rumors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,control,35,Because of rumors.,Because of rumors.,1,674,674,674,0,0,0,674,674,0,0,674,1,0
2,1,1,the,36,Because of rumors.,Because of rumors.,1,232,232,232,0,0,0,232,232,0,0,232,1,0
2,1,1,music,37,Because of rumors.,Because of rumors.,1,246,246,246,0,0,0,246,246,0,0,246,1,0
2,1,1,on,38,Because of rumors.,Because of rumors.,1,103,103,103,0,0,0,103,103,0,0,103,1,0
2,1,1,your,39,Because of rumors.,Because of rumors.,1,468,468,468,0,0,0,468,468,0,0,468,1,0
2,1,1,phone.,40,Because of rumors.,Because of rumors.,1,933,933,933,0,0,0,933,933,0,0,933,1,0
2,1,1,You,41,Because of rumors.,Because of rumors.,1,496,496,496,0,0,0,496,496,0,0,496,1,0
2,1,1,can,42,Because of rumors.,Because of rumors.,1,72,72,72,0,0,0,72,72,0,0,72,1,0
2,1,1,glance,43,Because of rumors.,Because of rumors.,1,482,482,482,0,0,0,482,482,0,0,482,1,0
2,1,1,at,44,Because of rumors.,Because of rumors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,the,45,Because of rumors.,Because of rumors.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,watch,46,Because of rumors.,Because of rumors.,1,450,450,0,0,-450,-450,0,0,0,0,0,0,0
2,1,1,face,47,Because of rumors.,Because of rumors.,1,202,202,0,0,-202,-202,0,0,0,0,0,0,0
2,1,1,to,48,Because of rumors.,Because of rumors.,1,230,230,0,0,-230,-230,0,0,0,0,0,0,0
2,1,1,view,49,Because of rumors.,Because of rumors.,1,267,267,0,0,-267,-267,0,0,0,0,0,0,0
2,1,1,the,50,Because of rumors.,Because of rumors.,1,501,501,0,0,-501,-501,0,0,0,0,0,0,0
2,1,1,artist,51,Because of rumors.,Because of rumors.,1,349,449,349,100,0,-100,449,449,0,100,2099,1,1
2,1,1,and,52,Because of rumors.,Because of rumors.,1,249,249,249,0,0,0,249,249,0,0,249,1,0
2,1,1,title,53,Because of rumors.,Because of rumors.,1,227,227,227,0,0,0,227,227,0,0,227,1,0
2,1,1,of,54,Because of rumors.,Because of rumors.,1,106,106,106,0,0,0,106,106,0,0,106,1,0
2,1,1,a,55,Because of rumors.,Because of rumors.,1,367,367,367,0,0,0,367,367,0,0,367,1,0
2,1,1,song.,56,Because of rumors.,Because of rumors.,1,478,478,478,0,0,0,478,478,0,0,478,1,0
2,1,2,Two,0,Spots on the sun.,Spots on the sun.,1,112,312,112,200,0,-200,312,312,0,200,312,1,0
2,1,2,days,1,Spots on the sun.,Spots on the sun.,1,100,100,100,0,0,0,100,100,0,0,100,1,0
2,1,2,"later,",2,Spots on the sun.,Spots on the sun.,1,449,449,449,0,0,0,449,449,0,0,449,1,0
2,1,2,the,3,Spots on the sun.,Spots on the sun.,1,101,101,101,0,0,0,101,101,0,0,101,1,0
2,1,2,British,4,Spots on the sun.,Spots on the sun.,1,351,351,351,0,0,0,351,351,0,0,351,1,0
2,1,2,astronomer,5,Spots on the sun.,Spots on the sun.,1,748,748,748,0,0,0,748,748,0,0,748,1,0
2,1,2,Richard,6,Spots on the sun.,Spots on the sun.,1,229,229,229,0,0,0,229,229,0,0,229,1,0
2,1,2,Carrington,7,Spots on the sun.,Spots on the sun.,1,672,672,672,0,0,0,672,672,0,0,672,1,0
2,1,2,was,8,Spots on the sun.,Spots on the sun.,1,249,249,249,0,0,0,249,249,0,0,249,1,0
2,1,2,observing,9,Spots on the sun.,Spots on the sun.,1,602,602,602,0,0,0,602,602,0,0,602,1,0
2,1,2,the,10,Spots on the sun.,Spots on the sun.,1,76,76,76,0,0,0,76,76,0,0,76,1,0
2,1,2,interesting,11,Spots on the sun.,Spots on the sun.,1,249,249,249,0,0,0,249,249,0,0,249,1,0
2,1,2,sunspot,12,Spots on the sun.,Spots on the sun.,1,471,471,471,0,0,0,471,471,0,0,471,1,0
