experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_distractors
provo	2	practice	2	37	John Thornton asked little of man or nature. He was unafraid of the wild. With a handful of salt and a rifle he could plunge into the wilderness and fare wherever he pleased and as long as he pleased. 	Was John Thornton afraid of the wild? 	No	Yes
