sbm_id,expr_id,cond_id,trial_id,para_nr,mean_x,mean_y,start_x,end_x,start_y,end_y,start_t,end_t,duration
115,2,1,11,38,116.66666666666667,44.0,126,102,44,44,854,954,100
115,2,1,11,38,148.0,39.25,110,171,34,42,1300,1450,150
115,2,1,11,38,320.3333333333333,42.333333333333336,299,345,41,45,2398,2499,101
115,2,1,11,38,406.0,57.5,373,426,55,57,3048,3199,151
115,2,1,11,38,464.6666666666667,46.666666666666664,443,485,55,38,3399,3500,101
115,2,1,11,38,539.25,38.75,514,559,30,45,4099,4249,150
115,2,1,11,38,538.6666666666666,45.0,588,511,39,48,4804,4904,100
115,2,1,11,38,582.6666666666666,40.333333333333336,538,612,41,39,5299,5398,99
115,2,1,11,38,663.0,37.0,630,693,37,37,5548,5697,149
115,2,1,11,38,288.57142857142856,55.285714285714285,685,94,37,56,5798,6103,305
115,2,1,11,38,170.66666666666666,89.0,158,182,89,89,6699,6799,100
115,2,1,11,38,294.75,69.0,240,348,69,69,7548,7898,350
115,2,1,11,38,462.0,79.5,443,481,83,78,8498,8647,149
115,2,1,11,38,539.25,78.0,500,576,78,78,8748,8898,150
115,2,1,11,38,615.25,80.0,600,628,80,80,9300,9447,147
115,2,1,11,38,338.0,125.85714285714286,655,128,84,139,9800,10302,502
115,2,1,11,38,174.0,118.0,148,188,116,119,11348,11453,105
115,2,1,11,38,213.0,123.0,196,227,121,124,11649,11748,99
115,2,1,11,38,297.6666666666667,119.33333333333333,281,314,121,117,12097,12198,101
115,2,1,11,38,381.0,115.0,359,396,115,115,12447,12548,101
115,2,1,11,38,463.75,119.25,427,492,115,125,13098,13248,150
115,2,1,11,38,563.0,127.0,509,624,128,125,13348,13699,351
115,2,1,18,39,174.5,33.5,133,198,36,30,7950,8103,153
115,2,1,18,39,285.4,30.0,268,302,31,34,8896,9098,202
115,2,1,18,39,346.3333333333333,44.0,328,370,42,45,9194,9295,101
115,2,1,18,39,430.8,41.0,402,458,41,41,9598,9794,196
115,2,1,18,39,501.3333333333333,41.0,481,517,41,41,9950,10046,96
115,2,1,18,39,381.0,55.333333333333336,690,182,46,64,11345,11748,403
115,2,1,18,39,161.66666666666666,78.0,176,146,72,84,11855,11948,93
115,2,1,18,39,119.66666666666667,59.666666666666664,129,115,39,70,17347,17447,100
115,2,1,18,39,223.875,118.375,112,189,96,80,24098,24448,350
115,2,1,18,39,167.5,51.5,199,151,65,48,24547,24698,151
115,2,1,18,39,216.33333333333334,44.0,189,235,44,44,25111,25206,95
115,2,1,18,39,345.0,35.7,273,444,36,41,25497,25947,450
115,2,1,18,39,513.0,46.75,496,529,44,48,26351,26504,153
115,2,1,18,39,615.0,45.166666666666664,549,657,48,40,26604,26853,249
115,2,1,18,39,505.75,62.375,709,150,37,87,27254,27604,350
115,2,1,18,39,169.25,85.0,126,194,85,85,28002,28163,161
115,2,1,18,39,255.25,85.0,204,313,85,80,28252,28600,348
115,2,1,18,39,429.6666666666667,88.33333333333333,406,446,84,91,29403,29503,100
115,2,1,18,39,546.0,90.28571428571429,458,609,91,91,29652,29954,302
115,2,1,18,39,360.70588235294116,102.82352941176471,663,103,83,131,30662,31449,787
115,2,1,18,39,198.6,122.0,122,247,122,122,31652,31850,198
115,2,1,18,39,295.6666666666667,122.0,248,333,122,122,32253,32349,96
115,2,1,18,39,439.25,124.0,388,470,123,125,32750,32907,157
115,2,1,18,39,357.6666666666667,121.0,392,338,121,121,33558,33652,94
115,2,1,18,39,462.5,122.25,384,496,120,123,33899,34052,153
