sbm_id,expr_id,cond_id,trial_id,para_nr,mean_x,mean_y,start_x,end_x,start_y,end_y,start_t,end_t,duration
108,2,1,11,1,22.75,11.5,49,0,10,16,7831,8015,184
108,2,1,11,1,15.0,16.0,6,24,17,15,9451,9513,62
108,2,1,11,1,305.3333333333333,40.0,49,436,16,52,9962,10082,120
108,2,1,11,1,163.66666666666666,28.0,471,10,48,18,10341,10446,105
108,2,1,11,1,14.5,7.0,6,23,6,8,10880,10948,68
108,2,1,11,1,22.375,11.0,17,11,11,11,11142,11548,406
108,2,1,11,1,268.0,53.6,618,43,48,60,11852,12104,252
108,2,1,11,1,-265.75,70.25,50,-601,79,58,12282,12459,177
108,2,1,11,1,-138.25,27.0,-590,5,57,17,12820,13002,182
108,2,1,11,1,31.25,16.0,49,5,16,15,13249,13436,187
108,2,1,11,1,-585.0,55.0,-570,-600,55,55,13852,13913,61
108,2,1,11,1,43.666666666666664,15.0,14,65,15,15,14756,14881,125
108,2,1,11,1,6.5,15.0,5,8,15,15,15005,15065,60
108,2,1,11,1,55.6,11.6,25,85,14,11,15250,15492,242
108,2,1,11,1,51.0,13.666666666666666,31,71,14,13,15917,16043,126
108,2,1,11,1,43.333333333333336,13.0,87,22,13,13,16287,16410,123
108,2,1,11,1,574.0,89.0,530,603,89,89,17332,17456,124
108,2,1,11,1,22.0,6.0,9,35,6,6,18187,18248,61
108,2,1,11,1,2.5,8.0,2,3,8,8,18370,18435,65
108,2,1,11,1,-362.4,41.8,-642,12,58,17,19083,19324,241
108,2,1,11,1,11.0,12.5,1,21,14,11,19506,19567,61
108,2,1,11,1,14.0,10.8,2,24,11,10,20234,20479,245
108,2,1,11,1,12.0,10.0,18,6,10,10,20602,20662,60
108,2,1,11,1,18.0,10.666666666666666,1,11,10,11,21081,21205,124
108,2,1,11,1,501.6666666666667,76.66666666666667,3,751,10,110,22607,22730,123
108,2,1,11,1,27.0,2.0,29,25,2,2,22850,22914,64
108,2,1,11,1,226.0,180.33333333333334,487,92,174,178,23515,24068,553
108,2,1,11,1,-648.0,57.0,-649,-647,57,57,24254,24315,61
108,2,1,11,1,8.5,15.5,4,13,16,15,24620,24680,60
108,2,1,11,1,17.0,14.0,42,5,14,14,24922,25043,121
108,2,1,11,1,21.0,14.0,17,17,14,14,25224,25348,124
108,2,1,11,1,18.666666666666668,5.666666666666667,13,8,10,0,26668,26789,121
108,2,1,11,1,21.0,8.5,32,10,6,11,27091,27152,61
108,2,1,11,1,14.0,8.0,24,4,9,7,27392,27456,64
108,2,1,6,2,56.333333333333336,87.16666666666667,283,89,172,46,7509,7806,297
108,2,1,6,2,9.5,10.0,7,12,10,10,8046,8107,61
108,2,1,6,2,14.666666666666666,10.0,36,4,10,10,8286,8397,111
108,2,1,6,2,15.333333333333334,10.0,38,4,10,10,8869,8979,110
108,2,1,6,2,44.5,4.5,39,50,4,5,9629,9692,63
108,2,1,6,2,7.0,10.0,7,7,10,10,10975,11036,61
108,2,1,6,2,44.0,12.0,89,22,14,11,12889,13010,121
108,2,1,6,2,56.0,15.0,9,81,13,16,13254,13372,118
108,2,1,6,2,3.5,14.0,2,5,14,14,13488,13552,64
108,2,1,6,2,222.5,66.75,487,92,63,69,13790,13968,178
108,2,1,6,2,-575.5,54.5,-576,-575,52,57,14389,14451,62
108,2,1,6,2,-154.0,29.0,-528,33,57,15,15056,15174,118
108,2,1,6,2,32.0,16.0,49,15,15,17,15704,15771,67
108,2,1,6,2,31.5,10.0,26,37,10,10,16703,16771,68
108,2,1,6,2,18.5,13.5,1,36,13,14,17345,17407,62
108,2,1,6,2,46.333333333333336,14.0,50,51,14,14,17945,18069,124
108,2,1,6,2,28.333333333333332,16.333333333333332,7,43,14,18,18487,18604,117
108,2,1,6,2,28.0,18.0,74,5,18,18,18909,19032,123
108,2,1,6,2,45.5,18.0,26,65,18,18,20053,20113,60
108,2,1,6,2,9.0,17.0,6,12,17,17,20351,20414,63
108,2,1,6,2,264.1666666666667,84.66666666666667,70,193,18,102,20581,20876,295
108,2,1,6,2,-407.3333333333333,36.333333333333336,48,-637,1,54,20987,21118,131
108,2,1,6,2,33.0,14.0,13,49,14,14,21587,21701,114
108,2,1,6,2,22.5,15.0,6,39,15,15,23897,23960,63
