sbm_id,expr_id,cond_id,trial_id,para_nr,mean_x,mean_y,start_x,end_x,start_y,end_y,start_t,end_t,duration
256,2,1,0,1,594.25,33.0,582,603,33,33,11327,11401,74
256,2,1,0,1,637.75,33.0,626,647,33,33,11901,11976,75
256,2,1,0,1,677.0,31.0,665,687,31,31,12503,12602,99
256,2,1,0,1,714.2,30.4,705,723,31,30,13153,13251,98
256,2,1,0,1,402.5,76.25,727,221,30,110,13952,14127,175
256,2,1,0,1,62.4,78.2,198,10,109,65,14383,14477,94
256,2,1,0,1,62.57142857142857,64.71428571428571,15,98,63,65,14801,14952,151
256,2,1,0,1,182.375,81.0,158,205,81,81,16628,16801,173
256,2,1,0,1,243.0,82.0,227,257,82,82,17402,17502,100
256,2,1,0,1,279.5,84.0,269,289,83,85,18027,18103,76
256,2,1,0,1,353.0,76.66666666666667,306,381,85,74,18578,18703,125
256,2,1,0,1,451.75,78.0,438,463,78,78,20227,20301,74
256,2,1,0,1,555.0,79.0,545,565,79,79,21605,21703,98
256,2,1,0,1,611.8333333333334,77.5,582,633,79,77,22227,22353,126
256,2,1,0,1,362.875,90.375,661,170,77,102,23380,23551,171
256,2,1,0,1,125.8,121.2,161,103,106,130,23876,23977,101
256,2,1,0,1,261.2,115.4,247,274,118,113,27130,27231,101
256,2,1,0,1,366.1111111111111,119.22222222222223,342,389,114,121,32240,32428,188
256,2,1,0,1,452.75,118.0,442,465,121,115,33102,33178,76
256,2,1,0,1,512.4,118.0,498,526,118,118,33826,33928,102
256,2,1,0,1,554.5,116.25,545,563,118,115,34703,34776,73
256,2,1,0,1,630.6,115.0,603,647,115,115,35426,35526,100
256,2,1,0,1,710.6666666666666,117.0,698,725,117,117,36601,36728,127
256,2,1,0,1,349.2857142857143,160.28571428571428,703,171,126,185,37136,37279,143
256,2,1,0,1,133.0,179.75,159,110,185,175,37576,37652,76
256,2,1,0,1,137.83333333333334,153.0,115,158,153,153,38427,38551,124
256,2,1,0,1,214.16666666666666,151.33333333333334,193,229,151,153,39159,39277,118
256,2,1,0,1,256.4,154.0,239,270,154,154,39777,39877,100
256,2,1,0,1,324.85714285714283,156.28571428571428,285,347,154,158,40438,40577,139
256,2,1,0,1,380.8,155.6,362,391,158,155,41201,41302,101
256,2,1,0,1,450.57142857142856,155.0,426,467,155,155,41885,42027,142
256,2,1,0,1,516.5714285714286,153.71428571428572,481,542,155,155,42455,42602,147
256,2,1,4,2,167.71428571428572,36.857142857142854,141,190,39,35,3842,3994,152
256,2,1,4,2,222.8,37.0,203,239,37,37,4444,4545,101
256,2,1,4,2,295.3333333333333,37.166666666666664,271,311,37,38,5043,5192,149
256,2,1,4,2,373.57142857142856,38.42857142857143,337,397,38,39,5792,5943,151
256,2,1,4,2,448.4,41.2,423,463,42,41,6419,6517,98
256,2,1,4,2,526.125,37.75,478,559,41,37,6969,7144,175
256,2,1,4,2,619.4285714285714,34.857142857142854,578,649,37,34,7693,7844,151
256,2,1,4,2,302.3333333333333,58.833333333333336,607,125,38,65,8292,8467,175
256,2,1,4,2,81.66666666666667,77.16666666666667,118,57,63,90,8718,8844,126
256,2,1,4,2,70.5,92.0,61,83,95,89,9142,9218,76
256,2,1,4,2,142.16666666666666,80.16666666666667,119,162,82,79,9717,9842,125
256,2,1,4,2,196.4,78.2,183,206,79,78,10418,10518,100
256,2,1,4,2,267.0,77.0,253,279,77,77,11217,11293,76
256,2,1,4,2,372.7,69.7,325,401,74,69,11917,12144,227
256,2,1,4,2,439.0,74.0,422,453,71,77,12693,12793,100
256,2,1,4,2,509.5,80.16666666666667,482,526,79,82,13417,13542,125
256,2,1,4,2,581.8571428571429,79.0,549,606,82,78,14005,14143,138
256,2,1,4,2,668.5714285714286,77.42857142857143,630,691,79,77,14642,14793,151
256,2,1,4,2,361.1111111111111,116.0,689,205,79,126,15119,15318,199
256,2,1,4,2,130.33333333333334,124.16666666666667,189,98,126,121,15583,15694,111
256,2,1,4,2,149.1818181818182,118.0,97,183,118,118,16143,16393,250
256,2,1,4,2,227.14285714285714,116.0,201,245,118,115,16869,17018,149
256,2,1,4,2,271.0,115.5,261,279,115,117,17518,17593,75
256,2,1,4,2,396.2857142857143,114.14285714285714,339,426,119,113,18356,18493,137
256,2,1,4,2,496.7142857142857,110.57142857142857,457,519,113,110,18943,19093,150
256,2,1,4,2,695.8,120.2,689,707,122,118,21920,22021,101
256,2,1,4,2,300.5,174.75,745,85,125,195,22567,22742,175
256,2,1,4,2,76.75,170.75,79,78,187,159,23043,23120,77
256,2,1,4,2,126.83333333333333,163.33333333333334,105,145,165,163,24072,24193,121
256,2,1,4,2,192.11111111111111,164.44444444444446,162,215,163,166,24643,24842,199
256,2,1,4,2,251.6,166.0,235,265,166,166,25370,25469,99
256,2,1,4,2,324.0,159.2,297,341,163,157,26043,26143,100
256,2,1,4,2,401.57142857142856,153.85714285714286,365,425,157,153,26817,26970,153
256,2,1,4,2,459.25,155.5,451,466,155,157,27469,27542,73
256,2,1,4,2,511.42857142857144,158.57142857142858,483,535,158,161,28018,28168,150
256,2,1,4,2,568.25,161.0,549,583,161,161,28743,28819,76
256,2,1,4,2,669.7142857142857,151.14285714285714,617,701,158,149,29219,29370,151
256,2,1,4,2,344.1111111111111,200.44444444444446,650,190,167,205,30026,30218,192
256,2,1,4,2,112.0,205.4,161,89,206,205,30442,30542,100
256,2,1,4,2,139.11111111111111,207.88888888888889,109,166,206,209,31067,31271,204
256,2,1,4,2,216.66666666666666,202.33333333333334,179,237,210,198,31643,31769,126
256,2,1,4,2,323.85714285714283,219.28571428571428,273,354,201,234,32317,32467,150
256,2,1,4,2,211.4,49.6,229,198,59,43,33912,33993,81
256,2,1,4,2,97.25,71.75,139,65,59,79,34278,34372,94
256,2,1,4,2,97.33333333333333,61.0,66,114,77,53,34693,34818,125
256,2,1,4,2,163.42857142857142,80.57142857142857,142,181,78,81,35718,35869,151
256,2,1,4,2,239.25,99.5,237,241,95,103,36768,36842,74
256,2,1,4,2,387.7,170.8,255,430,103,207,37093,37317,224
256,2,1,2,3,135.375,45.375,110,153,45,46,2311,2485,174
256,2,1,2,3,207.14285714285714,43.714285714285715,171,229,46,43,2885,3036,151
256,2,1,2,3,263.7142857142857,41.57142857142857,241,279,43,41,3535,3685,150
256,2,1,2,3,306.2,39.0,297,317,39,39,4285,4386,101
256,2,1,2,3,380.85714285714283,35.57142857142857,349,405,37,35,4886,5037,151
256,2,1,2,3,445.0,36.8,427,459,35,38,5486,5586,100
256,2,1,2,3,557.2,39.4,530,578,41,39,6610,6711,101
256,2,1,2,3,612.0,38.6,597,626,39,38,7257,7336,79
256,2,1,2,3,725.0,37.0,709,737,37,37,8461,8537,76
256,2,1,2,3,375.6666666666667,52.888888888888886,746,178,41,57,8804,8986,182
256,2,1,2,3,120.5,80.0,149,101,67,89,9262,9335,73
256,2,1,2,3,161.44444444444446,81.0,125,187,81,81,10186,10386,200
256,2,1,2,3,214.0,81.0,198,225,81,81,10812,10886,74
256,2,1,2,3,268.125,81.0,241,287,81,81,11411,11586,175
256,2,1,2,3,315.5,81.0,306,325,81,81,12061,12136,75
256,2,1,2,3,368.6,81.0,347,383,81,81,12586,12685,99
256,2,1,2,3,437.8333333333333,82.0,410,455,81,83,13187,13311,124
256,2,1,2,3,497.14285714285717,83.85714285714286,474,515,83,85,13837,13986,149
256,2,1,2,3,557.6666666666666,83.33333333333333,529,579,85,83,14411,14537,126
256,2,1,2,3,647.0,79.66666666666667,610,675,81,79,15228,15335,107
256,2,1,2,3,319.57142857142856,118.42857142857143,638,182,86,133,16764,16910,146
256,2,1,2,3,93.75,127.0,127,73,133,123,17163,17236,73
256,2,1,2,3,124.8,114.4,111,137,117,113,18114,18213,99
256,2,1,2,3,173.85714285714286,113.14285714285714,153,190,113,114,18735,18885,150
256,2,1,2,3,223.83333333333334,114.5,203,242,114,115,19336,19466,130
256,2,1,2,3,278.2,117.6,259,293,115,119,19986,20085,99
256,2,1,2,3,334.42857142857144,121.28571428571429,311,353,122,121,20635,20785,150
256,2,1,2,3,403.3333333333333,121.0,370,427,121,121,21285,21414,129
256,2,1,2,3,483.0,118.57142857142857,447,506,121,118,21936,22086,150
256,2,1,2,3,546.2,119.4,529,559,118,121,22585,22685,100
256,2,1,2,3,609.0,119.66666666666667,575,629,121,119,23110,23236,126
256,2,1,2,3,666.3333333333334,119.66666666666667,642,682,119,121,23761,23885,124
256,2,1,2,3,722.0,122.125,693,743,121,125,24285,24464,179
256,2,1,2,3,295.625,149.625,546,186,133,155,24712,24886,174
256,2,1,2,3,127.2,153.8,175,105,155,153,25136,25236,100
256,2,1,2,3,139.85714285714286,155.85714285714286,103,165,151,159,25735,25886,151
256,2,1,2,3,241.0,154.57142857142858,190,269,159,153,26461,26661,200
256,2,1,2,3,301.75,154.25,293,310,153,155,27160,27237,77
256,2,1,2,3,360.8,160.6,338,378,158,163,27711,27813,102
256,2,1,2,3,424.6666666666667,160.33333333333334,399,441,163,159,28285,28413,128
256,2,1,2,3,492.4,155.4,473,509,157,155,28926,29015,89
256,2,1,2,3,578.5,147.375,529,603,153,146,29485,29663,178
256,2,1,2,3,205.85714285714286,74.42857142857143,469,85,107,51,29906,30036,130
256,2,1,2,3,149.85714285714286,37.642857142857146,105,206,54,30,30361,30713,352
256,2,1,2,3,295.14285714285717,35.285714285714285,259,322,38,34,31410,31560,150
256,2,1,1,4,269.4,38.0,249,287,38,38,5373,5473,100
256,2,1,1,4,324.25,38.0,302,339,38,38,5999,6074,75
256,2,1,1,4,373.0,38.8,362,382,38,39,6773,6875,102
256,2,1,1,4,418.4,42.4,394,435,41,43,7303,7398,95
256,2,1,1,4,480.5,43.0,459,493,43,43,7849,7949,100
256,2,1,1,4,519.25,43.0,506,531,43,43,8448,8524,76
256,2,1,1,4,573.5,44.0,553,586,43,45,8998,9124,126
256,2,1,1,4,616.5,42.833333333333336,594,633,45,42,9501,9623,122
256,2,1,1,4,672.2,41.6,650,687,41,42,10074,10173,99
256,2,1,1,4,357.85714285714283,65.0,577,263,46,77,10545,10674,129
256,2,1,1,4,178.0,102.33333333333333,233,150,85,111,10949,11074,125
256,2,1,1,4,133.0,90.2,138,127,103,78,11304,11399,95
256,2,1,1,4,152.5,74.0,133,169,74,74,12274,12449,175
256,2,1,1,4,202.8,75.8,182,219,74,78,12851,12949,98
256,2,1,1,4,350.57142857142856,86.14285714285714,321,371,82,90,14974,15123,149
256,2,1,1,4,394.6,83.6,385,403,89,79,15724,15823,99
256,2,1,1,4,251.28571428571428,71.0,386,162,67,89,16701,16854,153
256,2,1,1,4,115.2,79.8,141,99,86,77,17158,17252,94
256,2,1,1,4,133.8,74.0,105,150,74,74,17724,17823,99
256,2,1,1,4,206.42857142857142,77.14285714285714,173,233,75,78,18053,18206,153
256,2,1,1,4,403.09090909090907,27.90909090909091,329,453,53,17,19052,19304,252
256,2,1,1,4,482.0,31.6,470,491,23,38,19651,19756,105
256,2,1,1,4,560.125,39.25,530,586,42,35,20402,20573,171
256,2,1,1,4,645.5555555555555,39.111111111111114,599,683,33,42,20951,21150,199
256,2,1,1,4,447.625,79.375,674,351,41,93,21471,21624,153
256,2,1,1,4,396.1666666666667,74.16666666666667,373,414,75,74,22623,22756,133
256,2,1,1,4,447.2,76.2,435,461,74,78,23253,23353,100
256,2,1,1,4,504.5,80.16666666666667,482,521,79,82,23823,23949,126
256,2,1,1,4,570.0,82.8,542,589,82,85,24398,24498,100
256,2,1,1,4,638.7142857142857,83.57142857142857,610,658,85,83,25401,25549,148
256,2,1,1,4,689.2,84.2,674,701,83,85,26275,26374,99
256,2,1,1,4,329.2857142857143,116.0,673,170,86,137,26732,26874,142
256,2,1,1,4,138.6,132.8,161,122,137,131,27149,27249,100
256,2,1,1,4,127.14285714285714,115.0,109,145,115,115,27998,28149,151
256,2,1,1,4,177.6,120.2,165,189,118,122,28399,28501,102
256,2,1,1,4,247.57142857142858,120.14285714285714,219,270,122,119,30007,30148,141
256,2,1,1,4,304.8333333333333,119.0,285,321,119,119,30656,30774,118
256,2,1,1,4,355.2,119.0,341,369,119,119,31349,31448,99
256,2,1,1,4,415.0,119.0,386,434,119,119,31874,32023,149
256,2,1,1,4,476.3333333333333,117.33333333333333,454,493,118,117,32498,32624,126
256,2,1,1,4,529.6666666666666,117.0,511,545,117,117,33174,33298,124
256,2,1,1,4,598.2,115.4,571,617,117,115,33849,33949,100
256,2,1,1,4,662.8571428571429,113.14285714285714,631,685,114,113,34574,34723,149
256,2,1,1,4,362.7,134.4,707,234,122,139,35624,35848,224
256,2,1,1,4,152.57142857142858,157.57142857142858,221,122,143,165,36076,36224,148
256,2,1,1,4,147.6,165.0,137,158,165,165,36899,36998,99
256,2,1,1,4,260.6666666666667,162.0,238,278,162,162,38325,38450,125
256,2,1,1,4,317.5,162.0,298,331,162,162,38977,39098,121
256,2,1,1,4,373.6,159.4,351,389,161,159,39448,39549,101
256,2,1,6,5,153.5,41.166666666666664,119,177,46,39,2291,2408,117
256,2,1,6,5,225.14285714285714,41.285714285714285,201,243,39,42,2932,3082,150
256,2,1,6,5,275.6666666666667,44.5,251,293,43,46,3482,3608,126
256,2,1,6,5,339.4,46.4,317,358,46,47,4033,4133,100
256,2,1,6,5,418.42857142857144,43.142857142857146,379,446,47,42,4583,4732,149
256,2,1,6,5,523.1428571428571,36.57142857142857,462,554,42,35,5186,5339,153
256,2,1,6,5,629.0,36.142857142857146,586,661,35,38,5999,6134,135
256,2,1,6,5,716.0,40.4,689,739,38,43,6584,6683,99
256,2,1,6,5,322.625,59.375,694,181,46,70,6957,7135,178
256,2,1,6,5,111.2,82.8,154,87,75,86,7403,7483,80
256,2,1,6,5,104.5,85.25,89,119,86,85,8008,8082,74
256,2,1,6,5,240.28571428571428,81.28571428571429,207,262,83,81,9109,9258,149
256,2,1,6,5,330.5,82.25,289,358,82,83,9808,9985,177
256,2,1,6,5,398.2,81.4,379,410,83,81,10558,10657,99
256,2,1,6,5,465.6666666666667,79.16666666666667,430,493,81,78,11158,11283,125
256,2,1,6,5,538.0,79.0,509,558,78,81,11807,11957,150
256,2,1,6,5,640.7142857142857,81.0,619,659,81,81,12832,12983,151
256,2,1,6,5,706.4444444444445,77.55555555555556,671,733,79,77,13432,13633,201
256,2,1,6,5,391.0,97.55555555555556,683,258,73,114,14408,14608,200
256,2,1,6,5,114.33333333333333,135.83333333333334,175,83,130,138,14845,14958,113
256,2,1,6,5,283.6666666666667,120.33333333333333,259,305,122,117,17433,17635,202
256,2,1,6,5,360.5,118.16666666666667,337,381,117,121,18210,18332,122
256,2,1,6,5,452.3333333333333,118.16666666666667,431,467,119,118,18911,19033,122
256,2,1,6,5,547.0,111.14285714285714,501,578,117,109,19533,19683,150
256,2,1,6,5,635.375,113.125,605,661,110,115,20211,20382,171
256,2,1,6,5,703.6,117.4,685,717,117,118,21033,21134,101
256,2,1,6,5,290.3333333333333,156.55555555555554,722,95,125,173,21484,21684,200
256,2,1,6,5,171.28571428571428,181.0,151,189,181,181,22510,22660,150
256,2,1,6,5,307.375,154.125,274,333,155,154,24010,24183,173
256,2,1,6,5,195.625,89.0,354,109,149,58,24582,24762,180
256,2,1,6,5,98.33333333333333,60.166666666666664,98,99,74,47,25359,25482,123
256,2,1,6,5,199.7,38.0,142,245,35,41,25883,26112,229
256,2,1,6,5,340.14285714285717,22.571428571428573,265,374,38,19,26564,26712,148
256,2,1,6,5,462.3,37.0,413,501,43,31,27633,27859,226
256,2,1,6,5,539.0,30.6,519,555,29,33,28358,28459,101
256,2,1,6,5,307.5,91.375,551,171,38,122,28883,29060,177
256,2,1,6,5,197.375,73.375,157,225,71,77,30180,30334,154
256,2,1,6,5,284.6666666666667,77.83333333333333,273,297,78,77,30683,30814,131
256,2,1,6,5,401.0,114.0,393,410,82,153,31658,31733,75
256,2,1,3,6,131.88888888888889,38.22222222222222,102,158,39,38,2015,2216,201
256,2,1,3,6,196.83333333333334,39.0,175,215,39,39,2568,2690,122
256,2,1,3,6,267.42857142857144,38.285714285714285,231,290,39,38,3141,3291,150
256,2,1,3,6,334.2857142857143,38.0,309,349,38,38,3740,3891,151
256,2,1,3,6,387.75,38.0,375,395,38,38,4415,4491,76
256,2,1,3,6,444.85714285714283,35.285714285714285,423,462,37,35,5042,5191,149
256,2,1,3,6,528.5714285714286,34.142857142857146,483,554,35,34,5752,5891,139
256,2,1,3,6,601.8,34.0,581,615,34,34,6541,6641,100
256,2,1,3,6,680.375,31.5,647,705,33,33,7469,7640,171
256,2,1,3,6,418.25,43.375,739,254,42,59,8443,8640,197
256,2,1,3,6,159.14285714285714,72.57142857142857,230,125,62,77,8890,9041,151
256,2,1,3,6,119.875,78.5,93,142,77,79,9740,9920,180
256,2,1,3,6,183.8,77.6,169,195,79,77,10291,10391,100
256,2,1,3,6,303.8333333333333,78.0,274,327,77,79,11766,11917,151
256,2,1,3,6,390.0,81.2,366,409,82,81,12488,12569,81
256,2,1,3,6,475.1666666666667,78.0,439,497,81,77,13141,13265,124
256,2,1,3,6,549.0,78.4,533,562,77,79,14041,14141,100
256,2,1,3,6,625.8333333333334,74.83333333333333,587,653,79,73,14640,14766,126
256,2,1,3,6,712.8333333333334,73.33333333333333,683,734,73,74,15366,15490,124
256,2,1,3,6,418.1,90.6,739,265,78,94,15866,16090,224
256,2,1,3,6,109.4,124.8,245,45,99,137,16315,16417,102
256,2,1,3,6,90.66666666666667,122.66666666666667,51,119,134,117,16716,16866,150
256,2,1,3,6,172.8,117.0,163,183,117,117,17319,17416,97
256,2,1,3,6,217.75,118.25,197,234,117,119,17990,18069,79
256,2,1,3,6,293.4,118.8,262,318,121,118,18766,18867,101
256,2,1,3,6,371.8333333333333,119.0,349,389,119,119,19793,19916,123
256,2,1,3,6,436.0,121.16666666666667,413,454,121,122,20441,20567,126
256,2,1,3,6,504.2,120.0,478,526,122,119,21116,21216,100
256,2,1,3,6,567.2,116.6,545,582,121,114,21741,21841,100
256,2,1,3,6,651.5,123.33333333333333,633,667,122,126,22690,22816,126
256,2,1,3,6,284.2857142857143,164.42857142857142,565,159,141,171,22915,23066,151
256,2,1,3,6,119.0,168.4,149,99,171,166,23317,23416,99
