sbm_id,expr_id,cond_id,trial_id,para_nr,mean_x,mean_y,start_x,end_x,start_y,end_y,start_t,end_t,duration
58,2,1,4,1,200.33333333333334,42.0,162,233,39,45,2148,2246,98
58,2,1,4,1,286.6666666666667,43.333333333333336,238,325,45,42,2798,2902,104
58,2,1,4,1,341.25,47.75,358,322,49,48,3498,3646,148
58,2,1,4,1,372.5,42.75,332,411,49,36,3798,3947,149
58,2,1,4,1,463.3333333333333,44.0,443,483,43,45,4446,4546,100
58,2,1,4,1,577.5,49.0,497,625,45,49,4699,5049,350
58,2,1,4,1,582.375,30.75,647,511,43,28,5248,5598,350
58,2,1,4,1,557.0,37.333333333333336,536,575,35,39,5701,5796,95
58,2,1,4,1,689.6666666666666,48.0,680,701,47,49,6548,6646,98
58,2,1,4,1,342.4,83.2,682,37,46,119,6896,7097,201
58,2,1,4,1,92.66666666666667,92.0,79,104,94,90,7298,7396,98
58,2,1,4,1,200.33333333333334,79.66666666666667,190,210,80,79,8646,8747,101
58,2,1,4,1,372.6666666666667,88.66666666666667,363,375,83,84,10496,10597,101
58,2,1,4,1,377.3333333333333,106.66666666666667,387,371,110,99,11646,11751,105
58,2,1,4,1,354.3333333333333,84.66666666666667,365,343,92,75,12396,12499,103
58,2,1,4,1,387.75,93.25,350,425,71,113,12646,12797,151
58,2,1,4,1,499.6666666666667,81.66666666666667,509,489,80,85,14397,14499,102
58,2,1,4,1,631.25,67.75,499,686,82,62,14653,14798,145
58,2,1,4,1,598.25,75.75,620,579,79,73,15147,15298,151
58,2,1,4,1,609.3333333333334,81.33333333333333,582,624,80,82,15547,15647,100
58,2,1,4,1,693.5,80.75,640,732,85,77,15847,16006,159
58,2,1,4,1,459.6666666666667,102.66666666666667,548,415,102,103,16396,16499,103
58,2,1,4,1,241.9,116.9,373,153,103,123,16597,17048,451
58,2,1,4,1,117.33333333333333,127.0,128,107,126,128,17151,17246,95
58,2,1,4,1,177.0,121.0,150,202,119,122,17747,17847,100
58,2,1,4,1,353.5,127.5,323,384,130,124,18797,18949,152
58,2,1,4,1,468.25,125.75,406,544,123,127,19296,19648,352
58,2,1,4,1,636.8333333333334,123.33333333333333,584,688,125,123,20046,20297,251
58,2,1,4,1,598.75,142.75,719,530,133,148,20846,20998,152
58,2,1,4,1,551.2,140.2,507,617,148,138,21097,21298,201
58,2,1,4,1,725.0,118.66666666666667,703,737,120,118,21700,21798,98
58,2,1,4,1,652.6666666666666,127.66666666666667,680,636,129,126,21946,22049,103
58,2,1,4,1,726.0,125.5,643,766,122,128,22347,22499,152
58,2,1,4,1,308.3333333333333,145.66666666666666,755,77,129,159,22597,22997,400
58,2,1,4,1,129.0,158.25,90,161,164,154,23146,23298,152
58,2,1,4,1,209.33333333333334,159.0,195,223,163,157,23950,24048,98
58,2,1,4,1,318.8,140.8,245,367,151,135,24347,24548,201
58,2,1,4,1,294.6666666666667,159.33333333333334,326,276,150,166,24699,24798,99
58,2,1,4,1,402.25,159.75,357,435,160,159,25501,25648,147
58,2,1,4,1,441.5,151.5,425,461,152,151,26847,26996,149
58,2,1,4,1,521.8,168.6,495,543,161,171,27398,27597,199
58,2,1,13,2,139.0,36.2,115,173,39,40,2091,2276,185
58,2,1,13,2,248.4,43.0,193,299,44,43,2627,2825,198
58,2,1,13,2,276.5,45.5,295,251,43,48,3075,3228,153
58,2,1,13,2,292.6666666666667,42.0,260,323,48,39,3430,3526,96
58,2,1,13,2,393.3333333333333,43.666666666666664,384,404,43,44,3930,4027,97
58,2,1,13,2,493.3333333333333,43.666666666666664,454,537,43,45,4277,4533,256
58,2,1,13,2,612.6666666666666,39.666666666666664,583,632,43,38,4826,4926,100
58,2,1,13,2,676.0,39.0,655,688,38,40,5027,5126,99
58,2,1,13,2,234.0,70.4,654,37,44,87,5426,5625,199
58,2,1,13,2,90.0,90.66666666666667,64,108,91,90,5777,5876,99
58,2,1,13,2,134.25,86.75,175,112,89,83,6930,7075,145
58,2,1,13,2,175.6,75.4,115,238,76,78,7227,7430,203
58,2,1,13,2,239.75,84.25,217,262,84,84,8027,8176,149
58,2,1,13,2,519.2857142857143,85.42857142857143,455,576,85,83,9277,9576,299
58,2,1,13,2,692.5,79.33333333333333,606,775,82,78,9727,9978,251
58,2,1,13,2,649.3333333333334,86.66666666666667,717,596,86,81,10228,10625,397
