sbm_id,expr_id,cond_id,trial_id,para_nr,mean_x,mean_y,start_x,end_x,start_y,end_y,start_t,end_t,duration
42,2,1,4,1,196.0,24.0,134,233,35,8,1519,1718,199
42,2,1,4,1,258.6666666666667,23.333333333333332,240,276,16,28,2018,2119,101
42,2,1,4,1,276.3333333333333,43.666666666666664,262,289,44,43,3118,3219,101
42,2,1,4,1,368.85714285714283,44.142857142857146,335,406,47,35,3518,3818,300
42,2,1,4,1,479.4,32.8,428,521,35,32,4219,4420,201
42,2,1,4,1,616.0,39.0,591,642,40,40,5018,5168,150
42,2,1,4,1,684.0,40.666666666666664,662,704,40,42,5518,5618,100
42,2,1,4,1,424.25,88.25,612,315,43,134,6119,6270,151
42,2,1,4,1,145.25,99.0,299,34,128,93,6469,6618,149
42,2,1,4,1,114.2,93.6,63,160,93,90,6819,7020,201
42,2,1,4,1,246.0,90.6,171,294,84,97,7320,7518,198
42,2,1,4,1,325.0,76.33333333333333,304,342,87,69,7769,7868,99
42,2,1,4,1,400.6666666666667,72.33333333333333,378,419,70,75,8221,8319,98
42,2,1,4,1,475.75,80.0,452,492,78,81,8768,8918,150
42,2,1,4,1,582.5,80.75,549,607,80,83,9520,9671,151
42,2,1,4,1,717.75,79.0,690,742,81,76,10368,10519,151
42,2,1,4,1,396.2,78.2,743,193,76,88,10718,10920,202
42,2,1,4,1,168.5,118.5,183,155,105,126,11170,11318,148
42,2,1,4,1,186.2,131.6,122,243,129,134,11919,12119,200
42,2,1,4,1,385.0,124.8,342,422,123,127,13170,13370,200
42,2,1,4,1,549.4,121.6,493,587,124,121,14068,14269,201
42,2,1,4,1,628.3333333333334,123.0,608,646,123,123,14618,14718,100
42,2,1,4,1,698.6666666666666,120.83333333333333,670,728,123,118,15070,15319,249
42,2,1,4,1,341.8333333333333,142.66666666666666,687,106,114,165,15469,15970,501
42,2,1,4,1,142.75,170.25,123,159,167,172,16319,16471,152
42,2,1,4,1,251.25,167.0,202,295,166,171,16918,17068,150
42,2,1,4,1,331.0,161.0,315,346,164,159,17419,17518,99
42,2,1,4,1,423.5,161.75,396,444,162,158,17969,18118,149
42,2,1,4,1,526.0,158.33333333333334,492,553,159,157,18468,18569,101
42,2,1,4,1,511.6666666666667,167.0,551,463,157,180,18818,18918,100
42,2,1,3,2,142.66666666666666,31.333333333333332,118,162,27,35,1280,1379,99
42,2,1,3,2,226.25,33.25,173,272,33,38,1680,1831,151
42,2,1,3,2,331.3333333333333,39.666666666666664,302,351,37,45,2130,2229,99
42,2,1,3,2,416.0,34.333333333333336,373,452,38,33,2480,2580,100
42,2,1,3,2,515.0,34.666666666666664,480,538,34,36,2881,2980,99
42,2,1,3,2,613.25,32.5,557,643,34,33,3230,3382,152
42,2,1,3,2,391.75,57.75,622,254,56,58,3879,4030,151
42,2,1,3,2,187.0,70.0,233,156,61,76,4329,4430,101
42,2,1,3,2,198.33333333333334,89.0,169,220,88,88,5480,5580,100
42,2,1,3,2,281.0,82.0,230,315,87,81,5831,5980,149
42,2,1,3,2,362.6666666666667,80.66666666666667,340,383,79,83,6230,6331,101
42,2,1,3,2,428.6666666666667,82.66666666666667,408,444,82,84,6630,6732,102
42,2,1,3,2,514.6666666666666,79.0,489,532,79,79,6980,7082,102
42,2,1,3,2,601.0,75.66666666666667,562,629,75,79,7330,7432,102
42,2,1,3,2,708.0,82.0,662,740,79,85,7680,7780,100
42,2,1,3,2,249.125,82.5,729,134,91,105,8080,8430,350
42,2,1,3,2,238.75,107.5,151,298,116,107,9180,9330,150
42,2,1,3,2,389.25,98.75,307,436,106,99,10079,10230,151
42,2,1,3,2,401.6666666666667,128.0,416,387,126,129,10730,10829,99
42,2,1,3,2,518.0,112.25,457,553,116,113,10979,11129,150
42,2,1,3,2,601.6666666666666,119.66666666666667,570,627,117,122,11380,11482,102
42,2,1,3,2,672.0,124.33333333333333,640,696,123,127,11730,11829,99
42,2,1,3,2,379.6,168.0,667,205,147,184,12131,12330,199
42,2,1,3,2,136.25,172.5,193,99,184,166,12530,12680,150
42,2,1,3,2,164.0,162.0,109,204,159,166,12931,13180,249
42,2,1,3,2,261.6666666666667,165.0,225,292,165,165,13430,13529,99
42,2,1,3,2,348.6666666666667,163.66666666666666,315,373,164,164,13780,13881,101
