sbm_id,expr_id,cond_id,trial_id,para_nr,mean_x,mean_y,start_x,end_x,start_y,end_y,start_t,end_t,duration
119,2,1,11,38,174.6,49.6,128,205,48,50,1726,1927,201
119,2,1,11,38,383.1666666666667,19.333333333333332,287,431,32,17,2527,2777,250
119,2,1,11,38,357.8,35.8,428,296,33,32,2877,3075,198
119,2,1,11,38,350.6666666666667,35.666666666666664,324,373,35,37,3425,3527,102
119,2,1,11,38,428.4,40.0,394,457,39,43,3677,3876,199
119,2,1,11,38,532.5,45.0,481,578,45,45,4227,4476,249
119,2,1,11,38,641.75,44.5,592,674,45,44,4777,4926,149
119,2,1,11,38,249.375,102.875,615,136,66,87,5175,5526,351
119,2,1,11,38,198.5,82.25,137,240,81,84,5876,6026,150
119,2,1,11,38,302.3333333333333,77.0,265,330,82,74,6275,6377,102
119,2,1,11,38,484.6666666666667,83.5,454,510,75,91,7276,7525,249
119,2,1,11,38,586.6666666666666,85.83333333333333,555,623,90,84,7777,8027,250
119,2,1,11,38,361.8,92.8,667,31,84,135,8576,8776,200
119,2,1,11,38,159.4,116.6,103,149,118,116,9077,9278,201
119,2,1,11,38,206.5,127.0,162,247,128,125,9926,10176,250
119,2,1,11,38,332.6,121.4,289,374,124,118,10677,10875,198
119,2,1,11,38,436.0,119.8,405,464,119,121,11127,11327,200
119,2,1,11,38,513.5,122.0,480,544,122,122,11577,11726,149
119,2,1,11,38,622.0,82.33333333333333,623,619,103,64,12326,12426,100
119,2,1,11,38,629.8,79.6,549,688,74,84,13426,13627,201
119,2,1,8,39,226.85714285714286,43.42857142857143,133,303,42,40,1463,1764,301
119,2,1,8,39,349.3333333333333,40.333333333333336,318,376,41,39,2162,2262,100
119,2,1,8,39,426.75,37.0,406,444,37,37,2712,2862,150
119,2,1,8,39,488.5,37.75,467,507,37,38,3012,3164,152
119,2,1,8,39,552.0,40.0,534,567,38,41,3563,3661,98
119,2,1,8,39,631.75,33.75,605,654,38,31,3864,4014,150
119,2,1,8,39,147.85714285714286,20.0,575,146,28,42,4413,4814,401
119,2,1,8,39,244.0,40.333333333333336,164,294,39,42,5163,5413,250
119,2,1,8,39,431.4,54.0,356,484,50,55,5814,6013,199
119,2,1,8,39,586.6,54.0,503,637,54,54,6363,6561,198
119,2,1,8,39,713.25,39.5,686,740,40,39,6962,7113,151
119,2,1,8,39,334.0,82.3,680,149,42,98,7264,7713,449
119,2,1,8,39,228.57142857142858,86.0,144,296,86,86,8464,8764,300
119,2,1,8,39,398.0,86.25,335,450,86,85,9111,9261,150
119,2,1,8,39,501.0,82.0,483,514,82,82,9661,9761,100
119,2,1,8,39,562.25,79.75,536,582,82,78,10161,10311,150
119,2,1,8,39,662.5555555555555,82.44444444444444,609,706,78,87,10461,10861,400
119,2,1,8,39,258.1818181818182,112.9090909090909,664,132,87,115,11013,11514,501
119,2,1,8,39,174.2,115.0,142,205,115,115,11713,11914,201
119,2,1,8,39,306.75,120.91666666666667,224,394,116,126,12063,12611,548
119,2,1,8,39,515.125,122.625,440,570,128,115,13015,13364,349
119,2,1,8,39,608.3333333333334,111.33333333333333,590,623,112,111,13464,13563,99
119,2,1,8,39,688.6,120.4,641,724,114,124,13664,13863,199
119,2,1,8,39,330.77777777777777,147.66666666666666,710,81,126,156,14063,14463,400
119,2,1,8,39,112.0,159.66666666666666,91,131,157,162,14663,14764,101
119,2,1,8,39,215.0,164.66666666666666,151,262,162,164,14914,15163,249
119,2,1,1,40,165.2,33.2,121,206,40,29,1768,1969,201
119,2,1,1,40,331.3333333333333,36.333333333333336,293,363,37,36,2918,3018,100
119,2,1,1,40,451.0,40.75,402,483,38,44,3619,3768,149
119,2,1,1,40,530.0,46.666666666666664,498,556,47,45,3918,4168,250
119,2,1,1,40,658.7142857142857,39.142857142857146,579,702,44,37,4468,4768,300
119,2,1,1,40,293.25,72.0,589,129,46,84,5168,5317,149
119,2,1,1,40,212.0,90.55555555555556,140,275,87,92,5718,6117,399
119,2,1,1,40,302.0,88.33333333333333,288,314,90,86,6218,6317,99
119,2,1,1,40,371.6666666666667,101.33333333333333,331,404,92,107,6568,6668,100
119,2,1,1,40,508.25,74.5,453,552,77,72,7418,7567,149
119,2,1,1,40,629.0,77.5,594,657,76,78,7967,8218,251
