expr_id,cond_id,para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,right_bounded_rt2,go_pass_time,FPFix,FPReg
1,1,1,The,0,No,No,1,706.0,706.0,706.0,706.0,706,706.0,1,0
1,1,1,witness,1,No,No,1,340.0,340.0,340.0,340.0,340,340.0,1,0
1,1,1,identified,2,No,No,1,635.0,635.0,635.0,635.0,635,635.0,1,0
1,1,1,the,3,No,No,1,563.0,563.0,563.0,563.0,563,563.0,1,0
1,1,1,man,4,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,1,and,5,No,No,1,621.0,621.0,621.0,621.0,621,621.0,1,0
1,1,1,his,6,No,No,1,631.0,631.0,631.0,631.0,631,631.0,1,0
1,1,1,wife,7,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,1,ran,8,No,No,1,606.0,606.0,606.0,606.0,606,606.0,1,0
1,1,1,away,9,No,No,1,557.0,557.0,557.0,557.0,557,557.0,1,0
1,1,1,from,10,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,1,the,11,No,No,1,513.0,513.0,513.0,513.0,513,513.0,1,0
1,1,1,police,12,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,1,station.,13,No,No,1,7233.0,7233.0,7233.0,7233.0,7233,7233.0,1,0
1,1,2,Jenny,0,No,No,1,1119.0,1119.0,1119.0,1119.0,1119,1119.0,1,0
1,1,2,talked,1,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,2,to,2,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,2,the,3,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,2,reporter,4,No,No,1,581.0,581.0,581.0,581.0,581,581.0,1,0
1,1,2,and,5,No,No,1,606.0,606.0,606.0,606.0,606,606.0,1,0
1,1,2,the,6,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,2,photographer,7,No,No,1,747.0,747.0,747.0,747.0,747,747.0,1,0
1,1,2,took,8,No,No,1,491.0,491.0,491.0,491.0,491,491.0,1,0
1,1,2,pictures,9,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,2,of,10,No,No,1,500.0,500.0,500.0,500.0,500,500.0,1,0
1,1,2,the,11,No,No,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,2,scene.,12,No,No,1,627.0,627.0,627.0,627.0,627,627.0,1,0
1,1,3,The,0,Yes,Yes,1,500.0,500.0,500.0,500.0,500,500.0,1,0
1,1,3,robber,1,Yes,Yes,1,271.0,271.0,271.0,271.0,271,271.0,1,0
1,1,3,shot,2,Yes,Yes,1,395.0,395.0,395.0,395.0,395,395.0,1,0
1,1,3,the,3,Yes,Yes,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,3,jeweler,4,Yes,Yes,1,684.0,684.0,684.0,684.0,684,684.0,1,0
1,1,3,and,5,Yes,Yes,1,200.0,200.0,200.0,200.0,200,200.0,1,0
1,1,3,the,6,Yes,Yes,1,383.0,383.0,383.0,383.0,383,383.0,1,0
1,1,3,salesman,7,Yes,Yes,1,678.0,678.0,678.0,678.0,678,678.0,1,0
1,1,3,reported,8,Yes,Yes,1,617.0,617.0,617.0,617.0,617,617.0,1,0
1,1,3,the,9,Yes,Yes,1,0.0,0.0,0.0,0.0,0,0.0,0,0
1,1,3,crime,10,Yes,Yes,1,546.0,546.0,546.0,546.0,546,546.0,1,0
