sbm_id,expr_id,cond_id,trial_id,para_nr,word_nr,word,x_mean,y_mean,start_t,end_t,duration
15,2,1,10,38,0, All ,7.25,8.5,958,1114,156
15,2,1,10,38,5, to ,16.75,11.25,2090,2246,156
15,2,1,10,38,9, imperfect ,45.25,10.5,4247,4398,151
15,2,1,10,38,10, incoming ,3.125,13.125,4758,5124,366
15,2,1,10,38,11, electrical ,13.6,13.0,5430,5633,203
15,2,1,10,38,12, impulses ,39.0,17.0,5994,6097,103
15,2,1,10,38,13, announcing ,-531.6666666666666,56.666666666666664,7268,7374,106
15,2,1,10,38,17, happening. ,80.85714285714286,12.285714285714286,8593,8909,316
15,2,1,10,38,27, interpret ,-583.0,54.0,11264,11518,254
15,2,1,10,38,28, these ,193.57142857142858,127.0,11721,12033,312
15,2,1,10,38,34," can, ",33.75,16.75,13159,13315,156
15,2,1,10,38,36, suggest ,497.0,127.0,13777,13877,100
15,2,1,14,39,1, because ,19.8,4.0,1937,2146,209
15,2,1,14,39,3, immigrants ,59.75,7.0,2942,3094,152
15,2,1,14,39,4, from ,16.833333333333332,6.833333333333333,3447,3698,251
15,2,1,14,39,6, particular ,9.75,9.15,4053,5054,1001
15,2,1,14,39,10, into ,14.0,7.333333333333333,6237,6339,102
15,2,1,14,39,11, a ,12.8,6.0,6598,6807,209
15,2,1,14,39,10, into ,21.0,10.0,6965,7071,106
15,2,1,14,39,15, bring ,35.625,6.625,8972,9333,361
15,2,1,14,39,16, genetic ,9.0,7.0,9543,10275,732
15,2,1,14,39,16, genetic ,46.857142857142854,7.428571428571429,10430,11102,672
15,2,1,14,39,17, diversity ,68.0,5.0,11717,11819,102
15,2,1,14,39,18," that, ",9.666666666666666,5.0,11977,12239,262
15,2,1,14,39,26," around, ",-601.5,53.0,14933,15193,260
15,2,1,14,39,28, the ,17.0,9.0,15902,16158,256
15,2,1,14,39,29, new ,27.666666666666668,10.0,16365,16465,100
15,2,1,14,39,37, culture ,10.666666666666666,8.333333333333334,18297,18399,102
15,2,1,16,40,0, Police ,31.666666666666668,17.666666666666668,1040,1145,105
15,2,1,16,40,0, Police ,19.2,1.0,1348,1550,202
15,2,1,16,40,1, in ,14.4,11.4,1815,2273,458
15,2,1,16,40,3, have ,38.333333333333336,13.666666666666666,2632,2733,101
15,2,1,16,40,7, lemonade ,32.0,13.0,3405,3563,158
15,2,1,16,40,15, save ,7.375,11.0,4982,5340,358
15,2,1,16,40,23," park, ",33.5,3.9,7630,8084,454
15,2,1,16,40,32, the ,10.0,12.0,9425,9582,157
15,2,1,16,40,34, permits. ,29.0,7.666666666666667,11213,11314,101
15,2,1,16,40,35, Morningstar ,47.0,9.0,11720,11825,105
15,2,1,16,40,35, Morningstar ,69.0,12.0,12132,12385,253
15,2,1,16,40,37, police ,38.0,12.0,13001,13687,686
15,2,1,16,40,43, lemonade ,62.666666666666664,11.0,15074,15175,101
15,2,1,8,41,0, Research ,19.0,4.0,884,1090,206
15,2,1,8,41,3, a ,294.25,47.375,2106,2466,360
15,2,1,8,41,6, river ,5.142857142857143,12.142857142857142,3431,3749,318
15,2,1,8,41,6, river ,26.666666666666668,11.11111111111111,3850,4265,415
15,2,1,8,41,10, water ,22.5,9.0,4875,5133,258
15,2,1,8,41,11, boatman ,56.69565217391305,9.043478260869565,5644,6773,1129
15,2,1,8,41,15, loudest ,54.0,12.0,8400,8615,215
15,2,1,8,41,18, earth ,20.6,14.0,8873,9077,204
15,2,1,8,41,20, its ,8.6,9.8,9590,10061,471
15,2,1,8,41,21, size ,32.333333333333336,9.0,10311,10417,106
15,2,1,8,41,24, interesting ,48.857142857142854,11.0,11028,11338,310
15,2,1,8,41,22, has ,8.25,14.0,11496,11651,155
15,2,1,8,41,24, interesting ,84.2,13.0,12058,12266,208
15,2,1,8,41,27, insect ,41.0,10.0,13237,13498,261
15,2,1,8,41,30, two ,15.5,8.0,14113,14263,150
15,2,1,8,41,30, two ,3.5833333333333335,8.916666666666666,14368,14959,591
15,2,1,8,41,31, millimeters ,9.5,11.5,15219,15371,152
15,2,1,8,41,34, yet ,26.0,11.0,16395,16499,104
15,2,1,8,41,35, produces ,425.0,128.0,16856,16956,100
15,2,1,8,41,35, produces ,56.0,18.0,17112,17219,107
15,2,1,8,41,37, underwater ,10.333333333333334,14.0,17575,17677,102
15,2,1,8,41,37, underwater ,69.25,15.0,18030,18186,156
15,2,1,8,41,38, call ,23.166666666666668,11.0,18505,18770,265
15,2,1,8,41,41, been ,16.571428571428573,11.857142857142858,18970,19284,314
15,2,1,8,41,42, measured ,137.66666666666666,168.33333333333334,19848,19952,104
15,2,1,8,41,42, measured ,-564.75,48.25,20104,20470,366
15,2,1,8,41,45, decibels. ,4.333333333333333,15.0,20984,21086,102
15,2,1,18,42,0, There ,29.0,11.0,1581,1783,202
15,2,1,18,42,2, seems ,53.44444444444444,8.0,2341,2749,408
15,2,1,18,42,0, There ,25.0,15.75,3013,3165,152
15,2,1,18,42,8, soccer ,24.333333333333332,9.0,4760,4861,101
15,2,1,18,42,14, Phantom ,-560.7777777777778,49.666666666666664,7253,7665,412
15,2,1,18,42,15," contact, ",9.333333333333334,9.333333333333334,7973,8076,103
15,2,1,18,42,15," contact, ",37.72727272727273,11.0,8332,8854,522
15,2,1,18,42,19," collision, ",57.375,11.0,9576,9942,366
15,2,1,18,42,18, slightest ,61.25,12.0,10146,10301,155
15,2,1,18,42,21, lead ,28.166666666666668,10.0,10710,10967,257
15,2,1,18,42,23, theatrical ,20.2,10.4,11219,11420,201
15,2,1,18,42,26, and ,15.5,14.25,12850,13004,154
15,2,1,18,42,27, exaggerated ,-582.25,56.75,13768,13918,150
