sbm_id,expr_id,cond_id,trial_id,para_nr,word_nr,word,x_mean,y_mean,start_t,end_t,duration
100,2,1,9,1,3, rumblings ,223.25,34.833333333333336,772,1329,557
100,2,1,9,1,0, There ,123.0,34.0,1731,1831,100
100,2,1,9,1,0, There ,97.14285714285714,32.142857142857146,1984,2276,292
100,2,1,9,1,3, rumblings ,278.6923076923077,35.0,3134,3723,589
100,2,1,9,1,3, rumblings ,217.33333333333334,33.0,4083,4330,247
100,2,1,9,1,4, that ,321.25,43.0,4579,4734,155
100,2,1,9,1,6, might ,427.5,38.25,5231,5377,146
100,2,1,9,1,13, though ,103.07692307692308,78.23076923076923,8126,8724,598
100,2,1,9,1,15, company ,191.0,83.0,8974,9172,198
100,2,1,9,1,17, maintaining ,320.3333333333333,81.66666666666667,10233,10635,402
100,2,1,9,1,19, customary ,451.6,76.2,11534,11735,201
100,2,1,9,1,19, customary ,403.5,75.0,11973,12136,163
100,2,1,9,1,22, watch ,624.4285714285714,84.85714285714286,13077,13375,298
100,2,1,9,1,26, microphone ,118.33333333333333,123.66666666666667,14976,15077,101
100,2,1,9,1,26, microphone ,109.0,121.0,15176,15484,308
100,2,1,9,1,36, music ,542.0,124.0,18424,18579,155
100,2,1,9,1,41, You ,743.0,113.25,19973,20126,153
100,2,1,9,1,42, can ,95.0,158.0,20732,21023,291
100,2,1,9,1,43, glance ,179.2,159.0,21377,21578,201
100,2,1,9,1,46, watch ,270.3333333333333,165.66666666666666,22074,22182,108
100,2,1,9,1,48, to ,347.0,161.0,22728,22883,155
100,2,1,9,1,51, artist ,436.0,165.0,23722,23875,153
100,2,1,9,1,54, of ,533.5,171.0,24278,24423,145
100,2,1,9,1,56, song. ,597.0,165.0,24680,24880,200
100,2,1,2,2,1, days ,148.0,42.0,2171,2426,255
100,2,1,2,2,1, days ,149.0,41.0,3179,3921,742
100,2,1,2,2,7, Carrington ,553.4,38.0,6430,6630,200
100,2,1,2,2,10, the ,699.0,36.0,7578,7778,200
100,2,1,2,2,11, interesting ,97.0,79.0,9280,10221,941
100,2,1,2,2,12, sunspot ,213.3846153846154,79.76923076923077,12136,12722,586
100,2,1,2,2,13, group ,275.0,72.0,12924,13032,108
100,2,1,2,2,14, through ,313.05882352941177,73.0,13228,14036,808
100,2,1,2,2,20, what ,609.6666666666666,78.0,15724,15833,109
100,2,1,2,2,25, patches ,200.0,126.0,17272,18274,1002
100,2,1,2,2,24," ""two ",98.72727272727273,121.9090909090909,18830,19323,493
100,2,1,2,2,25, patches ,191.0,115.0,19525,20035,510
100,2,1,2,2,27, intensely ,261.0,121.0,20277,20423,146
100,2,1,2,2,29, and ,362.625,111.5,20979,21325,346
100,2,1,2,2,29, and ,361.5,119.875,21434,21771,337
100,2,1,2,2,32, over ,488.25,121.0,22578,22734,156
100,2,1,2,2,36, jotted ,664.75,126.125,23784,24123,339
100,2,1,2,2,38, note ,725.0,115.25,24529,24881,352
100,2,1,2,2,42, record. ,287.1,163.0,27235,27673,438
100,2,1,2,2,47, scarcely ,514.9090909090909,152.1818181818182,28973,29482,509
100,2,1,2,2,48, a ,546.6,148.4,29683,29885,202
100,2,1,2,2,49, square ,585.7142857142857,159.71428571428572,30678,30985,307
100,2,1,2,2,49, square ,578.6666666666666,166.33333333333334,31077,31185,108
100,2,1,2,2,50, inch ,619.6666666666666,152.0,31375,31477,102
