sbm_id,expr_id,cond_id,trial_id,para_nr,word_nr,word,x_mean,y_mean,start_t,end_t,duration
110,2,1,17,38,0, All ,116.0,36.75,861,1010,149
110,2,1,17,38,2, the ,163.0,46.0,1259,1360,101
110,2,1,17,38,13, announcing ,109.4,79.4,4560,4760,200
110,2,1,17,38,27, interpret ,720.6666666666666,81.0,9710,9814,104
110,2,1,17,38,32, as ,268.5,122.0,10773,10914,141
110,2,1,17,38,36, suggest ,382.3333333333333,120.0,11210,11311,101
110,2,1,13,39,1, because ,157.25,47.0,544,693,149
110,2,1,13,39,0, That's ,126.0,31.0,839,943,104
110,2,1,13,39,0, That's ,112.0,39.0,1247,1448,201
110,2,1,13,39,2, when ,238.71428571428572,43.285714285714285,1697,1990,293
110,2,1,13,39,4, from ,385.6,32.6,2303,2489,186
110,2,1,13,39,7, cultural ,507.0,32.25,3094,3243,149
110,2,1,13,39,8, group ,559.25,37.25,3443,3590,147
110,2,1,13,39,9, move ,620.0,38.0,3747,3995,248
110,2,1,13,39,15, bring ,197.0,85.0,5140,5343,203
110,2,1,13,39,16, genetic ,271.25,89.0,5643,5793,150
110,2,1,13,39,19, if ,393.25,73.5,6093,6242,149
110,2,1,13,39,20, the ,417.75,76.75,6403,6740,337
110,2,1,13,39,20, the ,413.6666666666667,78.66666666666667,7193,7293,100
110,2,1,13,39,24, get ,642.25,75.5,8142,8289,147
110,2,1,13,39,28, the ,246.71428571428572,122.28571428571429,9543,9840,297
110,2,1,13,39,34, the ,538.75,125.0,10895,11050,155
110,2,1,13,39,35, new ,550.25,115.0,12396,12548,152
110,2,1,13,39,39, necessarily ,241.9814814814815,168.55555555555554,13902,16551,2649
110,2,1,13,39,39, necessarily ,234.0,166.0,16642,16803,161
110,2,1,13,39,39, necessarily ,195.66666666666666,169.33333333333334,16990,17092,102
110,2,1,12,40,0, Police ,108.6,43.0,939,1134,195
110,2,1,12,40,7, lemonade ,405.25,33.25,2534,2690,156
