sbm_id,expr_id,cond_id,trial_id,para_nr,word_nr,word,x_mean,y_mean,start_t,end_t,duration
91,2,1,6,38,0, All ,16.0,10.0,1462,1647,185
91,2,1,6,38,8, are ,9.25,13.75,3561,3747,186
91,2,1,6,38,9, imperfect ,15.4,4.0,3995,4247,252
91,2,1,6,38,13, announcing ,-570.75,42.5,6181,6370,189
91,2,1,6,38,14, that ,11.666666666666666,3.6666666666666665,6932,7057,125
91,2,1,12,39,0, That's ,140.33333333333334,48.0,1021,1143,122
91,2,1,12,39,0, That's ,39.4,16.4,1330,1580,250
91,2,1,12,39,1, because ,59.0,5.0,1833,2000,167
91,2,1,12,39,8, group ,569.0,48.0,3932,4046,114
91,2,1,12,39,8, group ,26.333333333333332,14.0,4358,4481,123
91,2,1,12,39,13," one, ",-641.0,50.0,6265,6392,127
91,2,1,12,39,26," around, ",-618.0,52.0,9499,9624,125
91,2,1,12,39,35, new ,11.444444444444445,12.222222222222221,11372,11873,501
91,2,1,12,39,32, pool. ,7.0,12.0,12744,12870,126
91,2,1,12,39,38, doesn't ,-616.0,52.0,14002,14125,123
91,2,1,8,40,0, Police ,30.166666666666668,18.0,944,1255,311
91,2,1,8,40,7, lemonade ,60.0,17.0,2503,2628,125
91,2,1,8,40,14, to ,10.8,17.4,3568,3817,249
91,2,1,8,40,16, up ,-656.0,50.2,4631,4883,252
91,2,1,8,40,17, for ,12.0,15.0,5070,5195,125
91,2,1,8,40,24, saying ,7.0,14.0,6562,6872,310
91,2,1,8,40,29, business ,4.0,5.0,7746,7995,249
91,2,1,8,40,26, didn't ,41.0,7.75,8183,8369,186
91,2,1,8,40,37, police ,14.666666666666666,6.0,11309,11434,125
91,2,1,8,40,35, Morningstar ,84.0,14.666666666666666,12371,12495,124
91,2,1,8,40,40, know ,30.0,2.0,13055,13181,126
91,2,1,13,41,0, Research ,29.333333333333332,14.333333333333334,962,1640,678
91,2,1,13,41,4, tiny ,16.2,8.0,2499,2750,251
91,2,1,13,41,5, European ,44.0,13.8,3001,3254,253
91,2,1,13,41,5, European ,34.0,11.777777777777779,3938,4439,501
91,2,1,13,41,7, bug ,2.0,10.0,4876,5125,249
91,2,1,13,41,10, water ,11.0,2.0,6121,6308,187
91,2,1,13,41,11, boatman ,50.75,3.0,6748,6936,188
91,2,1,13,41,12, may ,33.0,12.25,7187,7374,187
91,2,1,13,41,18, earth ,7.666666666666667,15.333333333333334,9804,9930,126
91,2,1,13,41,24, interesting ,31.25,14.75,11304,11495,191
91,2,1,13,41,29, just ,-626.0,52.0,13684,13871,187
91,2,1,13,41,35, produces ,51.0,6.666666666666667,15181,15307,126
91,2,1,13,41,41, been ,24.75,8.5,16802,16989,187
