sbm_id,expr_id,cond_id,trial_id,para_nr,word_nr,word,x_mean,y_mean,start_t,end_t,duration
13,2,1,5,38,0, All ,102.45454545454545,38.72727272727273,1050,1543,493
13,2,1,5,38,9, imperfect ,446.25,37.0,4840,4989,149
13,2,1,5,38,9, imperfect ,434.3333333333333,37.333333333333336,5090,5190,100
13,2,1,5,38,13, announcing ,110.0,80.11111111111111,7140,7542,402
13,2,1,5,38,15, things ,241.5,83.5,8342,8594,252
13,2,1,5,38,20, then ,452.3333333333333,85.33333333333333,9842,9943,101
13,2,1,5,38,31, well ,323.6666666666667,126.66666666666667,13194,13295,101
13,2,1,5,38,33, they ,381.0,129.0,13540,13646,106
13,2,1,5,38,34," can, ",402.8,128.4,13746,13947,201
13,2,1,5,38,38, to ,584.3333333333334,117.66666666666667,14997,15097,100
13,2,1,5,38,38, to ,593.25,116.5,15193,15347,154
13,2,1,5,38,20, then ,448.3333333333333,84.0,16791,16899,108
13,2,1,5,38,24, neurons ,625.0,81.0,17395,17499,104
13,2,1,5,38,30, as ,286.8333333333333,123.5,18890,19145,255
13,2,1,5,38,0, All ,115.6,35.8,19440,19643,203
13,2,1,5,38,10, incoming ,528.5,40.5,21496,21653,157
13,2,1,5,38,11, electrical ,562.25,42.166666666666664,21789,22350,561
13,2,1,5,38,12, impulses ,651.1428571428571,44.57142857142857,22646,22943,297
13,2,1,5,38,13, announcing ,107.75,79.0,23453,23591,138
13,2,1,5,38,36, suggest ,505.25,121.0,28990,29143,153
13,2,1,13,39,0, That's ,111.16666666666667,42.666666666666664,749,997,248
13,2,1,13,39,13," one, ",114.2,78.0,4702,4902,200
13,2,1,13,39,13," one, ",123.4,78.0,5002,5202,200
13,2,1,13,39,17, diversity ,347.3333333333333,81.0,6198,6298,100
13,2,1,13,39,20, the ,431.0,79.0,6796,6953,157
13,2,1,13,39,35, new ,564.75,118.0,10849,10997,148
13,2,1,11,40,0, Police ,108.6,40.0,881,1080,199
13,2,1,11,40,3, have ,260.6666666666667,42.0,1722,1831,109
13,2,1,11,40,8, stand ,473.25,44.0,2821,2973,152
13,2,1,11,40,19, trip ,182.5,84.0,4971,5128,157
13,2,1,11,40,30, license ,628.5,79.75,7483,7623,140
13,2,1,11,40,40, know ,553.0,119.0,10572,10674,102
13,2,1,2,41,0, Research ,114.5,28.0,1144,1294,150
13,2,1,2,41,7, bug ,488.25,43.0,3745,3896,151
13,2,1,2,41,9, the ,543.5,46.0,4195,4344,149
13,2,1,2,41,11, boatman ,619.0,47.0,4693,4796,103
13,2,1,2,41,12, may ,707.6,46.6,5145,5347,202
13,2,1,2,41,23, some ,466.0,88.0,8150,8549,399
13,2,1,2,41,21, size ,370.25,83.0,8994,9147,153
13,2,1,2,41,27, insect ,695.0,76.0,11146,11249,103
13,2,1,2,41,27, insect ,705.3333333333334,77.66666666666667,11348,11448,100
13,2,1,2,41,35, produces ,366.7692307692308,121.76923076923077,13645,14254,609
13,2,1,2,41,38, call ,574.75,117.5,15544,15703,159
13,2,1,2,41,40, has ,639.3333333333334,123.0,16148,16400,252
13,2,1,2,41,44,99.2,230.92,156.8,17599,18797,1198
13,2,1,2,41,45, decibels. ,256.5,151.0,19702,19857,155
13,2,1,2,41,45, decibels. ,261.2,160.0,19998,20198,200
13,2,1,2,41,30, two ,145.8,116.0,20649,20843,194
13,2,1,6,42,0, There ,102.57142857142857,40.0,1133,1431,298
13,2,1,6,42,1, often ,152.25,40.0,1641,1781,140
13,2,1,6,42,7, in ,405.6666666666667,47.666666666666664,3181,3283,102
13,2,1,6,42,6, diving ,367.25,39.0,3543,3685,142
13,2,1,6,42,8, soccer ,426.25,39.0,3934,4082,148
13,2,1,6,42,14, Phantom ,109.0,78.0,6187,6544,357
13,2,1,6,42,7, in ,404.3333333333333,44.0,7481,7730,249
13,2,1,6,42,14, Phantom ,113.8,82.2,9331,9532,201
13,2,1,6,42,15," contact, ",194.0,87.0,9830,9931,101
13,2,1,6,42,27, exaggerated ,132.375,122.0,13535,13884,349
13,2,1,6,42,28, somersaults ,265.5,126.83333333333333,14534,14782,248
13,2,1,6,42,32, trying ,494.5,124.0,16130,16286,156
13,2,1,6,42,40, time ,248.5,164.5,18586,18834,248
13,2,1,17,43,0, Proper ,102.85714285714286,39.714285714285715,743,1041,298
13,2,1,17,43,4, a ,323.5,44.0,2190,2343,153
13,2,1,17,43,3, make ,274.0,46.0,2599,2743,144
13,2,1,17,43,0, Proper ,120.75,42.0,4542,4693,151
13,2,1,17,43,14, the ,110.75,79.25,8441,8596,155
13,2,1,17,43,15, highest ,140.4,75.4,8741,8947,206
13,2,1,17,43,15, highest ,170.0,75.0,9140,9246,106
13,2,1,17,43,17, allows ,253.0,81.0,9750,9898,148
13,2,1,17,43,17, allows ,268.75,81.0,9992,10142,150
13,2,1,17,43,17, allows ,280.0,82.42857142857143,10250,10541,291
13,2,1,17,43,11, or ,632.75,37.25,11195,11340,145
13,2,1,17,43,16, point ,222.5,80.0,12696,12850,154
13,2,1,17,43,21, smoke ,437.6666666666667,79.0,13993,14097,104
13,2,1,17,43,25, gradually. ,636.875,78.0,15203,15549,346
13,2,1,17,43,38, because ,704.6666666666666,124.33333333333333,19947,20056,109
13,2,1,17,43,46, an ,367.25,158.25,22043,22192,149
13,2,1,12,44,0, The ,111.28571428571429,40.0,896,1194,298
13,2,1,12,44,1, first ,155.83333333333334,46.75,1395,1938,543
13,2,1,12,44,1, first ,137.2,37.6,2095,2292,197
13,2,1,12,44,2, step ,168.66666666666666,45.0,2588,2690,102
13,2,1,12,44,17, clear ,735.0,39.0,5793,5939,146
13,2,1,12,44,18, and ,114.6,85.2,6603,6790,187
13,2,1,12,44,20, conception ,214.0,82.33333333333333,7889,8138,249
13,2,1,12,44,23, characteristics ,359.4,82.0,9239,9440,201
13,2,1,12,44,24, and ,469.75,83.25,9891,10037,146
13,2,1,12,44,32, occupied ,208.33333333333334,119.0,12638,12741,103
13,2,1,12,44,36," people, ",407.0,121.66666666666667,13788,13889,101
13,2,1,12,44,39, existed ,477.3333333333333,119.0,14190,14290,100
13,2,1,12,44,42, discovered ,601.2,116.8,14793,14991,198
13,2,1,12,44,44, explored ,124.5,161.0,16240,16488,248
13,2,1,12,44,46, Europeans. ,219.4,165.8,16689,16891,202
13,2,1,12,44,0, The ,105.0,43.75,17342,17493,151
13,2,1,12,44,5, taken ,265.5,38.0,17902,18038,136
13,2,1,12,44,16, some ,707.0,34.25,20146,20288,142
13,2,1,12,44,29, which ,703.5,83.0,23639,23799,160
13,2,1,12,44,42, discovered ,658.1666666666666,119.33333333333333,26447,26696,249
13,2,1,15,45,0, Susan ,118.0,37.0,615,758,143
13,2,1,15,45,0, Susan ,111.25,46.25,867,1007,140
13,2,1,15,45,4, nearly ,307.6,40.0,1820,2017,197
13,2,1,15,45,5, sixty ,369.5,39.0,2309,2457,148
13,2,1,15,45,15, social ,712.5555555555555,45.77777777777778,4561,4966,405
13,2,1,15,45,18, equality ,214.66666666666666,83.16666666666667,6309,6558,249
13,2,1,15,45,18, equality ,204.0,84.0,6658,6758,100
13,2,1,15,45,22, major ,363.375,88.5,7606,7956,350
13,2,1,15,45,27, women's ,695.5,82.75,9908,10057,149
13,2,1,15,45,29, Her ,106.2,122.0,11058,11258,200
13,2,1,15,45,33, in ,337.1111111111111,118.44444444444444,12609,13009,400
13,2,1,15,45,37, influence ,537.3333333333334,122.0,14110,14211,101
13,2,1,15,45,37, influence ,562.3333333333334,120.0,14408,14511,103
13,2,1,15,45,37, influence ,573.8571428571429,122.0,14610,14909,299
13,2,1,15,45,39, thousands ,629.5,128.0,15110,15261,151
13,2,1,15,45,42, promoting ,131.66666666666666,163.66666666666666,16559,16662,103
13,2,1,15,45,46, women ,307.6666666666667,165.0,17607,17715,108
13,2,1,16,46,0, As ,114.61538461538461,44.0,745,1351,606
13,2,1,16,46,2, warms ,189.375,38.0,1756,2100,344
13,2,1,16,46,9, heat-trapping ,587.0,41.0,4197,4399,202
13,2,1,16,46,13," atmosphere, ",110.0,85.0,5847,5956,109
13,2,1,16,46,13," atmosphere, ",195.75,80.0,6394,6543,149
13,2,1,16,46,18," warm, ",410.14285714285717,76.28571428571429,7644,7945,301
13,2,1,16,46,18," warm, ",419.4,84.0,8553,8745,192
13,2,1,16,46,25, The ,113.0,122.85714285714286,11298,11594,296
13,2,1,16,46,28, dioxide ,271.0,121.0,12653,12847,194
13,2,1,16,46,31," warming, ",467.6,121.0,13944,14144,200
13,2,1,16,46,36, thawing ,186.66666666666666,158.0,16594,16851,257
13,2,1,16,46,47, dioxide. ,627.6666666666666,156.33333333333334,18943,19044,101
